"Kif18a"	"GO:0000166;GO:0000776;GO:0001726;GO:0003777;GO:0003779;GO:0005524;GO:0005634;GO:0005737;GO:0005828;GO:0005856;GO:0005871;GO:0005874;GO:0005901;GO:0006810;GO:0007018;GO:0007019;GO:0007080;GO:0007140;GO:0008017;GO:0008574;GO:0015031;GO:0015630;GO:0042995;GO:0043130;GO:0051010;GO:0070463;GO:0070507;GO:0072520;GO:1990023"
"Kif18b"	"GO:0000070;GO:0000166;GO:0000235;GO:0000278;GO:0003774;GO:0003777;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007019;GO:0007049;GO:0007067;GO:0008017;GO:0008574;GO:0019894;GO:0035371;GO:0051301;GO:0051302;GO:1990752"
"Kif19a"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0005929;GO:0007018;GO:0008017;GO:0008574;GO:0042995;GO:0060404;GO:0070462"
"Kif1a"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016887;GO:0030424;GO:0030705;GO:0043005;GO:0043025"
"Kif1b"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005856;GO:0005871;GO:0005874;GO:0005875;GO:0007018;GO:0007270;GO:0007274;GO:0008017;GO:0008089;GO:0009790;GO:0016887;GO:0030659;GO:0030705;GO:0031410;GO:0043005;GO:0047497"
"Kif1bp"	"GO:0005737;GO:0005739;GO:0005856;GO:0006839;GO:0007275;GO:0007399;GO:0019894;GO:0030154"
"Kif1c"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005794;GO:0005856;GO:0005871;GO:0005874;GO:0006890;GO:0007018;GO:0008017;GO:0016887;GO:0030705;GO:0044822"
"Kif20a"	"GO:0000166;GO:0000281;GO:0000910;GO:0000920;GO:0001578;GO:0003777;GO:0005524;GO:0005737;GO:0005794;GO:0005819;GO:0005856;GO:0005871;GO:0005874;GO:0006810;GO:0007018;GO:0008017;GO:0015031;GO:0016887;GO:0019901;GO:0030496"
"Kif20b"	"GO:0000166;GO:0001843;GO:0003777;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005813;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007049;GO:0007067;GO:0007088;GO:0008017;GO:0008284;GO:0008574;GO:0015630;GO:0016887;GO:0030496;GO:0032467;GO:0035372;GO:0042803;GO:0042995;GO:0048471;GO:0048812;GO:0050699;GO:0051233;GO:0051301;GO:0070201;GO:0070938;GO:0090316;GO:0097431;GO:1903438;GO:1990023;GO:2000114;GO:2001222;GO:2001224"
"Kif21a"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016887;GO:0042995"
"Kif21b"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016887;GO:0031410;GO:0042995"
"Kif22"	"GO:0000166;GO:0000785;GO:0003677;GO:0003777;GO:0005524;GO:0005634;GO:0005737;GO:0005819;GO:0005856;GO:0005871;GO:0005874;GO:0005925;GO:0006281;GO:0007018;GO:0007062;GO:0007080;GO:0008017;GO:0016887;GO:0051310;GO:0072686"
"Kif23"	"GO:0000166;GO:0000281;GO:0000910;GO:0000915;GO:0003777;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005819;GO:0005856;GO:0005871;GO:0005874;GO:0005925;GO:0007018;GO:0007049;GO:0007067;GO:0008017;GO:0016887;GO:0030496;GO:0032467;GO:0045171;GO:0051256;GO:0051301;GO:0072383;GO:0072686;GO:0097149"
"Kif24"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005814;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007019;GO:0008017;GO:0016887;GO:0030030;GO:0042802;GO:0043234;GO:0060271"
"Kif26a"	"GO:0000166;GO:0001560;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007411;GO:0008017;GO:0008104;GO:0009968;GO:0016887;GO:0030705;GO:0048484"
"Kif26b"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007275;GO:0007411;GO:0008017;GO:0008104;GO:0008574;GO:0022409;GO:0030010;GO:0030705;GO:0072092"
"Kif27"	"GO:0000166;GO:0003351;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0005929;GO:0007018;GO:0008017;GO:0016887;GO:0021591;GO:0030030;GO:0042995;GO:0060271;GO:0070062"
"Kif2a"	"GO:0000166;GO:0000922;GO:0003777;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0005764;GO:0005813;GO:0005856;GO:0005871;GO:0005874;GO:0005876;GO:0007018;GO:0007049;GO:0007052;GO:0007067;GO:0007275;GO:0007399;GO:0008017;GO:0016020;GO:0016887;GO:0030154;GO:0051301;GO:0090307;GO:0097228"
"Kif2c"	"GO:0000166;GO:0000775;GO:0000776;GO:0003777;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0007019;GO:0007049;GO:0007059;GO:0007067;GO:0007080;GO:0008017;GO:0015630;GO:0016020;GO:0016887;GO:0030951;GO:0035371;GO:0051010;GO:0051301;GO:0051310;GO:0051315;GO:0051983"
"Kif3a"	"GO:0000166;GO:0001701;GO:0001822;GO:0001947;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005813;GO:0005814;GO:0005856;GO:0005874;GO:0005876;GO:0005929;GO:0005930;GO:0007018;GO:0007224;GO:0007368;GO:0007507;GO:0008017;GO:0008544;GO:0009952;GO:0009953;GO:0010457;GO:0015630;GO:0016887;GO:0016939;GO:0017137;GO:0019894;GO:0021542;GO:0021904;GO:0021915;GO:0030030;GO:0030507;GO:0030990;GO:0031514;GO:0032391;GO:0032403;GO:0034454;GO:0036334;GO:0042995;GO:0043005;GO:0043025;GO:0044458;GO:0048260;GO:0050679;GO:0060122;GO:0060271;GO:0061351;GO:0070062;GO:0090316;GO:0097470;GO:1904115;GO:1905128;GO:1905515;GO:2000771"
"Kif3b"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005813;GO:0005819;GO:0005856;GO:0005874;GO:0005929;GO:0007018;GO:0008017;GO:0015630;GO:0016020;GO:0016887;GO:0016939;GO:0017048;GO:0030424;GO:0030496;GO:0030705;GO:0030990;GO:0032467;GO:0042995;GO:0070062;GO:0090307"
"Kif3c"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005622;GO:0005623;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0008021;GO:0010976;GO:0016020;GO:0016887;GO:0019894;GO:0030424;GO:0030425;GO:0030426;GO:0035371;GO:0043025;GO:0071598;GO:0072384"
"Kif4"	"GO:0000166;GO:0000281;GO:0003677;GO:0003777;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0008574;GO:0016020;GO:0030496;GO:0051256"
"Kif5a"	"GO:0003777;GO:0005515;GO:0005737;GO:0005871;GO:0007018;GO:0007411;GO:0008017;GO:0008104;GO:0008574;GO:0016020;GO:0016192;GO:0019894;GO:0030424;GO:0030705;GO:0032403;GO:0035253;GO:0043005;GO:0043025"
"Kif5b"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005815;GO:0005856;GO:0005871;GO:0005874;GO:0005913;GO:0006839;GO:0007017;GO:0007018;GO:0007028;GO:0007411;GO:0008017;GO:0008104;GO:0008432;GO:0008574;GO:0016020;GO:0030139;GO:0031340;GO:0031982;GO:0032230;GO:0035253;GO:0035617;GO:0035774;GO:0042391;GO:0043005;GO:0043227;GO:0043268;GO:0044295;GO:0047496;GO:0048471;GO:0051642;GO:0072383;GO:0090004;GO:0090316;GO:0098641;GO:1905152"
"Kif5c"	"GO:0003777;GO:0005515;GO:0005737;GO:0005871;GO:0007018;GO:0008045;GO:0008104;GO:0008574;GO:0030705;GO:0034190;GO:0035253;GO:0043005;GO:0051028"
"Kif6"	"GO:0001673;GO:0003777;GO:0005871;GO:0007018;GO:0016887"
"Kif7"	"GO:0000166;GO:0003279;GO:0003777;GO:0005515;GO:0005524;GO:0005871;GO:0005929;GO:0007018;GO:0008017;GO:0016887;GO:0035904;GO:0042995;GO:0045879;GO:0045880;GO:0060976"
"Kif9"	"GO:0000166;GO:0002102;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016887;GO:0022617;GO:0031982;GO:0046983;GO:0071801;GO:1903008"
"Kifap3"	"GO:0000794;GO:0005515;GO:0005783;GO:0005794;GO:0005813;GO:0005871;GO:0005876;GO:0005930;GO:0007017;GO:0008104;GO:0008285;GO:0015630;GO:0016939;GO:0019894;GO:0030990;GO:0032391;GO:0036064;GO:0043066;GO:0046587;GO:0070062;GO:1990075"
"Kifc1"	"GO:0003777;GO:0005515;GO:0005634;GO:0005871;GO:0008569;GO:0010826;GO:0016020;GO:0030139;GO:0031616;GO:0047496;GO:0072382;GO:0072686"
"Kifc2"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016887;GO:0030139"
"Kifc3"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005794;GO:0005813;GO:0005856;GO:0005871;GO:0005874;GO:0005915;GO:0007017;GO:0007018;GO:0007030;GO:0008017;GO:0008569;GO:0016020;GO:0030054;GO:0031410;GO:0045218;GO:0070062;GO:0090136"
"Kifc5b"	"GO:0003777;GO:0005871;GO:0007018;GO:0016020;GO:0016887"
"Kin"	"GO:0003677;GO:0003690;GO:0003723;GO:0005634;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0006397;GO:0006974;GO:0016363;GO:0043231;GO:0046872"
"Kirrel"	"GO:0001933;GO:0005515;GO:0005886;GO:0005911;GO:0007588;GO:0016020;GO:0016021;GO:0016337;GO:0017022;GO:0030838;GO:0031253;GO:0043198;GO:0045121;GO:0048471;GO:0070062"
"Kirrel2"	"GO:0001933;GO:0005515;GO:0005886;GO:0005911;GO:0016020;GO:0016021;GO:0016337;GO:0036057"
"Kirrel3"	"GO:0001764;GO:0002121;GO:0005515;GO:0005576;GO:0005886;GO:0007155;GO:0007156;GO:0007416;GO:0016020;GO:0016021;GO:0021740;GO:0021766;GO:0030097;GO:0030165;GO:0030424;GO:0030425;GO:0042995;GO:0043198;GO:0048812;GO:0072102"
"Kiss1r"	"GO:0000186;GO:0004871;GO:0004930;GO:0005515;GO:0005886;GO:0005887;GO:0007165;GO:0007186;GO:0007200;GO:0007218;GO:0008188;GO:0008285;GO:0008528;GO:0009986;GO:0016020;GO:0016021;GO:0019722;GO:0030336;GO:0042923;GO:0043231;GO:0046887;GO:0050482;GO:0050806;GO:0051496"
"Kit"	"GO:0000166;GO:0000187;GO:0001541;GO:0001669;GO:0002020;GO:0002318;GO:0002320;GO:0002327;GO:0002371;GO:0002551;GO:0002573;GO:0004672;GO:0004713;GO:0004714;GO:0004716;GO:0005020;GO:0005515;GO:0005524;GO:0005615;GO:0005737;GO:0005886;GO:0005911;GO:0006468;GO:0006687;GO:0006935;GO:0006954;GO:0007169;GO:0007281;GO:0007283;GO:0007286;GO:0008284;GO:0008354;GO:0008360;GO:0008542;GO:0009314;GO:0009897;GO:0009898;GO:0009986;GO:0010628;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0018108;GO:0019221;GO:0019955;GO:0030032;GO:0030097;GO:0030154;GO:0030217;GO:0030218;GO:0030318;GO:0030335;GO:0031274;GO:0031532;GO:0032762;GO:0035019;GO:0035162;GO:0035234;GO:0035556;GO:0035701;GO:0035855;GO:0038093;GO:0038109;GO:0038162;GO:0042511;GO:0042517;GO:0042523;GO:0042803;GO:0043069;GO:0043303;GO:0043406;GO:0043410;GO:0043473;GO:0045747;GO:0046427;GO:0046777;GO:0046872;GO:0048066;GO:0048070;GO:0048103;GO:0048170;GO:0048565;GO:0048863;GO:0050673;GO:0050910;GO:0051091;GO:0060326;GO:0060374;GO:0097067;GO:0097324;GO:0097326;GO:1905065"
"Kitl"	"GO:0001541;GO:0001755;GO:0002687;GO:0002763;GO:0005125;GO:0005173;GO:0005515;GO:0005576;GO:0005615;GO:0005737;GO:0005856;GO:0005886;GO:0007155;GO:0007281;GO:0008083;GO:0008284;GO:0016020;GO:0016021;GO:0030027;GO:0030175;GO:0033026;GO:0035162;GO:0035234;GO:0042995;GO:0043066;GO:0043406;GO:0045636;GO:0045740;GO:0046579;GO:0050731;GO:0070668;GO:0097192;GO:1902035"
"Kiz"	"GO:0005737;GO:0005813;GO:0005856;GO:0007051;GO:0019901;GO:0042995"
"Kl"	"GO:0002526;GO:0003085;GO:0004553;GO:0004566;GO:0004871;GO:0005104;GO:0005515;GO:0005576;GO:0005615;GO:0005886;GO:0005887;GO:0005975;GO:0006112;GO:0007568;GO:0008152;GO:0008286;GO:0008422;GO:0008543;GO:0016020;GO:0016021;GO:0016787;GO:0016798;GO:0017134;GO:0030501;GO:0042421;GO:0055074;GO:0070062;GO:0090080;GO:1901657"
"Klb"	"GO:0004553;GO:0004871;GO:0005104;GO:0005886;GO:0005887;GO:0005975;GO:0008284;GO:0008543;GO:0016020;GO:0016021;GO:0017134;GO:0090080;GO:1901657"
"Klc1"	"GO:0003777;GO:0005515;GO:0005737;GO:0005829;GO:0005856;GO:0005871;GO:0005874;GO:0006886;GO:0007018;GO:0008088;GO:0015631;GO:0016020;GO:0030424;GO:0030426;GO:0031410;GO:0031982;GO:0035253;GO:0035418;GO:0035617;GO:0042995;GO:0043005;GO:0043025;GO:0043227"
"Klc2"	"GO:0003777;GO:0005515;GO:0005737;GO:0005829;GO:0005856;GO:0005871;GO:0005874;GO:0005913;GO:0007018;GO:0008088;GO:0016020;GO:0019894;GO:0035253;GO:0043005;GO:0043234;GO:0098609;GO:0098641"
"Klc3"	"GO:0003777;GO:0005515;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0008017;GO:0008088;GO:0019894;GO:0031514;GO:0035253;GO:0042073;GO:0043005"
"Klc4"	"GO:0003674;GO:0003777;GO:0005575;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0008150"
"Klf10"	"GO:0001046;GO:0003676;GO:0003677;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0007623;GO:0009267;GO:0030282;GO:0035019;GO:0042752;GO:0045672;GO:0045892;GO:0046872;GO:0048511"
"Klf11"	"GO:0000083;GO:0000122;GO:0000981;GO:0003676;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0006915;GO:0008285;GO:0030097;GO:0043065;GO:0044212;GO:0045892;GO:0046872"
"Klf12"	"GO:0000122;GO:0000977;GO:0001227;GO:0003676;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006351;GO:0006355;GO:0045944;GO:0046872"
"Klf13"	"GO:0000978;GO:0001077;GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0006366;GO:0008285;GO:0045647;GO:0045944;GO:0046872"
"Klf15"	"GO:0003676;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0010001;GO:0010468;GO:0014898;GO:0015758;GO:0044212;GO:0045893;GO:0045944;GO:0046872;GO:0072112;GO:2000757"
"Klf16"	"GO:0000122;GO:0000978;GO:0001078;GO:0003676;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007212;GO:0046872"
"Klf2"	"GO:0000902;GO:0001701;GO:0003676;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0032715;GO:0034101;GO:0035264;GO:0036003;GO:0040029;GO:0043249;GO:0043565;GO:0045429;GO:0045893;GO:0045944;GO:0046872;GO:0051247;GO:0060509;GO:0071499"
"Klf3"	"GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0046872"
"Klf4"	"GO:0000122;GO:0000785;GO:0000790;GO:0000975;GO:0000987;GO:0001010;GO:0001047;GO:0001077;GO:0001085;GO:0001190;GO:0001221;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005667;GO:0005719;GO:0005737;GO:0006351;GO:0006355;GO:0006357;GO:0006366;GO:0008013;GO:0008134;GO:0008285;GO:0009913;GO:0010033;GO:0010628;GO:0010629;GO:0014067;GO:0014740;GO:0019827;GO:0030154;GO:0030336;GO:0031077;GO:0032088;GO:0032270;GO:0032526;GO:0034115;GO:0035014;GO:0035166;GO:0042127;GO:0042826;GO:0043154;GO:0043433;GO:0043565;GO:0044212;GO:0044798;GO:0045415;GO:0045429;GO:0045444;GO:0045595;GO:0045892;GO:0045893;GO:0045944;GO:0046872;GO:0046985;GO:0048662;GO:0048679;GO:0048730;GO:0051247;GO:0051898;GO:0051973;GO:0060070;GO:0060761;GO:0070373;GO:0071363;GO:0071499;GO:0090051;GO:1904798;GO:1904998;GO:2000342"
"Klf5"	"GO:0000122;GO:0000978;GO:0001077;GO:0001525;GO:0003676;GO:0003677;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005794;GO:0005886;GO:0006351;GO:0006355;GO:0006357;GO:0008134;GO:0030033;GO:0032534;GO:0035914;GO:0043231;GO:0043565;GO:0045600;GO:0045893;GO:0045944;GO:0046872;GO:0060576"
"Klf6"	"GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0019221;GO:0045944;GO:0046872"
"Klf7"	"GO:0003676;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0007409;GO:0007411;GO:0045893;GO:0046872;GO:0048813"
"Klf8"	"GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0046872"
"Klf9"	"GO:0000977;GO:0001228;GO:0003676;GO:0003677;GO:0005634;GO:0005654;GO:0005737;GO:0005886;GO:0006351;GO:0006355;GO:0007566;GO:0010839;GO:0045944;GO:0046872;GO:0048511;GO:0050847;GO:0071387;GO:0097067"
"Klhdc1"	"GO:0003674;GO:0005737;GO:0008150"
"Klhdc10"	"GO:0003674;GO:0005575;GO:0005634;GO:0005737;GO:0008150"
"Klhdc2"	"GO:0005515;GO:0005634;GO:0008150;GO:0031965"
"Klhdc3"	"GO:0000790;GO:0003682;GO:0005737;GO:0008150;GO:0051321"
"Klhdc4"	"GO:0003674;GO:0005575;GO:0008150"
"Klhdc7a"	"GO:0004842;GO:0016020;GO:0016021;GO:0031463"
"Klhdc7b"	"GO:0004842;GO:0031463"
"Klhdc8a"	"GO:0004842;GO:0031463;GO:0042787"
"Klhdc8b"	"GO:0003674;GO:0005737;GO:0008150"
"Klhdc9"	"GO:0003674;GO:0005575;GO:0008150"
"Klhl1"	"GO:0003779;GO:0004842;GO:0005737;GO:0005856;GO:0007626;GO:0007628;GO:0016358;GO:0021680;GO:0030425;GO:0031463;GO:0043025"
"Klhl10"	"GO:0000902;GO:0004842;GO:0005515;GO:0005737;GO:0007283;GO:0007286;GO:0008584;GO:0009566;GO:0030154;GO:0031463;GO:0048808;GO:0048873"
"Klhl11"	"GO:0005737;GO:0019005;GO:0030162;GO:0031625;GO:0042787;GO:0043161"
"Klhl12"	"GO:0000139;GO:0004842;GO:0005815;GO:0006513;GO:0006810;GO:0006888;GO:0016055;GO:0016192;GO:0030134;GO:0031410;GO:0031463;GO:0042802;GO:0043231;GO:0048208"
"Klhl13"	"GO:0000910;GO:0004842;GO:0007049;GO:0007067;GO:0016567;GO:0030496;GO:0031463;GO:0051301"
"Klhl14"	"GO:0004842;GO:0005515;GO:0005737;GO:0005783;GO:0016020;GO:0031463;GO:0043005;GO:0043025"
"Klhl15"	"GO:0004842;GO:0005634;GO:0031463;GO:0042787;GO:0071630;GO:2000042"
"Klhl17"	"GO:0003779;GO:0004842;GO:0005615;GO:0005886;GO:0007420;GO:0014069;GO:0015629;GO:0016020;GO:0016567;GO:0030036;GO:0030054;GO:0031208;GO:0031463;GO:0032839;GO:0032947;GO:0043025;GO:0045202;GO:0045211;GO:0051015"
"Klhl18"	"GO:0004842;GO:0031463"
"Klhl2"	"GO:0001725;GO:0003779;GO:0004842;GO:0005737;GO:0005856;GO:0015629;GO:0016567;GO:0031463;GO:0042802;GO:0042803;GO:0042995"
"Klhl20"	"GO:0003779;GO:0004842;GO:0005634;GO:0005737;GO:0005794;GO:0005802;GO:0006810;GO:0006895;GO:0015031;GO:0016567;GO:0016605;GO:0019964;GO:0031463;GO:0035455;GO:0042787;GO:0042995;GO:0043066;GO:0043161;GO:1990390"
"Klhl21"	"GO:0004842;GO:0005737;GO:0005813;GO:0005827;GO:0005856;GO:0007049;GO:0007067;GO:0016567;GO:0031463;GO:0032465;GO:0035853;GO:0042787;GO:0051301"
"Klhl22"	"GO:0000070;GO:0004842;GO:0005737;GO:0005813;GO:0005827;GO:0005856;GO:0006513;GO:0007049;GO:0007067;GO:0007094;GO:0016567;GO:0031463;GO:0051301;GO:0072686"
"Klhl23"	"GO:0004842;GO:0031463"
"Klhl24"	"GO:0004842;GO:0005737;GO:0031463;GO:0042995;GO:2000312"
"Klhl25"	"GO:0003674;GO:0005737;GO:0006417;GO:0006446;GO:0016567;GO:0031463;GO:0042787"
"Klhl26"	"GO:0004842;GO:0031463"
"Klhl28"	"GO:0004842;GO:0031463;GO:0042787"
"Klhl29"	"GO:0004842;GO:0031463"
"Klhl3"	"GO:0003779;GO:0003824;GO:0004842;GO:0005737;GO:0005829;GO:0005856;GO:0016567;GO:0031463;GO:0042787;GO:0050801;GO:0070294;GO:0070936;GO:0072156"
"Klhl31"	"GO:0004842;GO:0006351;GO:0006355;GO:0007519;GO:0031463"
"Klhl32"	"GO:0004842;GO:0031463;GO:0042787"
"Klhl33"	"GO:0003779;GO:0004842;GO:0015629;GO:0031463"
"Klhl34"	"GO:0004842;GO:0005615;GO:0031463"
"Klhl35"	"GO:0004842;GO:0031463"
"Klhl36"	"GO:0004842;GO:0031463"
"Klhl38"	"GO:0004842;GO:0031463"
"Klhl4"	"GO:0004842;GO:0031463"
"Klhl40"	"GO:0004842;GO:0005515;GO:0005737;GO:0007275;GO:0031397;GO:0031463;GO:0031672;GO:0031674;GO:0032435;GO:0048741;GO:0098528"
"Klhl41"	"GO:0004842;GO:0005634;GO:0005737;GO:0005783;GO:0005789;GO:0005856;GO:0005886;GO:0016020;GO:0016529;GO:0016567;GO:0030239;GO:0031143;GO:0031275;GO:0031430;GO:0031463;GO:0033017;GO:0035914;GO:0042995;GO:0045214;GO:0045661;GO:0048741;GO:2000291;GO:2001014"
"Klhl42"	"GO:0000209;GO:0004842;GO:0005737;GO:0005856;GO:0007049;GO:0007067;GO:0031463;GO:0032886;GO:0043161;GO:0051301"
"Klhl5"	"GO:0004842;GO:0031463"
"Klhl6"	"GO:0002467;GO:0003674;GO:0005575;GO:0050853"
"Klhl7"	"GO:0004842;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005886;GO:0016567;GO:0031463;GO:0042787;GO:0042802;GO:0042803;GO:0048471"
"Klhl8"	"GO:0004842;GO:0005654;GO:0016567;GO:0031463;GO:0042787"
"Klhl9"	"GO:0000910;GO:0004842;GO:0007049;GO:0007067;GO:0016567;GO:0030496;GO:0031463;GO:0051301"
"Klk11"	"GO:0004252;GO:0005576;GO:0005615;GO:0006508;GO:0008233;GO:0008236;GO:0016787;GO:0070062"
"Klk12"	"GO:0006508;GO:0008233;GO:0008236;GO:0070062"
"Klk13"	"GO:0004175;GO:0004252;GO:0005615;GO:0005737;GO:0016485;GO:0016787;GO:0030141;GO:0070062"
"Klk14"	"GO:0004252;GO:0005576;GO:0005615;GO:0006508;GO:0008233;GO:0008236;GO:0009566;GO:0016787;GO:0045744;GO:0045745;GO:0048730;GO:0070062;GO:0070684"
"Klk1b5"	"GO:0004175;GO:0004252;GO:0005615;GO:0005634;GO:0006508;GO:0008233;GO:0008236;GO:0016787;GO:0016811;GO:0043234;GO:0070062"
"Klk6"	"GO:0004252;GO:0005576;GO:0005615;GO:0005654;GO:0005737;GO:0008233;GO:0010975;GO:0015630;GO:0016485;GO:0031965;GO:0045171;GO:0045745;GO:0070997"
"Klk7"	"GO:0002803;GO:0004252;GO:0005576;GO:0005615;GO:0006508;GO:0008233;GO:0008236;GO:0016787;GO:0097209"
"Klk8"	"GO:0004252;GO:0005576;GO:0005615;GO:0005737;GO:0006508;GO:0007613;GO:0008219;GO:0008233;GO:0008236;GO:0009611;GO:0016787;GO:0031642;GO:0043616;GO:0048681;GO:0048812;GO:0050807;GO:0050808"
"Klk9"	"GO:0003674;GO:0005575;GO:0008150"
"Klkb1"	"GO:0004252;GO:0005576;GO:0005615;GO:0006508;GO:0006954;GO:0007596;GO:0007599;GO:0008233;GO:0008236;GO:0016787;GO:0031639;GO:0042730;GO:0051919;GO:0070062"
"Klra2"	"GO:0005886;GO:0007155;GO:0016020;GO:0016021;GO:0030246"
"Klrb1a"	"GO:0005886;GO:0008150;GO:0016020;GO:0016021;GO:0030246"
"Klrb1c"	"GO:0004872;GO:0005886;GO:0005887;GO:0009897;GO:0016020;GO:0016021;GO:0030101;GO:0030246;GO:0042803;GO:0045954"
"Klrb1f"	"GO:0004872;GO:0005515;GO:0005886;GO:0008150;GO:0009986;GO:0016020;GO:0016021;GO:0030246"
"Klre1"	"GO:0002223;GO:0002859;GO:0004888;GO:0005887;GO:0009897;GO:0009986;GO:0019903;GO:0030101;GO:0032729;GO:0042803;GO:0045954;GO:0046983"
"Klrk1"	"GO:0002223;GO:0002250;GO:0002376;GO:0002860;GO:0005515;GO:0005886;GO:0009897;GO:0009986;GO:0016020;GO:0016021;GO:0019900;GO:0030101;GO:0030154;GO:0030246;GO:0030887;GO:0032394;GO:0032729;GO:0042288;GO:0042803;GO:0043065;GO:0045087;GO:0045429;GO:0045954;GO:0050830;GO:0071222"
"Kmo"	"GO:0004497;GO:0004502;GO:0005739;GO:0005741;GO:0005743;GO:0006569;GO:0009651;GO:0016020;GO:0016021;GO:0016174;GO:0016491;GO:0019363;GO:0019441;GO:0019674;GO:0019805;GO:0044550;GO:0050660;GO:0055114;GO:0070062;GO:0070189;GO:0071949"
"Kmt2a"	"GO:0001046;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006306;GO:0006351;GO:0006355;GO:0006461;GO:0008168;GO:0008270;GO:0008285;GO:0008542;GO:0009416;GO:0009791;GO:0009952;GO:0010468;GO:0016569;GO:0016740;GO:0018024;GO:0018026;GO:0032259;GO:0032411;GO:0032922;GO:0035097;GO:0035162;GO:0035640;GO:0042800;GO:0042802;GO:0042803;GO:0043984;GO:0044212;GO:0044648;GO:0045322;GO:0045893;GO:0045944;GO:0046872;GO:0048172;GO:0048511;GO:0048536;GO:0048873;GO:0050890;GO:0051568;GO:0051569;GO:0051571;GO:0060216;GO:0070577;GO:0071339;GO:0071440;GO:0080182;GO:1901674;GO:2000615;GO:2001040"
