"Kcnj6"	"GO:0001965;GO:0005242;GO:0005244;GO:0005737;GO:0005794;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0009986;GO:0010107;GO:0015467;GO:0016020;GO:0016021;GO:0030424;GO:0030425;GO:0032809;GO:0034765;GO:0042403"
"Kcnj8"	"GO:0005242;GO:0005244;GO:0005524;GO:0005739;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0007507;GO:0008282;GO:0009268;GO:0010107;GO:0015272;GO:0016020;GO:0016021;GO:0017098;GO:0030016;GO:0032496;GO:0034765;GO:0042311;GO:0042383;GO:0043231;GO:0043330;GO:0051607;GO:0098915;GO:1902282;GO:1990573"
"Kcnj9"	"GO:0005242;GO:0005244;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0010107;GO:0015467;GO:0016020;GO:0016021;GO:0030165;GO:0034765"
"Kcnk1"	"GO:0005242;GO:0005267;GO:0005272;GO:0005515;GO:0005737;GO:0005768;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0016020;GO:0016021;GO:0016324;GO:0022841;GO:0030054;GO:0030322;GO:0031410;GO:0031526;GO:0034705;GO:0035725;GO:0042995;GO:0045202;GO:0060075;GO:0071805;GO:1902937"
"Kcnk10"	"GO:0005267;GO:0005886;GO:0005887;GO:0022841;GO:0030322;GO:0071805"
"Kcnk12"	"GO:0005887;GO:0022841;GO:0030322;GO:0071805"
"Kcnk13"	"GO:0005244;GO:0005267;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0016020;GO:0016021;GO:0022841;GO:0030322;GO:0034765;GO:0071805"
"Kcnk2"	"GO:0005249;GO:0005267;GO:0005515;GO:0005634;GO:0005783;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0007186;GO:0008076;GO:0009986;GO:0010942;GO:0015271;GO:0016020;GO:0016021;GO:0016324;GO:0019870;GO:0022841;GO:0030322;GO:0030424;GO:0042391;GO:0043005;GO:0043025;GO:0043679;GO:0044305;GO:0060044;GO:0071805;GO:0097449;GO:1900039;GO:2000279"
"Kcnk3"	"GO:0005216;GO:0005252;GO:0005267;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0008022;GO:0016020;GO:0016021;GO:0022841;GO:0030322;GO:0034220;GO:0042493;GO:0042803;GO:0044548;GO:0046982;GO:0051481;GO:0071456;GO:0071805"
"Kcnk4"	"GO:0005244;GO:0005267;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0016020;GO:0016021;GO:0019233;GO:0022841;GO:0030322;GO:0034705;GO:0034765;GO:0050951;GO:0050976;GO:0071260;GO:0071398;GO:0071469;GO:0071502;GO:0071805;GO:0097604;GO:0098782"
"Kcnk6"	"GO:0003073;GO:0003085;GO:0005267;GO:0005887;GO:0022841;GO:0030322;GO:0060075;GO:0071805"
"Kcnk7"	"GO:0005244;GO:0005267;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0016020;GO:0016021;GO:0022841;GO:0030322;GO:0034765;GO:0071805"
"Kcnk9"	"GO:0005249;GO:0005267;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0008021;GO:0016020;GO:0016021;GO:0022841;GO:0030322;GO:0042803;GO:0046982;GO:0071804;GO:0071805"
"Kcnma1"	"GO:0001666;GO:0003779;GO:0005216;GO:0005244;GO:0005249;GO:0005267;GO:0005515;GO:0005737;GO:0005739;GO:0005783;GO:0005886;GO:0005901;GO:0006810;GO:0006811;GO:0006813;GO:0006970;GO:0007268;GO:0007605;GO:0007623;GO:0007628;GO:0008076;GO:0009268;GO:0009897;GO:0015269;GO:0016020;GO:0016021;GO:0016324;GO:0019228;GO:0030007;GO:0030425;GO:0031960;GO:0032344;GO:0032403;GO:0034465;GO:0034765;GO:0042311;GO:0042312;GO:0042391;GO:0042491;GO:0042803;GO:0043025;GO:0043065;GO:0043195;GO:0043234;GO:0043525;GO:0043627;GO:0045211;GO:0045475;GO:0045794;GO:0045909;GO:0046541;GO:0046872;GO:0048469;GO:0048471;GO:0048787;GO:0050885;GO:0051260;GO:0051289;GO:0051592;GO:0055085;GO:0060072;GO:0060073;GO:0060082;GO:0060083;GO:0060087;GO:0070062;GO:0071805;GO:1904348"
"Kcnmb1"	"GO:0005513;GO:0006810;GO:0006811;GO:0006813;GO:0007268;GO:0008076;GO:0015269;GO:0015459;GO:0016020;GO:0016021;GO:0045909;GO:0051592;GO:0071361;GO:1901381;GO:1903413"
"Kcnmb2"	"GO:0001508;GO:0005267;GO:0005513;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0007268;GO:0008076;GO:0015269;GO:0015459;GO:0016020;GO:0016021;GO:0019228;GO:0071805"
"Kcnmb3"	"GO:0001508;GO:0005513;GO:0005887;GO:0006813;GO:0007268;GO:0008076;GO:0015269;GO:0015459;GO:0019228;GO:0071805"
"Kcnmb4"	"GO:0001508;GO:0005267;GO:0005513;GO:0005515;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0007268;GO:0008076;GO:0015269;GO:0015459;GO:0016020;GO:0016021;GO:0019228"
"Kcnn1"	"GO:0005516;GO:0005737;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0015269;GO:0016020;GO:0016021;GO:0016286;GO:0043025;GO:0046982"
"Kcnn2"	"GO:0005216;GO:0005516;GO:0005790;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0015269;GO:0016020;GO:0016021;GO:0016286;GO:0030018;GO:0030315;GO:0042383;GO:0043025;GO:0043197;GO:0048168;GO:0071805;GO:0098914"
"Kcnn3"	"GO:0005516;GO:0005737;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0015269;GO:0016020;GO:0016021;GO:0016286;GO:0030175;GO:0031594;GO:0043005;GO:0043025;GO:0044297;GO:0046982;GO:1903955"
"Kcnn4"	"GO:0002376;GO:0005267;GO:0005516;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0006816;GO:0006820;GO:0006884;GO:0015269;GO:0016020;GO:0016021;GO:0016286;GO:0016323;GO:0016324;GO:0019903;GO:0022894;GO:0030322;GO:0031982;GO:0043025;GO:0045121;GO:0045332;GO:0046541;GO:0050714;GO:0050862;GO:0071435"
"Kcnq1"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005516;GO:0005546;GO:0005737;GO:0005764;GO:0005768;GO:0005769;GO:0005770;GO:0005783;GO:0005886;GO:0005887;GO:0006349;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0008157;GO:0010460;GO:0015271;GO:0016020;GO:0016021;GO:0016323;GO:0016458;GO:0030659;GO:0031410;GO:0034236;GO:0034237;GO:0034702;GO:0034765;GO:0035690;GO:0042383;GO:0042391;GO:0042589;GO:0042803;GO:0044325;GO:0045121;GO:0046676;GO:0048839;GO:0050892;GO:0055085;GO:0060048;GO:0060306;GO:0060307;GO:0060372;GO:0060452;GO:0060453;GO:0060454;GO:0070293;GO:0071320;GO:0071435;GO:0071805;GO:0072347;GO:0072358;GO:0086005;GO:0086008;GO:0086009;GO:0086011;GO:0086013;GO:0086014;GO:0086089;GO:0086091;GO:0097110;GO:0097623;GO:0098914;GO:0098915;GO:1901381;GO:1902260;GO:1902282;GO:1903817"
"Kcnq2"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005516;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0009986;GO:0016020;GO:0016021;GO:0019226;GO:0030506;GO:0033268;GO:0034765;GO:0043194;GO:0043234;GO:0047485;GO:0055085;GO:0060081;GO:0071805"
"Kcnq3"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005516;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0009986;GO:0016020;GO:0016021;GO:0019901;GO:0030425;GO:0031625;GO:0033268;GO:0034220;GO:0034765;GO:0036477;GO:0043005;GO:0043025;GO:0043194;GO:0044325;GO:0045121;GO:0055085;GO:0060081;GO:0071242;GO:0071805"
"Kcnq4"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005737;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0007605;GO:0008076;GO:0016020;GO:0016021;GO:0032227;GO:0034765;GO:0042472;GO:0043005;GO:0055085;GO:0071805"
"Kcnq5"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0016020;GO:0016021;GO:0030118;GO:0034765;GO:0055085;GO:0071805"
"Kcnrg"	"GO:0005783;GO:0042802;GO:0051260;GO:1902260"
"Kcns1"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0015459;GO:0016020;GO:0016021;GO:0034765;GO:0048471;GO:0051260;GO:0055085;GO:0071805;GO:1902259"
"Kcns2"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0016020;GO:0016021;GO:0034765;GO:0048471;GO:0051260;GO:0055085;GO:0071805;GO:1902259"
"Kcns3"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005737;GO:0005794;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0016020;GO:0016021;GO:0034765;GO:0051260;GO:0055085;GO:0071805"
"Kcnt1"	"GO:0005249;GO:0005267;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0015269;GO:0016020;GO:0016021;GO:0071805"
"Kcnt2"	"GO:0005249;GO:0005267;GO:0005886;GO:0006813;GO:0008076;GO:0015269"
"Kcnu1"	"GO:0005216;GO:0005244;GO:0005249;GO:0005267;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0015269;GO:0016020;GO:0016021;GO:0022414;GO:0034765;GO:0050821;GO:0055085;GO:0060072;GO:0071805"
"Kcnv1"	"GO:0005216;GO:0005244;GO:0005249;GO:0005251;GO:0005267;GO:0005886;GO:0006810;GO:0006811;GO:0006813;GO:0008076;GO:0016020;GO:0016021;GO:0034765;GO:0051260;GO:0055085;GO:0071805"
"Kcp"	"GO:0002244;GO:0005515;GO:0005576;GO:0005615;GO:0030513"
"Kctd1"	"GO:0003714;GO:0005634;GO:0006351;GO:0006355;GO:0008134;GO:0042802;GO:0045892;GO:0051260"
"Kctd10"	"GO:0001525;GO:0005112;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006511;GO:0007507;GO:0036038;GO:0045746;GO:0051260"
"Kctd11"	"GO:0003674;GO:0005737;GO:0007049;GO:0007275;GO:0007399;GO:0007406;GO:0030154;GO:0040008;GO:0042127;GO:0045666;GO:0045879;GO:0051260"
"Kctd12"	"GO:0005515;GO:0005886;GO:0008277;GO:0016020;GO:0030054;GO:0042734;GO:0043235;GO:0044822;GO:0045202;GO:0045211;GO:0051260;GO:0070062"
"Kctd12b"	"GO:0003674;GO:0008277;GO:0043235"
"Kctd13"	"GO:0004842;GO:0005634;GO:0005654;GO:0006260;GO:0016477;GO:0016567;GO:0017049;GO:0019904;GO:0031463;GO:0035024;GO:0042802;GO:0043149;GO:0043161;GO:0045740;GO:0051260"
"Kctd14"	"GO:0003674;GO:0005575;GO:0008150"
"Kctd15"	"GO:0003674;GO:0005575;GO:0007275;GO:0008150;GO:0051260"
"Kctd16"	"GO:0003674;GO:0005886;GO:0008277;GO:0016020;GO:0030054;GO:0042734;GO:0043235;GO:0045202;GO:0045211;GO:0051260"
"Kctd17"	"GO:0005737;GO:0031463;GO:0032403;GO:0032469;GO:0042802;GO:0043161;GO:0045724;GO:0097602"
"Kctd18"	"GO:0003674;GO:0005575;GO:0008150"
"Kctd2"	"GO:0005737;GO:0031463;GO:0032403;GO:0043161;GO:0051260;GO:0097602"
"Kctd20"	"GO:0005515;GO:0005737;GO:0042327;GO:0042802"
"Kctd21"	"GO:0003674;GO:0005575;GO:0008150;GO:0051260"
"Kctd3"	"GO:0003674;GO:0005575;GO:0008150;GO:0051260"
"Kctd4"	"GO:0003674;GO:0005575;GO:0008150;GO:0051260"
"Kctd5"	"GO:0005737;GO:0005829;GO:0031463;GO:0032403;GO:0043161;GO:0051260;GO:0097602"
"Kctd6"	"GO:0005575;GO:0030506;GO:0042802;GO:0051260"
"Kctd7"	"GO:0003674;GO:0005575;GO:0005737;GO:0005886;GO:0008150;GO:0016020;GO:0051260"
"Kctd8"	"GO:0003674;GO:0005886;GO:0008277;GO:0016020;GO:0030054;GO:0043235;GO:0045202;GO:0045211;GO:0051260"
"Kctd9"	"GO:0005737;GO:0008150;GO:0042802;GO:0043621;GO:0051260;GO:0097602"
"Kdelc1"	"GO:0005783;GO:0005788;GO:0006664;GO:0046527"
"Kdelc2"	"GO:0005788;GO:0006664;GO:0046527"
"Kdelr1"	"GO:0002369;GO:0003674;GO:0005783;GO:0005793;GO:0005794;GO:0005801;GO:0006621;GO:0006810;GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0030217;GO:0031410;GO:0046923;GO:0070231"
"Kdelr2"	"GO:0003674;GO:0005783;GO:0005801;GO:0006621;GO:0006810;GO:0008150;GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0046923;GO:0070062"
"Kdelr3"	"GO:0003674;GO:0005575;GO:0005783;GO:0006621;GO:0006810;GO:0008150;GO:0015031;GO:0016020;GO:0016021;GO:0016192;GO:0046923"
"Kdm1a"	"GO:0000122;GO:0000784;GO:0000790;GO:0001085;GO:0001701;GO:0002039;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005667;GO:0006351;GO:0006355;GO:0006357;GO:0006482;GO:0007275;GO:0008134;GO:0008283;GO:0010569;GO:0010725;GO:0010976;GO:0016491;GO:0016569;GO:0019899;GO:0021983;GO:0030374;GO:0030851;GO:0032091;GO:0032451;GO:0032452;GO:0032453;GO:0032454;GO:0033169;GO:0033184;GO:0034644;GO:0034648;GO:0034720;GO:0035563;GO:0042162;GO:0043234;GO:0043426;GO:0043433;GO:0043518;GO:0044212;GO:0045648;GO:0045654;GO:0045793;GO:0045892;GO:0045944;GO:0046098;GO:0046886;GO:0050660;GO:0050681;GO:0050767;GO:0050768;GO:0051091;GO:0051572;GO:0051573;GO:0055001;GO:0055114;GO:0061752;GO:0071480;GO:1902166;GO:1903758;GO:1903827;GO:1990138;GO:1990391;GO:2000179;GO:2000648"
"Kdm1b"	"GO:0003677;GO:0005634;GO:0006349;GO:0006351;GO:0006355;GO:0007275;GO:0008270;GO:0016491;GO:0016569;GO:0034647;GO:0034648;GO:0034649;GO:0034720;GO:0043046;GO:0044030;GO:0046872;GO:0050660;GO:0055114"
"Kdm2a"	"GO:0000790;GO:0001701;GO:0001843;GO:0001947;GO:0003677;GO:0005634;GO:0005730;GO:0006303;GO:0006351;GO:0006355;GO:0008270;GO:0010628;GO:0010629;GO:0016491;GO:0016569;GO:0030182;GO:0033184;GO:0035264;GO:0043066;GO:0045322;GO:0046872;GO:0051213;GO:0051864;GO:0055114;GO:0060563;GO:0070544"
"Kdm2b"	"GO:0000122;GO:0000979;GO:0003677;GO:0003723;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0007283;GO:0008270;GO:0016491;GO:0016569;GO:0019843;GO:0021555;GO:0021592;GO:0021670;GO:0021678;GO:0021993;GO:0030307;GO:0030900;GO:0030901;GO:0030902;GO:0031519;GO:0032452;GO:0035518;GO:0043524;GO:0046872;GO:0048596;GO:0051213;GO:0051864;GO:0055114;GO:0070544;GO:1902459;GO:2000178"
"Kdm3a"	"GO:0000785;GO:0000976;GO:0001047;GO:0003700;GO:0005506;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006351;GO:0006355;GO:0007283;GO:0007290;GO:0009755;GO:0010468;GO:0010628;GO:0016020;GO:0016491;GO:0016569;GO:0030154;GO:0030521;GO:0031490;GO:0032454;GO:0033169;GO:0036123;GO:0045893;GO:0045944;GO:0046293;GO:0046872;GO:0050681;GO:0051213;GO:0051573;GO:0055114;GO:2000036;GO:2000736"
"Kdm3b"	"GO:0000785;GO:0000976;GO:0005634;GO:0006351;GO:0006355;GO:0016209;GO:0016491;GO:0016569;GO:0031490;GO:0032454;GO:0033169;GO:0046872;GO:0051213;GO:0055114;GO:0072718"
"Kdm4a"	"GO:0005634;GO:0005721;GO:0005730;GO:0005737;GO:0006351;GO:0006355;GO:0008270;GO:0010507;GO:0010628;GO:0010629;GO:0014898;GO:0016491;GO:0016569;GO:0016577;GO:0031625;GO:0032452;GO:0035064;GO:0045666;GO:0045892;GO:0046872;GO:0048712;GO:0051213;GO:0051864;GO:0055114;GO:0060548;GO:1900113"
"Kdm4b"	"GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0008270;GO:0016491;GO:0016569;GO:0031618;GO:0032452;GO:0032454;GO:0033169;GO:0046872;GO:0051213;GO:0055114;GO:0070544;GO:1900113"
"Kdm4c"	"GO:0000790;GO:0001825;GO:0003682;GO:0005634;GO:0005721;GO:0006351;GO:0006355;GO:0006357;GO:0008270;GO:0008284;GO:0010468;GO:0010628;GO:0016491;GO:0016569;GO:0019899;GO:0032452;GO:0032454;GO:0033169;GO:0045666;GO:0046872;GO:0050681;GO:0051213;GO:0055114;GO:1900113;GO:2000036;GO:2000736"
"Kdm4d"	"GO:0000724;GO:0001932;GO:0003684;GO:0005634;GO:0005721;GO:0006351;GO:0006355;GO:0006974;GO:0016491;GO:0016569;GO:0031490;GO:0032452;GO:0032454;GO:0033169;GO:0035563;GO:0035861;GO:0046872;GO:0051213;GO:0055114;GO:0071479;GO:0072562;GO:1900113;GO:2001034"
"Kdm5a"	"GO:0000122;GO:0003677;GO:0003682;GO:0003713;GO:0005515;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0007275;GO:0008270;GO:0016491;GO:0016569;GO:0016706;GO:0019907;GO:0031490;GO:0032922;GO:0032993;GO:0034720;GO:0045893;GO:0046872;GO:0048511;GO:0051213;GO:0055114;GO:1901726"
"Kdm5b"	"GO:0003677;GO:0003714;GO:0005515;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0007338;GO:0008270;GO:0009791;GO:0010628;GO:0016491;GO:0016569;GO:0016706;GO:0032453;GO:0033601;GO:0034647;GO:0034648;GO:0034720;GO:0042752;GO:0045892;GO:0046872;GO:0048511;GO:0051213;GO:0055114;GO:0060444;GO:0060763;GO:0061038;GO:2000864"
"Kdm5c"	"GO:0000122;GO:0001085;GO:0003677;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0008270;GO:0016491;GO:0016569;GO:0016706;GO:0032453;GO:0034720;GO:0042752;GO:0042802;GO:0045892;GO:0046872;GO:0048511;GO:0051213;GO:0055114"
"Kdm5d"	"GO:0002457;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0008270;GO:0016491;GO:0016569;GO:0016706;GO:0032453;GO:0034720;GO:0046872;GO:0050681;GO:0051213;GO:0055114;GO:0060765"
"Kdm6a"	"GO:0000978;GO:0001701;GO:0001843;GO:0003007;GO:0003016;GO:0003682;GO:0005515;GO:0005634;GO:0007507;GO:0010468;GO:0010628;GO:0016491;GO:0016569;GO:0021915;GO:0031490;GO:0032525;GO:0035097;GO:0035264;GO:0042802;GO:0044666;GO:0046872;GO:0048333;GO:0048568;GO:0048570;GO:0051213;GO:0055114;GO:0060070;GO:0071557;GO:0071558;GO:0072358"
"Kdm6b"	"GO:0003682;GO:0005634;GO:0006954;GO:0008013;GO:0010468;GO:0016491;GO:0016569;GO:0016577;GO:0021766;GO:0043565;GO:0045165;GO:0045446;GO:0045944;GO:0046872;GO:0048333;GO:0051213;GO:0055007;GO:0055114;GO:0070301;GO:0071557;GO:0071558"
"Kdm7a"	"GO:0005506;GO:0005634;GO:0005654;GO:0005730;GO:0006351;GO:0006355;GO:0007399;GO:0008270;GO:0016491;GO:0016569;GO:0016706;GO:0032454;GO:0033169;GO:0035064;GO:0035574;GO:0035575;GO:0045893;GO:0046872;GO:0051213;GO:0051864;GO:0055114;GO:0070544;GO:0071557;GO:0071558"
"Kdm8"	"GO:0000086;GO:0003682;GO:0005634;GO:0006351;GO:0006355;GO:0007049;GO:0016491;GO:0016569;GO:0045893;GO:0046872;GO:0051213;GO:0051864;GO:0055114;GO:0070544"
"Kdr"	"GO:0000166;GO:0001525;GO:0001541;GO:0001570;GO:0001666;GO:0001934;GO:0001936;GO:0001938;GO:0001945;GO:0002042;GO:0002053;GO:0003157;GO:0003158;GO:0003416;GO:0004672;GO:0004713;GO:0004714;GO:0005021;GO:0005178;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005768;GO:0005769;GO:0005783;GO:0005794;GO:0005886;GO:0005887;GO:0006468;GO:0007169;GO:0007204;GO:0007275;GO:0008284;GO:0008360;GO:0008584;GO:0009897;GO:0009986;GO:0010595;GO:0014068;GO:0016020;GO:0016021;GO:0016239;GO:0016301;GO:0016310;GO:0016477;GO:0016740;GO:0018108;GO:0019838;GO:0030054;GO:0030097;GO:0030154;GO:0030324;GO:0030335;GO:0030513;GO:0030949;GO:0031410;GO:0032008;GO:0035162;GO:0035584;GO:0035924;GO:0038033;GO:0038083;GO:0038085;GO:0042493;GO:0043005;GO:0043025;GO:0043066;GO:0043129;GO:0043410;GO:0043524;GO:0045121;GO:0045165;GO:0045446;GO:0045601;GO:0045766;GO:0045909;GO:0046777;GO:0048010;GO:0048170;GO:0048286;GO:0048469;GO:0048597;GO:0048754;GO:0048812;GO:0050679;GO:0050850;GO:0050927;GO:0051770;GO:0051894;GO:0051901;GO:0055074;GO:0060837;GO:0070374;GO:0071944;GO:0090141;GO:0097443;GO:1901532;GO:1903010;GO:2000352;GO:2001214"
"Kdsr"	"GO:0005783;GO:0006629;GO:0006665;GO:0006666;GO:0016020;GO:0016021;GO:0016491;GO:0030148;GO:0047560;GO:0055114"
"Keap1"	"GO:0001701;GO:0004842;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005783;GO:0005815;GO:0005884;GO:0005913;GO:0005925;GO:0006351;GO:0006355;GO:0008134;GO:0010499;GO:0010629;GO:0016567;GO:0030496;GO:0031463;GO:0042787;GO:0042994;GO:0043161;GO:0043433;GO:0045604;GO:0051259;GO:0071353"
"Kel"	"GO:0004175;GO:0004222;GO:0005886;GO:0006508;GO:0006874;GO:0008233;GO:0008237;GO:0008361;GO:0010961;GO:0016020;GO:0016021;GO:0016787;GO:0031133;GO:0042552;GO:0046872;GO:0048741;GO:1901380"
"Khdc3"	"GO:0003723;GO:0005515;GO:0005737;GO:0005938;GO:0006468;GO:0007049;GO:0007094;GO:0007275;GO:0043234;GO:0045179;GO:0090307"
"Khdrbs1"	"GO:0003676;GO:0003723;GO:0005070;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006351;GO:0006355;GO:0006397;GO:0007049;GO:0007166;GO:0008143;GO:0008266;GO:0016020;GO:0017124;GO:0032403;GO:0042802;GO:0044822;GO:0045892;GO:0045948;GO:0046831;GO:0046833;GO:0048024;GO:0070618"
"Khdrbs2"	"GO:0003676;GO:0003723;GO:0005070;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0006397;GO:0008143;GO:0008266;GO:0017124;GO:0042169;GO:0042802;GO:0046982;GO:0048024"
"Khdrbs3"	"GO:0003676;GO:0003723;GO:0003727;GO:0005634;GO:0005654;GO:0006351;GO:0006355;GO:0006397;GO:0017124;GO:0033120;GO:0044822;GO:0048024"
"Khk"	"GO:0000166;GO:0004454;GO:0005524;GO:0005634;GO:0005737;GO:0005975;GO:0006000;GO:0009744;GO:0009749;GO:0010043;GO:0016301;GO:0016310;GO:0016740;GO:0032868;GO:0061624;GO:0061625;GO:0070062;GO:0070873"
"Khnyn"	"GO:0003674;GO:0005575;GO:0008150"
"Khsrp"	"GO:0003676;GO:0003677;GO:0003723;GO:0003729;GO:0003730;GO:0005634;GO:0005654;GO:0005737;GO:0006351;GO:0006355;GO:0006397;GO:0006402;GO:0006810;GO:0008380;GO:0010494;GO:0016020;GO:0030425;GO:0035925;GO:0043025;GO:0043488;GO:0044822;GO:0045019;GO:0051028;GO:0061014;GO:0061158;GO:0071345;GO:2000628"
"Kidins220"	"GO:0001701;GO:0005770;GO:0010976;GO:0016020;GO:0019887;GO:0019901;GO:0030165;GO:0038180;GO:0043234;GO:0045859;GO:0048813;GO:1990090"
"Kif11"	"GO:0000166;GO:0000922;GO:0003777;GO:0005524;GO:0005737;GO:0005819;GO:0005856;GO:0005871;GO:0005874;GO:0005876;GO:0007018;GO:0007049;GO:0007051;GO:0007059;GO:0007067;GO:0007100;GO:0008017;GO:0008574;GO:0016020;GO:0019901;GO:0032403;GO:0046602;GO:0051225;GO:0051301;GO:0072686;GO:0090307"
"Kif13a"	"GO:0000166;GO:0000910;GO:0003777;GO:0005515;GO:0005524;GO:0005622;GO:0005623;GO:0005737;GO:0005768;GO:0005794;GO:0005813;GO:0005856;GO:0005871;GO:0005874;GO:0006810;GO:0006886;GO:0007018;GO:0007049;GO:0008017;GO:0008333;GO:0010008;GO:0015031;GO:0016020;GO:0016887;GO:0030496;GO:0032438;GO:0032588;GO:0035459;GO:0043001;GO:0051301;GO:0072383"
"Kif13b"	"GO:0003777;GO:0005737;GO:0005829;GO:0005871;GO:0005902;GO:0007018;GO:0016887;GO:0019901;GO:0030424;GO:0030705;GO:0033270;GO:0050770;GO:0071889"
"Kif14"	"GO:0000166;GO:0001558;GO:0003777;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0005886;GO:0007018;GO:0007019;GO:0007080;GO:0008017;GO:0008284;GO:0008574;GO:0010389;GO:0015631;GO:0016020;GO:0016887;GO:0019901;GO:0021685;GO:0021693;GO:0021695;GO:0021766;GO:0021772;GO:0021846;GO:0021987;GO:0030155;GO:0030165;GO:0030334;GO:0030496;GO:0030705;GO:0031146;GO:0031641;GO:0032147;GO:0032467;GO:0032487;GO:0033624;GO:0034446;GO:0043066;GO:0043161;GO:0043523;GO:0043524;GO:0045184;GO:0051233;GO:0051301;GO:1903047;GO:1903429;GO:2000045"
"Kif15"	"GO:0000166;GO:0003777;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0007018;GO:0008017;GO:0016020;GO:0016887"
"Kif16b"	"GO:0000166;GO:0001704;GO:0001919;GO:0003777;GO:0005524;GO:0005547;GO:0005737;GO:0005768;GO:0005769;GO:0005856;GO:0005871;GO:0005874;GO:0006810;GO:0006895;GO:0007018;GO:0007173;GO:0007492;GO:0008017;GO:0008289;GO:0008543;GO:0008574;GO:0016020;GO:0016887;GO:0017137;GO:0030705;GO:0032266;GO:0032801;GO:0035091;GO:0043325;GO:0045022;GO:0080025"
"Kif17"	"GO:0000166;GO:0003777;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005871;GO:0005874;GO:0005929;GO:0005930;GO:0006810;GO:0007017;GO:0007018;GO:0008017;GO:0008574;GO:0015031;GO:0015630;GO:0016192;GO:0022008;GO:0030030;GO:0030992;GO:0031503;GO:0032391;GO:0036064;GO:0042073;GO:0042995;GO:1990075"
