"gene","lfc","padj","tissue","comparison"
"Cyp20a1",2.45378871819343,0.0866361920078099,"DG","home.cage-standard.yoked"
"Cyp2d22",-4.27130867764747,0.0405630946926225,"DG","home.cage-standard.yoked"
"Cyp4f13",-4.94604679061466,0.0216582645013504,"DG","home.cage-standard.yoked"
"Cyth4",2.29097452547634,0.00459590947346164,"DG","home.cage-standard.yoked"
"D130043K22Rik",-1.35273238966165,0.0895249985721839,"DG","home.cage-standard.yoked"
"D16Ertd472e",-4.37877153384288,0.0491556120280226,"DG","home.cage-standard.yoked"
"D630045J12Rik",1.80473826126571,0.0244466407545872,"DG","home.cage-standard.yoked"
"Dab2ip",2.88890602777028,0.000236234763094319,"DG","home.cage-standard.yoked"
"Dbp",-1.35965266669193,0.0895249985721839,"DG","home.cage-standard.yoked"
"Dbt",3.01200012791416,0.00343386063069936,"DG","home.cage-standard.yoked"
"Dcaf15",2.71775167380643,0.00450408083260402,"DG","home.cage-standard.yoked"
"Dchs1",-2.68036932982461,0.0903351701264358,"DG","home.cage-standard.yoked"
"Dclk2",1.03666309255689,0.0872383854526515,"DG","home.cage-standard.yoked"
"Dclre1c",1.86869714179139,0.0909033024498023,"DG","home.cage-standard.yoked"
"Dctn6",2.10168875906191,0.0157480143060205,"DG","home.cage-standard.yoked"
"Dda1",1.60585075653152,0.0827828020090837,"DG","home.cage-standard.yoked"
"Ddb1",1.45922348160267,0.0236299442303557,"DG","home.cage-standard.yoked"
"Ddrgk1",1.52966696662015,0.0827828020090837,"DG","home.cage-standard.yoked"
"Ddx54",2.53247134724876,0.00178226920686735,"DG","home.cage-standard.yoked"
"Def8",1.39803004928545,0.0851000250442947,"DG","home.cage-standard.yoked"
"Dennd1a",2.59332053961396,0.000906791001929968,"DG","home.cage-standard.yoked"
"Det1",2.99558507208372,0.0907783181462496,"DG","home.cage-standard.yoked"
"Dfna5",1.8256341420544,0.0593420081652335,"DG","home.cage-standard.yoked"
"Dgkq",2.63714042967206,0.00156076328979684,"DG","home.cage-standard.yoked"
"Dhcr7",-2.13331448937102,0.0576507452269872,"DG","home.cage-standard.yoked"
"Dhx33",-1.43348274329853,0.0435527335305121,"DG","home.cage-standard.yoked"
"Dhx40",1.63255353077334,0.0394197072954851,"DG","home.cage-standard.yoked"
"Diaph1",1.26511335537666,0.0731295272287469,"DG","home.cage-standard.yoked"
"Dicer1",2.09879370016983,0.00503076212642243,"DG","home.cage-standard.yoked"
"Disp2",1.40721135988795,0.0279529353611961,"DG","home.cage-standard.yoked"
"Dll1",-4.53293281067389,0.0288575084732832,"DG","home.cage-standard.yoked"
"Dll3",-4.97986342259369,0.0374841348120154,"DG","home.cage-standard.yoked"
"Dlx1",5.42767528331269,0.0462757024509707,"DG","home.cage-standard.yoked"
"Dmd",1.96477762964214,0.0196644265171796,"DG","home.cage-standard.yoked"
"Dmtn",0.791419527450022,0.059201053441406,"DG","home.cage-standard.yoked"
"Dnaja2",1.09814825494717,0.0900711706852627,"DG","home.cage-standard.yoked"
"Dnajb5",1.12661221080588,0.0334260265299168,"DG","home.cage-standard.yoked"
"Dnajc3",2.15768797959631,0.0184407316464227,"DG","home.cage-standard.yoked"
"Dnhd1",4.01251481245899,0.0152750192348461,"DG","home.cage-standard.yoked"
"Dock1",-3.88927807988138,0.0733026369432611,"DG","home.cage-standard.yoked"
"Dock9",1.63061853890613,0.00882344665389545,"DG","home.cage-standard.yoked"
"Dolk",4.66660099577673,0.012311922793234,"DG","home.cage-standard.yoked"
"Dph5",3.11460925703508,0.0160279330947967,"DG","home.cage-standard.yoked"
"Dpp7",2.20423876915526,0.0591439990286859,"DG","home.cage-standard.yoked"
"Drc1",2.60031883113239,0.0392488233891897,"DG","home.cage-standard.yoked"
"Drosha",1.43563291618072,0.0941002228503192,"DG","home.cage-standard.yoked"
"Dsg2",2.69547810032685,0.0176305046937984,"DG","home.cage-standard.yoked"
"Dus3l",2.58088937049356,0.00140700442943088,"DG","home.cage-standard.yoked"
"Dusp4",2.46610502437872,0.0521525138564217,"DG","home.cage-standard.yoked"
"Duxbl1",5.25180709806112,0.024353510802217,"DG","home.cage-standard.yoked"
"Dvl3",1.48640064040911,0.077257750486445,"DG","home.cage-standard.yoked"
"Dzip3",1.77645260390529,0.0151751985969893,"DG","home.cage-standard.yoked"
"Echdc1",-3.44307708410654,0.03578475486804,"DG","home.cage-standard.yoked"
"Ecm1",-5.60674904012391,0.00869597093562861,"DG","home.cage-standard.yoked"
"Ecm2",-4.27412968118867,0.0573040591325299,"DG","home.cage-standard.yoked"
"Edem2",2.01258403369804,0.0835361805753302,"DG","home.cage-standard.yoked"
"Eepd1",2.6471272915136,0.00723820814878917,"DG","home.cage-standard.yoked"
"Efnb2",5.40284754555379,0.000120736110752156,"DG","home.cage-standard.yoked"
"Egr1",1.54553708313183,0.0320611822127478,"DG","home.cage-standard.yoked"
"Egr4",2.43724308388886,0.0211643745876959,"DG","home.cage-standard.yoked"
"Ehbp1l1",2.06599219211848,0.0327493480867975,"DG","home.cage-standard.yoked"
"Ehd4",3.00991403311544,0.0575326311589869,"DG","home.cage-standard.yoked"
"Ehmt2",1.00080387914242,0.0344555864252576,"DG","home.cage-standard.yoked"
"Eif2a",2.18731568062428,0.0188993643796348,"DG","home.cage-standard.yoked"
"Eif2ak2",1.79885621117813,0.0621257170416472,"DG","home.cage-standard.yoked"
"Eif2ak3",2.73860550939834,0.00633283483717205,"DG","home.cage-standard.yoked"
"Eif2d",2.35753805547635,0.0137004616858716,"DG","home.cage-standard.yoked"
"Eif3i",1.82579544387785,0.063587329511055,"DG","home.cage-standard.yoked"
"Eif3j2",-4.13883704002073,0.0983066660167198,"DG","home.cage-standard.yoked"
"Eif3k",1.77231140523462,0.0405630946926225,"DG","home.cage-standard.yoked"
"Eif4a1",0.965144544330349,0.0768880866795529,"DG","home.cage-standard.yoked"
"Eif4a3",1.81570267340724,0.0209584128878457,"DG","home.cage-standard.yoked"
"Eif4ebp1",-4.55978012105974,0.0328842329655679,"DG","home.cage-standard.yoked"
"Eif5",1.6912751604472,0.00312811727168032,"DG","home.cage-standard.yoked"
"Elavl1",1.31122054557284,0.0106931390261495,"DG","home.cage-standard.yoked"
"Elk3",4.69860393203913,3.30209606420736e-05,"DG","home.cage-standard.yoked"
"Elmod3",2.03206850737966,0.0521525138564217,"DG","home.cage-standard.yoked"
"Elp6",4.86424684012686,4.97835407494156e-05,"DG","home.cage-standard.yoked"
"Emd",2.58412712568995,0.0144418763583166,"DG","home.cage-standard.yoked"
"Endod1",-2.7692165147105,0.0275828378119499,"DG","home.cage-standard.yoked"
"Endov",1.88983656683093,0.0144418763583166,"DG","home.cage-standard.yoked"
"Eng",-4.07697436777807,0.0606552178131533,"DG","home.cage-standard.yoked"
"Enpp4",-2.40477769436146,0.041677916263642,"DG","home.cage-standard.yoked"
"Enpp5",1.28279231628916,0.0475988035398161,"DG","home.cage-standard.yoked"
"Ensa",0.886309764469325,0.0771656892038649,"DG","home.cage-standard.yoked"
"Entpd1",3.09085907849855,0.0437427936027412,"DG","home.cage-standard.yoked"
"Entpd7",2.07987489957384,0.074053134868573,"DG","home.cage-standard.yoked"
"Ephb6",2.73486971851072,0.000709336943222741,"DG","home.cage-standard.yoked"
"Eps15l1",1.55017214868545,0.0668244808193976,"DG","home.cage-standard.yoked"
"Ercc3",-2.08910803671217,0.0943543817603408,"DG","home.cage-standard.yoked"
"Erf",1.99844953387287,0.00234526463388724,"DG","home.cage-standard.yoked"
"Ergic3",1.6716536730143,0.0349637665532723,"DG","home.cage-standard.yoked"
"Errfi1",1.77923288146474,0.0317350207414468,"DG","home.cage-standard.yoked"
"Espn",4.06451174942277,0.00124985206903942,"DG","home.cage-standard.yoked"
"Esyt2",2.43512027418105,0.00690595625165681,"DG","home.cage-standard.yoked"
"Etfa",-2.22027130957759,0.098672580520839,"DG","home.cage-standard.yoked"
"Etv6",-4.78237251450894,0.0166555769999958,"DG","home.cage-standard.yoked"
"Exosc5",4.7746687842318,0.000164368459992013,"DG","home.cage-standard.yoked"
"Ext1",3.38811305438757,0.00283017132919572,"DG","home.cage-standard.yoked"
"Ezh2",-4.42029554413351,0.0476471214814257,"DG","home.cage-standard.yoked"
"F3",4.34500869187538,0.00145363306079645,"DG","home.cage-standard.yoked"
"Faap20",3.09305549468744,0.00142447083976195,"DG","home.cage-standard.yoked"
"Faf1",-1.86044099602789,0.0499908860984243,"DG","home.cage-standard.yoked"
"Faim",-3.21179852901293,0.031205460757735,"DG","home.cage-standard.yoked"
"Fam107b",2.00751478681946,0.028295635045289,"DG","home.cage-standard.yoked"
"Fam109a",2.72563132194448,0.0183233377251393,"DG","home.cage-standard.yoked"
"Fam110b",2.38066027595598,0.0243895235534115,"DG","home.cage-standard.yoked"
"Fam117a",4.15292572306233,0.000801213542027378,"DG","home.cage-standard.yoked"
"Fam133b",1.86012871494723,0.00614841412443033,"DG","home.cage-standard.yoked"
"Fam134b",-2.02583889582193,0.0593526692595137,"DG","home.cage-standard.yoked"
"Fam161a",3.71644280164744,0.0154635490910948,"DG","home.cage-standard.yoked"
"Fam169a",1.40425135768357,0.037366426965865,"DG","home.cage-standard.yoked"
"Fam173a",1.74218342421308,0.0551895150303521,"DG","home.cage-standard.yoked"
"Fam185a",2.82266086880762,0.00457960313310403,"DG","home.cage-standard.yoked"
"Fam189b",1.96609729671859,0.0129284470956005,"DG","home.cage-standard.yoked"
"Fam19a1",3.37362857963579,0.00142061138239881,"DG","home.cage-standard.yoked"
"Fam205a4",-4.71859553517665,0.0236299442303557,"DG","home.cage-standard.yoked"
"Fam212b",-1.73586988822395,0.0505183888744419,"DG","home.cage-standard.yoked"
"Fam234a",4.26728586917831,0.000712076392006853,"DG","home.cage-standard.yoked"
"Fam53a",1.98433962144564,0.0118468381343156,"DG","home.cage-standard.yoked"
"Fam53b",1.73800187604423,0.0474534762758084,"DG","home.cage-standard.yoked"
"Fanci",2.88044143374683,0.0406768246564944,"DG","home.cage-standard.yoked"
"Farp2",-3.94968474589228,0.077257750486445,"DG","home.cage-standard.yoked"
"Farsa",2.1652943492274,0.00848833502714622,"DG","home.cage-standard.yoked"
"Fbxl18",1.47342557194311,0.0449059795735999,"DG","home.cage-standard.yoked"
"Fbxo31",1.06851797561651,0.0908662292695994,"DG","home.cage-standard.yoked"
"Fbxo33",2.95927751246308,0.0170972450892108,"DG","home.cage-standard.yoked"
"Fbxo8",-2.79580187127238,0.0533032883813931,"DG","home.cage-standard.yoked"
"Fbxw2",1.57760432884574,0.0681998214584081,"DG","home.cage-standard.yoked"
"Fdft1",2.65484386910715,0.0025515909270758,"DG","home.cage-standard.yoked"
"Fez1",0.968162709696875,0.0607090055426688,"DG","home.cage-standard.yoked"
"Fgd1",2.0890426479871,0.0317350207414468,"DG","home.cage-standard.yoked"
"Filip1l",8.22007033717951,0.00607674743544776,"DG","home.cage-standard.yoked"
"Fis1",1.77048023983571,0.0317350207414468,"DG","home.cage-standard.yoked"
"Fiz1",-2.92351118484094,0.030443566809223,"DG","home.cage-standard.yoked"
"Fkbp14",3.90239722462825,0.0052075411669636,"DG","home.cage-standard.yoked"
"Fktn",1.71434879746803,0.0465524900850437,"DG","home.cage-standard.yoked"
"Fmn2",2.41095168275767,0.00227346741819683,"DG","home.cage-standard.yoked"
"Fndc1",-4.66458024015904,0.0224189374015656,"DG","home.cage-standard.yoked"
"Fndc8",3.2081703459998,0.079155223548124,"DG","home.cage-standard.yoked"
"Fosb",2.66716980685533,0.0491747356622185,"DG","home.cage-standard.yoked"
"Fosl2",2.4833125251124,0.0380982684575948,"DG","home.cage-standard.yoked"
"Foxo1",1.74790890622123,0.00401987344921453,"DG","home.cage-standard.yoked"
"Foxo4",-2.23273520199946,0.0810547017133999,"DG","home.cage-standard.yoked"
"Foxp2",4.92949814136605,0.000685670059255202,"DG","home.cage-standard.yoked"
"Frk",6.84720473809001,0.00390218634989319,"DG","home.cage-standard.yoked"
"Frmd4b",2.38478717140168,0.0111985155492658,"DG","home.cage-standard.yoked"
"Fryl",2.75248049532225,0.00108096203588628,"DG","home.cage-standard.yoked"
"Fth1",0.977312141098533,0.0473157578337425,"DG","home.cage-standard.yoked"
"Ftsj3",2.65972930951825,0.00216015212475313,"DG","home.cage-standard.yoked"
"Fyttd1",2.05289053199784,0.0137865393349566,"DG","home.cage-standard.yoked"
"Fzd5",5.76025101783886,1.29817691236951e-06,"DG","home.cage-standard.yoked"
"Gabpb2",1.9560307628907,0.0201279876791273,"DG","home.cage-standard.yoked"
"Gabrd",-1.43393873303259,0.0352046289463104,"DG","home.cage-standard.yoked"
"Gadd45g",2.35482578800592,0.074053134868573,"DG","home.cage-standard.yoked"
"Galc",1.99880047477027,0.0138226904252876,"DG","home.cage-standard.yoked"
"Galntl6",3.49560934755151,0.0496356756241361,"DG","home.cage-standard.yoked"
"Gapdhs",-4.63574449949068,0.0179535198508607,"DG","home.cage-standard.yoked"
"Garnl3",-3.73584150881073,0.0450655873996469,"DG","home.cage-standard.yoked"
"Gart",2.71577309123249,0.00329308409862552,"DG","home.cage-standard.yoked"
"Gas6",2.55034776863194,0.00127722530066715,"DG","home.cage-standard.yoked"
"Gatsl2",1.30161238783025,0.01713143376091,"DG","home.cage-standard.yoked"
"Gba",2.04112391387334,0.0269907296023352,"DG","home.cage-standard.yoked"
"Gba2",1.34202657007094,0.0170569238472854,"DG","home.cage-standard.yoked"
"Gcfc2",-5.03128871467016,0.00996416145206902,"DG","home.cage-standard.yoked"
"Gck",-5.44726982356202,0.0298057291950353,"DG","home.cage-standard.yoked"
"Gdap2",-1.88689154851513,0.0548488230425287,"DG","home.cage-standard.yoked"
"Gdpd5",2.74791814330583,0.00202198095452472,"DG","home.cage-standard.yoked"
"Gemin4",-4.26884065859449,0.007852663104475,"DG","home.cage-standard.yoked"
"Ggcx",3.10511462807121,0.00800076196044671,"DG","home.cage-standard.yoked"
"Ghitm",0.949119285984071,0.0760103836577611,"DG","home.cage-standard.yoked"
"Gipc1",2.54638478382972,0.0039695457071354,"DG","home.cage-standard.yoked"
"Glt1d1",1.92496797876871,0.0520119951202055,"DG","home.cage-standard.yoked"
"Glud1",1.30093328083931,0.0840032678955863,"DG","home.cage-standard.yoked"
"Gm10563",4.48382152357219,0.0739738989163458,"DG","home.cage-standard.yoked"
"Gm13889",2.44691837027044,0.00100930218595412,"DG","home.cage-standard.yoked"
"Gm17655",6.41054974715739,0.00360460916177193,"DG","home.cage-standard.yoked"
"Gm2000",4.22148180938398,0.0414055471561338,"DG","home.cage-standard.yoked"
"Gm20518",-4.56851680088289,0.0785992865381843,"DG","home.cage-standard.yoked"
"Gm20604",-4.37252522419465,0.0334260265299168,"DG","home.cage-standard.yoked"
"Gm2115",4.88195579302466,0.000682028247931494,"DG","home.cage-standard.yoked"
"Gm28035",-4.91284994385021,0.0288575084732832,"DG","home.cage-standard.yoked"
"Gm28043",-3.7929149322803,0.0137865393349566,"DG","home.cage-standard.yoked"
"Gm28285",5.00913426788986,0.00391249063028854,"DG","home.cage-standard.yoked"
"Gm340",-4.18211927711482,0.0591997575658448,"DG","home.cage-standard.yoked"
"Gm3854",3.11953833951761,0.0298281608740561,"DG","home.cage-standard.yoked"
"Gm43517",-3.95715351990057,0.0528968749962239,"DG","home.cage-standard.yoked"
"Gm5113",3.06317879651472,0.0106638042413901,"DG","home.cage-standard.yoked"
"Gm5444",6.06751991932384,0.00179009973383341,"DG","home.cage-standard.yoked"
"Gm5784",5.35217556306274,0.0284228628365918,"DG","home.cage-standard.yoked"
"Gmeb1",2.0640979319521,0.0518008420142987,"DG","home.cage-standard.yoked"
"Gna11",1.37832029374325,0.0128155825968377,"DG","home.cage-standard.yoked"
"Gnaq",1.60675733720894,0.0041600173970618,"DG","home.cage-standard.yoked"
"Golga1",2.64378707700597,0.00401987344921453,"DG","home.cage-standard.yoked"
"Golga5",2.35637970551856,0.0117492378208894,"DG","home.cage-standard.yoked"
"Golga7b",1.78339210725835,0.0565861532825989,"DG","home.cage-standard.yoked"
"Gpam",-2.1384685644007,0.0830858102844379,"DG","home.cage-standard.yoked"
"Gpank1",-2.92862885368558,0.0925063939832496,"DG","home.cage-standard.yoked"
"Gpatch2",-2.89878251858999,0.0215225095521878,"DG","home.cage-standard.yoked"
"Gpatch3",3.36899116707222,0.0054066266435932,"DG","home.cage-standard.yoked"
"Gpbp1",2.09780682044129,0.00364091434766171,"DG","home.cage-standard.yoked"
"Gpc6",6.10320662780101,0.00309864897666317,"DG","home.cage-standard.yoked"
"Gpd1l",1.38475322800962,0.0249001164698143,"DG","home.cage-standard.yoked"
"Gpn1",1.76770047228417,0.0640932018410695,"DG","home.cage-standard.yoked"
"Gpr146",-3.86978643135742,0.0269907296023352,"DG","home.cage-standard.yoked"
"Gpr153",2.80961378694298,0.074053134868573,"DG","home.cage-standard.yoked"
"Gpr17",-4.60224444750697,0.0314849920640777,"DG","home.cage-standard.yoked"
"Gpr27",2.87113612999469,0.000363329293152391,"DG","home.cage-standard.yoked"
"Gpr3",4.58249670160223,0.0145235780130757,"DG","home.cage-standard.yoked"
"Gprin1",0.991677119181983,0.0259169115569666,"DG","home.cage-standard.yoked"
"Grb14",1.7498241587637,0.0772693929791663,"DG","home.cage-standard.yoked"
"Grin2c",-3.60019056158456,0.00526802421117912,"DG","home.cage-standard.yoked"
"Grm3",-3.63618723623634,0.0166485225445536,"DG","home.cage-standard.yoked"
"Grwd1",-5.27875705082181,0.00551014514695887,"DG","home.cage-standard.yoked"
"Gstm6",-3.66592641331838,0.074053134868573,"DG","home.cage-standard.yoked"
"Gsto1",2.00405991637044,0.0827828020090837,"DG","home.cage-standard.yoked"
"Gtf2e1",-2.68735247339689,0.0439939667994081,"DG","home.cage-standard.yoked"
"Gtf3c4",-2.83563637405908,0.00123224230475129,"DG","home.cage-standard.yoked"
"Gtf3c6",-4.22883952065171,0.0532694374231401,"DG","home.cage-standard.yoked"
"Gtpbp1",1.79660727540809,0.0108544761041556,"DG","home.cage-standard.yoked"
"H2-D1",-1.8603146335535,0.0867621056086035,"DG","home.cage-standard.yoked"
"H2afy",1.69959622806961,0.0186746054850751,"DG","home.cage-standard.yoked"
"Hace1",1.66833800579767,0.00339191462741771,"DG","home.cage-standard.yoked"
"Haus8",2.57937144257566,0.00636384745012942,"DG","home.cage-standard.yoked"
"Hba-a2",6.19682550495218,0.0690698459362659,"DG","home.cage-standard.yoked"
"Hbb-bs",5.68791661490584,0.0686365258267059,"DG","home.cage-standard.yoked"
"Hcn3",-3.65568524860998,0.0563651651901477,"DG","home.cage-standard.yoked"
"Heatr3",-1.84362069199841,0.0897082140575078,"DG","home.cage-standard.yoked"
"Hipk2",-2.97662423341369,0.00227346741819683,"DG","home.cage-standard.yoked"
"Hlf",1.71291162913174,0.00124985206903942,"DG","home.cage-standard.yoked"
"Hltf",-4.36342424705572,0.000509195191001282,"DG","home.cage-standard.yoked"
"Hmga1",-1.7024055450034,0.0944207468695369,"DG","home.cage-standard.yoked"
"Hmgcll1",-3.75707193997587,0.0544208086252814,"DG","home.cage-standard.yoked"
"Hmgn1",2.06676261440762,0.0248393257825111,"DG","home.cage-standard.yoked"
"Hmgxb4",-2.87432431866915,0.0810179512580615,"DG","home.cage-standard.yoked"
"Hnrnpa2b1",0.792366229654317,0.0760103836577611,"DG","home.cage-standard.yoked"
"Hnrnpdl",1.26181691412408,0.0211643745876959,"DG","home.cage-standard.yoked"
"Homer1",1.96553589973187,0.0742519042428254,"DG","home.cage-standard.yoked"
"Hoxb4",7.48046571403056,0.00309864897666317,"DG","home.cage-standard.yoked"
"Hoxc9",5.70968875761027,0.00329308409862552,"DG","home.cage-standard.yoked"
"Hpf1",-2.52775633647929,0.0640932018410695,"DG","home.cage-standard.yoked"
"Hr",-2.52088276769158,0.057199970931793,"DG","home.cage-standard.yoked"
"Hs3st1",-3.67491989838903,0.0698474889314875,"DG","home.cage-standard.yoked"
"Hsbp1",1.04601658097683,0.064585636884424,"DG","home.cage-standard.yoked"
