"","row","column","cor","p","padj"
"275","PC2","CFL1",0.311932520563732,0.239533673823705,0.51826376700038
"276","PRKCZ","GJB6",-0.309385008471916,0.243597312651056,0.52491937759926
"277","GABRA1","PTPRS",0.308900982538506,0.244374231252092,0.52491937759926
"278","PC1","LAMC1",0.30759579739346,0.246476895079693,0.527531484073443
"279","ALDH1L1","SLC1A2",-0.306067602481416,0.248953086822605,0.530921457560752
"280","PRKCB","PIN1",0.303067855137535,0.253858424719391,0.539449152528707
"281","CFL1","ALDH1L1",0.299964721644369,0.258995207229336,0.548406221713363
"282","TNXB","FGFR3",-0.298377132167599,0.261647759770449,0.55205821653694
"283","NSF","SLC1A2",-0.296560002602796,0.264704206848364,0.556533579769528
"284","CAMK2A","PTPRS",0.29528264516909,0.266865764207022,0.55784064742913
"285","WWC1","GJB6",-0.294546325061193,0.268116654782072,0.55784064742913
"286","CAMK2A","GABRA1",0.294490447670668,0.268211727307142,0.55784064742913
"287","CFL1","ALDOC",-0.292678524001149,0.271305763511157,0.55784064742913
"288","PC1","ALDH1A1",0.292654415523863,0.27134707677761,0.55784064742913
"289","PC2","GFAP",-0.292428481382492,0.271734432622373,0.55784064742913
"290","PRKCB","ALDH1L2",0.292055752381504,0.272374197213315,0.55784064742913
"291","NSF","ALDH1A1",-0.291792696091879,0.272826266221642,0.55784064742913
"292","LIMK1","ALDOC",-0.291130678583035,0.273965975378192,0.558252586815152
"293","PRKCB","NSF",0.288454938114747,0.278601824809568,0.562303480116589
"294","PC1","CAMK2A",0.288189033860835,0.279065088716111,0.562303480116589
"295","PRKCB","FGFR3",0.288141326078356,0.279148255385334,0.562303480116589
"296","ROCK2","ALDH1L2",0.287227418246248,0.280744315118951,0.562303480116589
"297","PC1","GABRA1",0.286770146968018,0.281544959645466,0.562303480116589
"298","LAMA1","ALDH1A1",0.286724896629544,0.281624263991166,0.562303480116589
"299","PIN1","ALDOC",0.285373895325699,0.283998183488868,0.565146886875841
"300","IGF2BP2","ALDOC",-0.284604635972254,0.285355248065891,0.565954575330685
"301","WWC1","TNR",0.283405044585569,0.28747922187109,0.567886789430072
"302","ROCK2","TNR",0.282977595727849,0.288238336819969,0.567886789430072
"303","LAMA1","TNC",0.282085298777437,0.289826847420704,0.568566252293824
"304","PRKCI","LIMK1",-0.281666860789976,0.290573569673696,0.568566252293824
"305","LAMC1","ALDOC",-0.281176597711748,0.291449927646414,0.568566252293824
"306","IGF2","GFAP",0.280467124297099,0.292720919418776,0.569179565536508
"307","LIMK1","TNC",-0.279752665449068,0.29400417549547,0.56981265283324
"308","IGF2BP2","ALDH1L1",0.275956584502587,0.30087844866392,0.577602102347153
"309","NSF","GJB6",-0.275831986140047,0.301105679733721,0.577602102347153
"310","PNN","EGFR",0.275676136569591,0.301390046705096,0.577602102347153
