Year,ID,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,       filename,p-miss ,TotalTime(s),TotalPath(Arena),Speed (Arena),sd Speed(Arena),Linearity(Arena),TotalPath(m),#Entrances,Time1stEntr,Path1stEntr,Speed1stEntr(cm/s),Entr/Dist(1/m),#Shock,Time1stShock,Path1stShock,Speed (cm/s),SdSpeed,Linearity,MaxTimeAvoid,MaxPathAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW  ,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50%RngLoBin    ,Min50%RngHiBin    ,PolarMaxVal,PolarMaxBin,Max50%RngLoBin    ,Max50%RngHiBin    ,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis
2016,16-123A,WT,3-day,train-train,trained,2,Retest,On,16-123B,Maddy,AnimalRoom,MBL,           16-123A_R1_Room.dat,0.00000,600,11.03,1.84,2.24,0.2732,14.60,3,13.33,0.4,8.74,0.21,3,13.33,0.4,2.43,2.12,0.6116,384,4.55,37.93,0.99,3.04,3.633,0.0095,0.2428,0.3895,0.3582,0.49,196.22,249.95,71.21,0.0001,0,260,190,0.0774,240,170,270,0.0035,3.1,0.4339,15.8,14.63,11.42,2.78,14.78
2016,16-123A,WT,3-day,train-train,trained,2,T4,On,16-123B,Maddy,AnimalRoom,MBL,           16-123A_T4_Room.dat,0.00000,600,10.52,1.75,2.39,0.2379,14.26,6,126.23,2.58,1.18,0.42,6,126.23,2.58,2.38,2.28,0.5664,210,2.58,185.63,3.84,1.59,5.131,0.013,0.3719,0.2944,0.3206,0.32,173.63,219.49,87.53,0.0001,0,240,130,0.0561,230,150,300,0.0028,7.5,0.5497,15.8,15.03,9.8,3.62,24.17
2016,16-123A,WT,3-day,train-train,trained,2,T5,On,16-123B,Maddy,AnimalRoom,MBL,           16-123A_T5_Room.dat,0.00078,600,11.03,1.84,2.40,0.2798,14.30,5,55.13,1,1.97,0.35,5,55.13,1,2.38,2.3,0.598,201,4.38,256.9,5.78,2.33,5.367,0.0137,0.1975,0.4119,0.3769,0.41,202.53,217.89,98.01,0.0002,0,250,150,0.0535,230,130,260,0.0052,3.1,0.4032,15.8,14.55,12.99,2.04,8.62
2016,16-123A,WT,3-day,train-train,trained,3,T7,On,16-123B,Maddy,AnimalRoom,MBL,           16-123A_T7_Room.dat,0.00000,600,11.00,1.83,2.31,0.2702,14.56,5,5.27,0.1,2.65,0.34,5,5.27,0.1,2.43,2.23,0.6084,209,4.22,187.4,4.27,1.9,4.967,0.014,0.4053,0.4743,0.1064,0.55,147.53,230.76,61.51,0.0001,350,180,110,0.0854,140,100,200,0.0001,16.9,0.4558,14.5,14.21,15.35,2.48,9.19
2016,16-123A,WT,3-day,train-train,trained,5,Retention,Off,16-123B,Maddy,AnimalRoom,MBL,           16-123A_R2_Room.dat,0.00000,600,17.45,2.91,2.82,0.4365,17.93,14,21.27,0.49,0.92,0.78,24,21.27,0.49,2.99,2.66,0.5447,110,2.96,25.27,0.6,6.36,41.301,0.1026,0.3385,0.2388,0.3201,0.17,203.81,196.6,107.34,0.0043,10,230,90,0.0497,90,60,230,0.0163,3.1,0.3579,14.5,13.08,15.63,1.83,7.58
2016,16-124A,WT,3-day,train-train,trained,1,Hab,Off,16-357A,Maddy,AnimalRoom,MBL,          16-124A_HAB_Room.dat,0.00000,600,23.28,3.88,3.14,0.5242,25.29,32,10.77,0.53,8.16,1.27,68,10.77,0.53,4.22,3.22,0.6366,40,2.26,20,1.15,9.33,125.202,0.3084,0.2564,0.2257,0.2095,0.11,31.12,171.78,99.02,0.0166,270,80,300,0.0417,10,310,120,0.0006,15.8,0.3587,13.1,11.71,19.76,1.6,5.56
2016,16-124A,WT,3-day,train-train,trained,1,T1,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T1_Room.dat,0.00000,600,11.10,1.85,2.28,0.2822,14.84,12,6.27,0.17,6.02,0.81,15,6.27,0.17,2.47,2.24,0.6553,121,2.72,61.5,1.21,2.71,17.399,0.0432,0.7324,0.1909,0.0334,0.68,104.05,196.44,51.63,0.0002,320,120,80,0.1037,100,60,130,0.0001,16.9,0.4135,14.5,14.61,11.43,3.5,20.23
2016,16-124A,WT,3-day,train-train,trained,1,T2,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T2_Room.dat,0.00622,600,13.11,2.19,2.20,0.3678,14.94,4,15.20,0.42,0.99,0.27,5,15.2,0.42,2.49,2.06,0.602,226,5.51,183.8,4.54,4.1,7.833,0.0205,0.209,0.6566,0.1139,0.63,173.58,253.67,55.95,0.0008,350,210,150,0.0847,190,130,220,0.0006,16.9,0.4528,14.5,14.68,11.28,3.97,23.03
2016,16-124A,WT,3-day,train-train,trained,1,T3,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T3_Room.dat,0.00000,600,11.57,1.93,2.10,0.3338,13.94,2,34.67,0.58,1.71,0.14,2,34.67,0.58,2.32,1.91,0.6308,428,9.61,463.6,10.57,6.21,2.233,0.0054,0.2745,0.6506,0.0695,0.64,171.73,254.29,53.03,0,330,220,170,0.0958,190,150,230,0.003,9.7,0.5428,15.8,14.9,8.93,5.33,47.17
2016,16-124A,WT,3-day,train-train,trained,2,Retest,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_R1_Room.dat,0.00000,600,11.87,1.98,2.08,0.3409,13.11,1,324.30,6.95,9.44,0.08,1,324.3,6.95,2.18,1.84,0.5446,324,6.95,599.97,13.11,-1,1.034,0.0026,0.2953,0.6794,0.0227,0.8,150.25,239.14,39.04,0,20,160,130,0.1221,150,120,180,0.0067,9.7,0.5652,15.8,15.08,6.04,2.67,13.81
2016,16-124A,WT,3-day,train-train,trained,2,T4,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T4_Room.dat,0.00000,600,10.51,1.75,2.41,0.2648,14.55,4,40.10,0.81,1.53,0.27,4,40.1,0.81,2.43,2.25,0.6555,301,2.61,117.17,2.66,1.53,3.468,0.0092,0.8264,0.1635,0.0009,0.83,110.11,200.23,35.21,0,0,130,100,0.1234,110,90,150,0.0002,7.5,0.7482,15.8,15.47,4.61,4.74,68.3
2016,16-124A,WT,3-day,train-train,trained,2,T5,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T5_Room.dat,0.00939,600,11.29,1.88,2.10,0.3359,13.52,1,385.53,8.23,2.02,0.07,1,385.53,8.23,2.25,1.91,0.5936,385,8.23,600,13.52,-1,0.6,0.0014,0.7147,0.2675,0.0164,0.78,119.16,207.9,42.57,0,0,130,100,0.1342,110,80,140,0.0001,16.9,0.6729,15.8,15.26,8.21,5.45,47.18
2016,16-124A,WT,3-day,train-train,trained,2,T6,On,16-357A,Maddy,AnimalRoom,MBL,           16-124A_T6_Room.dat,0.00000,600,8.02,1.34,1.71,0.2793,10.69,2,107.50,2.14,1.48,0.19,2,107.5,2.14,1.78,1.57,0.6415,361,5.38,468.5,7.57,4.93,1.834,0.0045,0.3961,0.5991,0.0002,0.81,128.71,218.5,36.95,0,260,140,110,0.1324,130,100,160,0.0006,7.5,0.6996,15.8,15.33,5.13,6.24,83.01
2016,16-124A,WT,3-day,train-train,trained,3,Retention,Off,16-357A,Maddy,AnimalRoom,MBL,           16-124A_R2_Room.dat,0.00000,600,13.55,2.26,2.31,0.3714,14.69,4,289.83,6.45,7.89,0.27,6,289.83,6.45,2.45,2.05,0.5712,289,6.45,461.33,10.99,6.99,10.7,0.0266,0.3658,0.5405,0.0671,0.65,146.65,232.23,54.68,0.0005,300,170,120,0.0837,160,110,190,0.0044,7.5,0.4391,15.8,14.77,8.31,2.26,11.45
2016,16-124B,WT,3-day,train-train,trained,1,Hab,Off,16-357B,Maddy,AnimalRoom,MBL,          16-124B_HAB_Room.dat,0.00728,600,19.78,3.30,2.85,0.4562,22.98,27,1.03,0,11.75,1.18,56,1.03,0,3.83,2.97,0.6377,40,2.52,11.4,0.81,4.93,99.138,0.2584,0.3568,0.1592,0.2255,0.2,70.43,176.27,93.45,0.0123,180,130,20,0.0494,50,10,150,0.0225,15.8,0.3741,13.1,11.89,18.65,1.32,4.31
2016,16-124B,WT,3-day,train-train,trained,1,T1,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T1_Room.dat,0.00000,600,10.67,1.78,2.25,0.2746,14.64,13,4.00,0.11,10.48,0.89,16,4,0.11,2.44,2.28,0.6272,76,1.62,40.47,0.71,0.68,16.333,0.0434,0.5784,0.3143,0.0639,0.58,117.31,204.67,62.03,0.0011,340,150,90,0.0753,130,70,160,0.0006,16.9,0.2788,14.5,11.87,27.36,0.92,2.56
2016,16-124B,WT,3-day,train-train,trained,1,T2,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T2_Room.dat,0.01694,600,11.94,1.99,2.66,0.289,17.05,7,28.30,0.57,1.71,0.41,7,28.3,0.57,2.84,2.69,0.6889,184,5.22,54.8,1.52,1.53,8.299,0.023,0.4161,0.448,0.1128,0.55,146.47,232.5,61.55,0.0002,340,170,100,0.0711,140,90,190,0.0084,16.9,0.4103,15.8,14.16,17.48,2.62,11.37
2016,16-124B,WT,3-day,train-train,trained,1,T3,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T3_Room.dat,0.00000,600,10.33,1.72,2.45,0.2357,15.77,3,15.27,0.28,1.65,0.19,3,15.27,0.28,2.63,2.39,0.6234,286,7.7,159.3,4.16,2.32,3.1,0.0078,0.3169,0.6415,0.0338,0.75,147.79,234.35,44.76,0.0002,330,170,130,0.098,140,120,190,0.0021,7.5,0.639,15.8,15.22,10.84,5.69,44.96
2016,16-124B,WT,3-day,train-train,trained,2,Retest,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_R1_Room.dat,0.01733,600,13.47,2.25,2.96,0.291,18.83,12,12.17,0.35,2.94,0.64,13,12.17,0.35,3.14,2.97,0.7007,144,4.97,23.07,1,14.54,15.201,0.0404,0.4282,0.4026,0.1288,0.54,140.75,224.12,63.86,0.0018,0,160,100,0.0782,120,90,180,0.0128,7.5,0.5032,15.8,14.49,16.14,2.53,11.11
2016,16-124B,WT,3-day,train-train,trained,2,T4,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T4_Room.dat,0.09173,600,10.79,1.80,2.36,0.3091,15.37,11,7.37,0.05,1.13,0.72,13,7.37,0.05,2.56,2.4,0.6678,244,6.99,63,1.18,1.96,16.1,0.0438,0.5157,0.3196,0.121,0.46,128.49,209.32,72.14,0.0006,350,150,70,0.0737,100,50,150,0.0053,7.5,0.5221,15.8,15.07,13.51,4.49,27.23
2016,16-124B,WT,3-day,train-train,trained,2,T5,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T5_Room.dat,0.05623,600,11.12,1.85,2.49,0.2903,16.12,11,49.67,1.04,1.9,0.68,11,49.67,1.04,2.69,2.53,0.6883,106,2.46,66.53,1.42,5.82,13.865,0.0376,0.4989,0.3821,0.0814,0.53,123.11,213.22,63.11,0.0005,320,150,70,0.0603,70,50,160,0.0014,7.5,0.6135,15.8,15.46,8.02,2.38,11.06
2016,16-124B,WT,3-day,train-train,trained,2,T6,On,16-357B,Maddy,AnimalRoom,MBL,           16-124B_T6_Room.dat,0.04818,600,15.29,2.55,2.92,0.35,18.66,11,0.53,0,-1,0.59,12,0.53,0,3.11,2.89,0.6239,109,2.65,64.83,1.68,1.96,14.964,0.0397,0.4116,0.3097,0.239,0.35,147.91,216.34,81,0.0015,320,170,70,0.0643,100,40,170,0.0144,9.7,0.3584,15.8,14.19,22.01,2.74,10.42
2016,16-124B,WT,3-day,train-train,trained,3,Retention,Off,16-357B,Maddy,AnimalRoom,MBL,           16-124B_R2_Room.dat,0.00919,544,18.45,3.39,2.77,0.4735,18.39,18,126.20,3.39,4.06,0.98,35,126.2,3.39,3.38,2.5,0.5972,126,3.39,133.17,3.58,10.82,61.406,0.1862,0.349,0.3255,0.1393,0.24,130.3,190.93,89.72,0.0085,340,200,90,0.0539,140,60,200,0.0038,16.9,0.3695,14.5,13.75,19.16,2.35,9.25
2016,16-125A,WT,3-day,train-train,trained,1,Hab,Off,16-125B,Maddy,AnimalRoom,MBL,          16-125A_HAB_Room.dat,0.00000,600,24.30,4.05,3.11,0.5631,24.63,31,0.53,0,-1,1.26,51,0.53,0,4.11,3.05,0.6265,71,4.05,10.77,0.66,14.19,88.169,0.2303,0.2752,0.2489,0.2455,0.08,75.97,171.07,98.58,0.0144,310,190,40,0.0511,40,0,170,0.0005,16.9,0.3966,13.1,11.51,20.33,1.39,4.39
2016,16-125A,WT,3-day,train-train,trained,1,T1,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T1_Room.dat,0.00000,600,14.87,2.48,2.80,0.3545,18.20,12,103.43,3.89,2.91,0.66,37,103.43,3.89,3.03,2.8,0.5978,123,4.27,194.07,6.51,1.41,74.77,0.1877,0.3551,0.2489,0.2083,0.19,118.67,190.57,93.13,0.0125,340,160,40,0.0473,140,20,170,0.0006,16.9,0.3236,14.5,13.25,16.01,1.74,6.8
2016,16-125A,WT,3-day,train-train,trained,1,T2,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T2_Room.dat,0.01178,600,13.75,2.29,2.26,0.3866,15.73,4,24.63,0.4,1.83,0.25,7,24.63,0.4,2.62,2.15,0.6224,166,3.98,156,3.54,7.86,10.334,0.0259,0.2376,0.523,0.2134,0.51,184.95,251.48,66.86,0.0005,350,240,170,0.0784,220,150,240,0.009,7.5,0.4766,14.5,14.16,13.56,3.41,18.16
2016,16-125A,WT,3-day,train-train,trained,1,T3,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T3_Room.dat,0.01000,600,14.58,2.43,2.38,0.4119,16.80,7,206.63,5.7,3.29,0.42,16,206.63,5.7,2.8,2.38,0.6206,206,5.7,286.03,8.01,3.61,27.566,0.0686,0.2505,0.4794,0.2015,0.45,176.79,235.43,75.14,0.0031,320,230,150,0.0607,190,130,240,0.0322,7.5,0.4174,14.5,13.41,18.58,2.22,8.27
2016,16-125A,WT,3-day,train-train,trained,2,Retest,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_R1_Room.dat,0.00000,600,12.01,2.00,2.17,0.322,15.33,7,224.30,5.49,3.69,0.46,10,224.3,5.49,2.56,2.13,0.6368,224,5.49,233.27,5.74,7.87,18.299,0.0461,0.4112,0.4366,0.1061,0.47,140.27,220.59,69,0.0015,340,180,90,0.0597,160,90,200,0.0053,3.1,0.4828,14.5,14.42,10.24,3.42,21.37
2016,16-125A,WT,3-day,train-train,trained,2,T4,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T4_Room.dat,0.00000,600,14.66,2.44,2.42,0.3862,16.61,9,63.23,1.86,3.45,0.54,17,63.23,1.86,2.77,2.33,0.5889,120,3.39,183.6,4.65,3.31,38.631,0.0899,0.3969,0.4027,0.1105,0.43,137.07,213.86,73.32,0.0032,290,190,100,0.0606,120,60,180,0.0267,3.1,0.4273,14.5,13.69,18.23,2.44,9.59
2016,16-125A,WT,3-day,train-train,trained,2,T6,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T6_Room.dat,0.00000,600,9.57,1.59,2.69,0.195,15.31,2,46.00,0.86,4.52,0.13,2,46,0.86,2.55,2.66,0.7216,406,3.53,193.97,4.6,2.46,1.533,0.0038,0.4778,0.4899,0.0286,0.67,135.76,224.14,50.99,0,0,160,100,0.077,160,90,180,0.0004,3.1,0.7292,15.8,15.23,6.18,4.22,35.02
2016,16-125A,WT,3-day,train-train,trained,2,T7,On,16-125B,Maddy,AnimalRoom,MBL,           16-125A_T7_Room.dat,0.00000,600,9.39,1.57,2.48,0.2065,14.76,2,46.47,0.91,1.83,0.14,2,46.47,0.91,2.46,2.42,0.7069,492,12.22,538.6,13.2,1.78,1.3,0.0033,0.3629,0.6209,0.0128,0.75,147.73,237.1,43.1,0,0,170,130,0.0987,140,120,190,0.0077,7.5,0.5314,15.8,14.71,10.01,2.24,9.33
2016,16-125A,WT,3-day,train-train,trained,3,Retention,Off,16-125B,Maddy,AnimalRoom,MBL,           16-125A_R2_Room.dat,0.00000,600,12.31,2.05,2.27,0.3357,14.99,6,238.63,5.72,5.33,0.4,14,238.63,5.72,2.5,2.26,0.6022,238,5.72,300.2,7.19,9.1,27.632,0.0691,0.3451,0.4075,0.1783,0.42,154.97,226,74.74,0.0005,330,190,100,0.0591,160,90,210,0.0388,3.1,0.3553,14.5,12.7,20.86,1.36,4.34
2016,16-126A,WT,3-day,train-train,trained,1,Hab,Off,16-126B,Maddy,AnimalRoom,MBL,          16-126A_HAB_Room.dat,0.00000,600,28.07,4.68,3.53,0.5632,31.97,41,1.37,0.05,8.51,1.28,67,1.37,0.05,5.33,3.93,0.6181,34,2.44,15.53,0.78,11.63,114.231,0.2868,0.2098,0.1947,0.3087,0.12,312.84,168.01,108.39,0.0149,90,50,270,0.0465,280,250,60,0.002,16.9,0.2249,13.1,11.05,24.04,0.82,3.09
2016,16-126A,WT,3-day,train-train,trained,1,T1,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T1_Room.dat,0.00000,600,9.95,1.66,1.54,0.3103,11.69,6,6.97,0.28,4.64,0.51,6,6.97,0.28,1.95,1.59,0.4497,178,3.63,72.6,1.68,1.29,9.799,0.024,0.243,0.478,0.2549,0.48,184.42,242.44,73.17,0.0004,0,240,160,0.0627,190,150,260,0.0045,15.8,0.2548,3.1,8.61,26.02,0.4,2.4
2016,16-126A,WT,3-day,train-train,trained,1,T2,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T2_Room.dat,0.00000,600,10.23,1.71,1.87,0.2666,13.37,8,15.70,0.14,0.72,0.6,9,15.7,0.14,2.23,1.93,0.4945,146,2.76,30.47,0.53,2.87,14.097,0.0348,0.3589,0.4383,0.168,0.43,156.7,230.32,71.54,0.0005,340,200,110,0.0611,190,120,240,0.0281,15.8,0.2074,11.5,10.99,25.37,0.93,2.98
2016,16-126A,WT,3-day,train-train,trained,1,T3,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T3_Room.dat,0.01745,600,17.32,2.89,3.41,0.332,21.70,15,22.77,0.26,0.99,0.69,25,22.77,0.26,3.62,3.56,0.6049,117,2.89,100.53,2.03,1.59,39.234,0.1,0.3137,0.3393,0.247,0.24,163.22,218.76,87.97,0.0066,330,250,130,0.052,240,130,280,0.015,16.9,0.3429,14.5,13.24,16.41,1.52,6.36
2016,16-126A,WT,3-day,train-train,trained,2,Retention,Off,16-126B,Maddy,AnimalRoom,MBL,           16-126A_R1_Room.dat,0.00000,600,12.15,2.03,2.03,0.3057,15.60,12,3.33,0.15,14,0.77,39,3.33,0.15,2.6,2.08,0.5623,191,4.66,66.73,1.26,3,73.571,0.1804,0.2965,0.2381,0.285,0.1,172.41,194.35,102.39,0.0166,30,280,140,0.0395,210,120,300,0.0126,3.1,0.231,11.5,12.88,16.8,0.98,4.93
2016,16-126A,WT,3-day,train-train,trained,2,T4,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T4_Room.dat,0.00117,600,13.25,2.21,2.75,0.2783,17.27,6,13.63,0.2,1.48,0.35,6,13.63,0.2,2.88,2.75,0.5748,197,3.29,126.17,2.85,1.9,10.268,0.0272,0.3071,0.3912,0.2746,0.41,177,241.21,73.16,0.0004,330,240,150,0.0633,230,150,270,0.0123,7.5,0.3893,14.5,13.86,15.6,2.57,12.64
2016,16-126A,WT,3-day,train-train,trained,2,T5,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T5_Room.dat,0.00000,600,15.99,2.66,3.19,0.325,20.44,19,14.63,0.65,10.36,0.93,21,14.63,0.65,3.41,3.25,0.6763,67,2.65,17.63,0.92,6.09,25.229,0.0668,0.4454,0.285,0.2028,0.27,131.79,213.81,82.7,0.0039,340,160,50,0.0578,70,20,150,0.0158,16.9,0.3479,14.5,13.28,15.81,1.82,8.61
2016,16-126A,WT,3-day,train-train,trained,2,T6,On,16-126B,Maddy,AnimalRoom,MBL,           16-126A_T6_Room.dat,0.00817,600,10.30,1.72,2.51,0.2663,15.76,9,22.03,0.46,1.65,0.57,10,22.03,0.46,2.63,2.51,0.718,146,3.6,45.8,1.02,1.16,10.966,0.0282,0.4814,0.424,0.0664,0.54,132.77,221.02,62.4,0.0007,290,170,90,0.0632,110,70,180,0.0208,7.5,0.463,14.5,13.19,16.27,2.52,10.64
2016,16-126A,WT,3-day,train-train,trained,3,Retention,Off,16-126B,Maddy,AnimalRoom,MBL,           16-126A_R2_Room.dat,0.00000,600,13.52,2.25,2.10,0.3302,15.67,8,110.43,2.67,1.56,0.51,16,110.43,2.67,2.61,2.02,0.5605,215,5.46,325.47,8.17,4.56,28.432,0.0713,0.482,0.3401,0.1066,0.44,129.51,215.33,70.94,0.0037,300,150,70,0.0592,110,50,160,0.0275,3.1,0.3222,13.1,12.32,16.7,1.45,5.98
2016,16-357C,WT,3-day,train-train,trained,1,Hab,Off,N/A,Maddy,AnimalRoom,MBL,          16-357C_HAB_Room.dat,0.00000,600,23.64,3.94,3.24,0.5191,23.54,32,0.53,0,-1,1.36,49,0.53,0,3.92,3.11,0.5843,48,3.13,10.7,0.59,6,85.668,0.2228,0.316,0.2155,0.2457,0.09,73.7,179.98,99.29,0.0118,0,170,30,0.0432,120,0,170,0.0039,15.8,0.3336,13.1,11.82,20.24,1.58,5.31
2016,16-357C,WT,3-day,train-train,trained,1,T1,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T1_Room.dat,0.00000,600,13.44,2.24,2.32,0.3341,16.00,7,14.13,0.52,7.31,0.44,7,14.13,0.52,2.67,2.25,0.554,261,7.67,18.77,0.83,6.38,7.234,0.0169,0.4871,0.4131,0.0829,0.58,137.78,221.83,61.32,0.0004,0,150,90,0.0784,110,80,170,0.0037,16.9,0.3214,14.5,13.14,20.54,1.62,5.54
2016,16-357C,WT,3-day,train-train,trained,1,T2,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T2_Room.dat,0.00000,600,13.14,2.19,2.33,0.3444,15.54,5,20.70,0.32,2.08,0.32,5,20.7,0.32,2.59,2.1,0.6222,425,10.87,38.57,0.79,3.99,3.933,0.0099,0.2554,0.6464,0.0883,0.63,173.29,250.67,55.62,0,10,220,170,0.0872,200,150,230,0.002,7.5,0.527,15.8,15.04,8.86,3.95,29.67
2016,16-357C,WT,3-day,train-train,trained,1,T3,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T3_Room.dat,0.00000,600,13.23,2.21,2.12,0.3816,14.45,1,578.33,13.72,2.05,0.07,1,578.33,13.72,2.41,1.84,0.5714,578,13.72,599.97,14.45,-1,1.5,0.0041,0.0589,0.6766,0.2603,0.78,206.93,279.51,44.43,0,0,230,200,0.1161,220,180,240,0.0014,7.5,0.7194,15.8,15.35,5.29,3.72,29.24
2016,16-357C,WT,3-day,train-train,trained,2,Retest,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_R1_Room.dat,0.00000,600,15.73,2.62,2.65,0.3902,17.22,3,243.50,6.7,3.42,0.17,3,243.5,6.7,2.87,2.45,0.5712,243,6.7,406.93,11.5,1.37,3.134,0.008,0.0889,0.6616,0.2415,0.68,198.71,268.08,54.66,0,0,230,180,0.0985,200,160,240,0.0004,16.9,0.5033,15.8,14.6,14.59,3.7,18.51
2016,16-357C,WT,3-day,train-train,trained,2,T4,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T4_Room.dat,0.00000,600,14.26,2.38,2.80,0.344,17.27,3,7.80,0.17,6.51,0.17,6,7.8,0.17,2.88,2.66,0.6083,334,9.13,219.8,5.95,1.9,8.834,0.0225,0.4051,0.5431,0.0293,0.71,141.4,227.08,49.76,0.0001,280,170,120,0.0979,140,100,180,0.0161,3.1,0.5711,15.8,14.74,15.17,3.27,15.2
2016,16-357C,WT,3-day,train-train,trained,2,T5,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T5_Room.dat,0.00000,600,11.93,1.99,2.93,0.2581,17.30,3,91.47,2.41,1.53,0.17,3,91.47,2.41,2.88,2.89,0.6676,226,4.8,199.5,5.21,2.09,2.133,0.0058,0.3285,0.6293,0.0363,0.69,157.35,246.06,48.42,0.0001,0,170,120,0.0839,140,110,190,0.0034,7.5,0.7288,15.8,15.29,9.25,4.42,31.36
2016,16-357C,WT,3-day,train-train,trained,2,T6,On,N/A,Maddy,AnimalRoom,MBL,           16-357C_T6_Room.dat,0.00006,600,11.40,1.90,2.54,0.2838,15.11,0,600.00,15.11,-1,0,0,600,15.11,2.52,2.42,0.5862,599,15.11,600,15.11,-1,0,0,0.1964,0.7352,0.0684,0.75,166.12,249.72,44.32,0,0,180,140,0.0969,160,130,200,0.0018,3.1,0.5924,15.8,15.04,8.85,3.98,26.99
2016,16-357C,WT,3-day,train-train,trained,3,Retention,Off,N/A,Maddy,AnimalRoom,MBL,           16-357C_R2_Room.dat,0.00000,600,14.74,2.46,2.58,0.3612,17.04,3,460.17,12.51,4.45,0.18,4,460.17,12.51,2.84,2.41,0.5644,460,12.51,496.17,13.67,4.94,7,0.0176,0.1208,0.6955,0.1661,0.65,181.46,247.92,59.83,0.0009,0,200,150,0.0993,170,130,210,0.0069,3.1,0.5425,15.8,14.73,11.9,3.05,15.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,ID,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,       filename,p-miss ,TotalTime(s),TotalPath(Arena),Speed (Arena),sd Speed(Arena),Linearity(Arena),TotalPath(m),#Entrances,Time1stEntr,Path1stEntr,Speed1stEntr(cm/s),Entr/Dist(1/m),#Shock,Time1stShock,Path1stShock,Speed (cm/s),SdSpeed,Linearity,MaxTimeAvoid,MaxPathAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW  ,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50%RngLoBin    ,Min50%RngHiBin    ,PolarMaxVal,PolarMaxBin,Max50%RngLoBin    ,Max50%RngHiBin    ,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis
2016,16-122B,WT,3-day,train-train,yoked,1,Hab,Off,16-122A,Maddy,AnimalRoom,MBL,          16-122B_HAB_Room.dat,0.00078,600,27.35,4.56,3.78,0.5132,29.30,32,2.07,0.12,9.11,1.09,55,2.07,0.12,4.88,3.83,0.6002,62,4.49,15.5,0.85,15.48,97.596,0.2363,0.3287,0.1733,0.2617,0.06,44.87,176,102.14,0.0153,150,100,310,0.0429,90,330,150,0.0002,16.9,0.3404,13.1,12.2,17.15,1.61,6.67
2016,16-122B,WT,3-day,train-train,yoked,1,T1,On,16-122A,Maddy,AnimalRoom,MBL,           16-122B_T1_Room.dat,0.00000,600,4.28,0.71,0.74,0.2027,7.13,11,40.33,0.55,1.48,1.54,50,40.33,0.55,1.19,0.9,0.5444,118,1.51,158.53,1.93,2.06,91.334,0.2286,0.2682,0.2463,0.2569,0.05,149.56,189.89,101.9,0.0171,0,220,60,0.0394,60,0,180,0.0061,13.1,0.3663,3.1,6.89,21.41,0.43,2.26
