"ID","Day","treatment","training","trial","trialNum","ShockOnOff","PairedPartner","TotalPath","Speed","sdSpeed","Linearity","NumEntrances","Time1stEntr","Path1stEntr","Speed1stEntr","EntrPerDist","NumShock","MaxTimeAvoid","MaxPathAvoid","Time2ndEntr","Path2ndEntr","Speed2ndEntr","TimeShockZone","pTimeShockZone","pTimeCCW","pTimeOPP","pTimeCW","RayleigLength","RayleigAngle","Min50%RngLoBin","AnnularSkewnes","AnnularKurtosis","ShockPerEntrance"
"15146A",1,"conflict.trained","trained","T2",3,"On","15146B",14.38,2.4,2.33,0.3678,2,8.47,0.15,1.78,0.13,2,415,10.97,423.57,11.3,2.04,2.369,0.006,0.4558,0.485,0.0532,0.72,138.78,160,2.98,17.93,1
"15146A",1,"conflict.trained","trained","T3",4,"On","15146B",13.69,2.28,2.26,0.3548,1,473.43,11.38,1.61,0.07,1,473,11.38,599.97,14.62,-1,0.901,0.0026,0.4121,0.538,0.0472,0.78,141.65,160,1.83,10.24,1
"15146A",2,"conflict.trained","trained","Retest",5,"On","15146B",15.64,2.61,3.11,0.3102,1,400.37,10.56,0.78,0.06,1,400,10.56,599.97,16.3,-1,0.533,0.0014,0.1599,0.7456,0.0932,0.74,165.87,170,2.03,9.47,1
"15146A",2,"conflict.trained","trained","T4_C1",6,"On","15146B",13.69,2.28,2.45,0.3438,24,0.53,0,-1,1.23,26,76,2.77,6.47,0.3,1.61,24.033,0.054,0.7556,0.0934,0.0971,0.66,71.37,100,2.08,14.41,1.08333333333333
"15146A",2,"conflict.trained","trained","T5_C2",7,"On","15146B",13.84,2.31,2.31,0.3562,1,542.4,14.28,2.82,0.06,1,542,14.28,599.97,15.96,-1,0.634,0.0011,0.2202,0.7477,0.031,0.81,146.6,170,2.17,11.61,1
"15146A",2,"conflict.trained","trained","T6_C3",8,"On","15146B",14.72,2.45,2.36,0.3718,1,372.7,9.33,2.82,0.06,1,372,9.33,599.97,15.45,-1,1.133,0.0019,0.2074,0.7442,0.0465,0.81,143.79,150,2.37,9.5,1
"15146A",3,"conflict.trained","trained","Retention",9,"Off","15146B",14.21,2.37,2.37,0.354,0,599.97,15.67,-1,0,0,599,15.67,599.97,15.67,-1,0,0,0.107,0.8342,0.0588,0.83,156.97,170,1.56,7.53,0
"15146B",1,"conflict.yoked","yoked","Hab",1,"Off","15146A",22.34,3.72,3.16,0.4618,33,3.4,0.28,2.66,1.29,0,35,2.17,18.6,1.22,5.78,116.636,0.3035,0.2205,0.2324,0.2437,0.04,304.28,180,1.59,5.99,0
"15146B",1,"conflict.yoked","yoked","T1",2,"On","15146A",11.19,1.87,2.68,0.2303,19,34.33,0.74,1.68,1.15,25,87,2.43,54.87,1.28,1.47,124.134,0.3072,0.2167,0.1829,0.2932,0.15,328.21,40,1.5,7.18,1.31578947368421
"15146B",1,"conflict.yoked","yoked","T2",3,"On","15146A",4.9,0.82,1.05,0.1568,15,22,0.48,2.1,1.22,2,60,1.22,80.87,1.61,1.82,131.034,0.3348,0.2311,0.1917,0.2424,0.14,357.51,60,3.61,22.51,0.133333333333333
"15146B",1,"conflict.yoked","yoked","T3",4,"On","15146A",5.33,0.89,0.96,0.2226,12,29.87,0.05,1.26,1.23,1,70,0.18,88.17,0.22,0.35,96.832,0.2364,0.2956,0.259,0.209,0.05,85.18,230,0.81,1.86,0.0833333333333333
"15146B",2,"conflict.yoked","yoked","Retest",5,"On","15146A",5.34,0.89,0.85,0.2091,13,0.53,0,-1,1.19,1,68,0.89,52.83,0.62,1.96,84.732,0.2113,0.2487,0.2664,0.2736,0.05,205.1,260,1.2,3.45,0.0769230769230769
"15146B",2,"conflict.yoked","yoked","T4_C1",6,"On","15146A",9.22,1.54,2.4,0.1988,15,15.1,0.69,0.67,0.92,26,58,1.62,55.83,1.58,1.33,113.202,0.2256,0.2465,0.3029,0.225,0.13,73.22,150,1.92,5.85,1.73333333333333
"15146B",2,"conflict.yoked","yoked","T5_C2",7,"On","15146A",3.59,0.6,0.66,0.136,11,0.57,0,-1,0.92,1,68,1.12,56.77,0.93,1.69,121.667,0.2424,0.1799,0.2831,0.2946,0.07,338.23,0,1.75,7.61,0.0909090909090909
"15146B",2,"conflict.yoked","yoked","T6_C3",8,"On","15146A",5.23,0.87,0.84,0.2064,11,0.53,0,-1,1.02,1,94,1.03,55.97,0.38,0.56,85.67,0.1691,0.1532,0.2851,0.3926,0.12,245.65,20,1.46,4.19,0.0909090909090909
"15146B",3,"conflict.yoked","yoked","Retention",9,"Off","15146A",8.74,1.46,1.31,0.2851,11,16.8,0.37,5.22,0.91,0,173,3.86,30.6,0.78,7.64,86,0.1678,0.2033,0.3455,0.2834,0.08,161.3,270,1.07,3.2,0
"15146C",1,"standard.trained","trained","Hab",1,"Off","15146D",31.05,5.18,4.36,0.5104,35,15.8,1.18,15.05,1.04,0,42,3.86,26.67,2.36,14.58,101.073,0.2656,0.3268,0.1812,0.2264,0.16,76.83,140,1.36,5.11,0
"15146C",1,"standard.trained","trained","T1",2,"On","15146D",18.18,3.03,2.75,0.4061,5,5.63,0.47,11.33,0.26,5,366,12.11,47.63,2.02,9.73,4.668,0.0113,0.3402,0.5161,0.1325,0.57,157.52,190,1.72,7.69,1
"15146C",1,"standard.trained","trained","T2",3,"On","15146D",14.68,2.45,2.34,0.3732,1,327.4,9.19,5.46,0.06,1,327,9.19,599.97,15.96,-1,0.767,0.0019,0.1916,0.7364,0.0702,0.74,166.51,180,1.31,6.88,1
"15146C",1,"standard.trained","trained","T3",4,"On","15146D",14.09,2.35,2.23,0.3702,1,526.87,13.21,4.33,0.07,1,526,13.21,599.97,15.05,-1,0.6,0.0014,0.4366,0.5357,0.0263,0.69,142.06,170,0.77,2.98,1
"15146C",2,"standard.trained","trained","Retest",5,"On","15146D",14.09,2.35,2.54,0.3356,3,273.37,7.19,3.08,0.18,3,273,7.19,439.63,11.53,2.17,1.8,0.0046,0.3988,0.5312,0.0654,0.71,143.74,160,1.18,4.63,1
"15146C",2,"standard.trained","trained","T4_C1",6,"On","15146D",13.6,2.27,3,0.2704,13,49.37,1.05,1.96,0.7,13,131,3.9,66.37,1.52,2.17,10.632,0.0298,0.735,0.1567,0.0785,0.64,100.55,130,1.35,7.07,1
"15146C",2,"standard.trained","trained","T5_C2",7,"On","15146D",14.79,2.46,2.86,0.3048,4,24.37,0.5,2.17,0.22,4,383,11.21,68.57,1.67,2.04,3.633,0.0099,0.1405,0.6869,0.1627,0.62,185.95,220,1.65,7.88,1
"15146C",2,"standard.trained","trained","T6_C3",8,"On","15146D",13.91,2.32,2.91,0.2792,8,62.4,1.8,2.17,0.43,8,117,3.5,138.3,4.18,1.95,7.833,0.0201,0.6052,0.2847,0.09,0.56,115.5,130,1.14,7.34,1
"15146C",3,"standard.trained","trained","Retention",9,"Off","15146D",16.78,2.8,3.12,0.3386,2,83.33,3.28,10.01,0.1,0,475,15.65,559.07,17.96,3.88,11.1,0.0288,0.0904,0.5679,0.3129,0.61,204,230,1.52,11.05,0
"15146D",1,"standard.yoked","yoked","Hab",1,"Off","15146C",22.67,3.78,3.06,0.4857,25,1.83,0.12,8.98,1.04,0,59,2.81,27.1,1.3,9.59,98.338,0.2516,0.2806,0.2741,0.1936,0.1,91.59,190,0.81,2.88,0
"15146D",1,"standard.yoked","yoked","T1",2,"On","15146C",14.83,2.47,2.21,0.3974,17,5.53,0.28,20.72,1.07,5,92,3.26,17.07,0.71,8.07,89.267,0.2125,0.1926,0.2535,0.3414,0.11,255.3,40,0.19,1.96,0.294117647058824
"15146D",1,"standard.yoked","yoked","T2",3,"On","15146C",10.99,1.83,1.83,0.325,14,34.27,0.66,3.84,0.92,1,110,1.95,92.87,1.64,1.34,70.431,0.1771,0.3984,0.2607,0.1638,0.22,102.02,160,1.04,3.42,0.0714285714285714
"15146D",1,"standard.yoked","yoked","T3",4,"On","15146C",8.31,1.38,1.54,0.2447,12,33.03,0.6,1.82,0.83,1,115,2.23,91.37,1.75,1.96,99.1,0.2466,0.3119,0.303,0.1385,0.23,116.21,200,1.5,5.49,0.0833333333333333
"15146D",2,"standard.yoked","yoked","Retest",5,"On","15146C",12.53,2.09,2.13,0.3521,22,0.53,0,-1,1.37,3,55,0.91,53.8,0.89,1.82,102.131,0.2636,0.2253,0.233,0.2781,0.09,292.1,340,0.64,2.76,0.136363636363636
"15146D",2,"standard.yoked","yoked","T4_C1",6,"On","15146C",14.56,2.43,3.22,0.2777,12,46.2,0.83,1.82,0.61,13,145,4.3,93,2.61,2.43,54.497,0.1312,0.2828,0.3936,0.1924,0.26,161.67,200,2.3,9.35,1.08333333333333
"15146D",2,"standard.yoked","yoked","T5_C2",7,"On","15146C",6.59,1.1,1.85,0.1571,12,12.07,0.1,0.91,0.86,4,71,1.63,51.4,0.96,1.96,85.434,0.2098,0.2767,0.2953,0.2183,0.08,146.42,200,1.8,7.08,0.333333333333333
"15146D",2,"standard.yoked","yoked","T6_C3",8,"On","15146C",6.11,1.02,1.39,0.1894,15,23.77,0.4,1.75,1.21,8,111,2.11,81.93,1.58,1.75,120.901,0.297,0.2268,0.2783,0.1979,0.06,43.13,120,1.76,5.81,0.533333333333333
"15146D",3,"standard.yoked","yoked","Retention",9,"Off","15146C",5.52,0.92,1.39,0.1621,12,37.03,0.26,13.64,0.97,0,59,0.83,93.97,1.36,1.82,106.564,0.258,0.3608,0.1904,0.1908,0.17,79.56,130,3.28,14.12,0
"15147A",1,"conflict.trained","trained","Hab",1,"Off","15147B",25.53,4.26,3.5,0.5008,32,6.1,0.48,8.84,1.17,0,56,3.73,13.73,0.93,13,81.968,0.2032,0.2868,0.2464,0.2636,0.04,101.53,220,1.49,5.54,0
"15147A",1,"conflict.trained","trained","T1",2,"On","15147B",18.21,3.04,3.07,0.3814,5,4.33,0.31,7.1,0.23,6,215,6.97,44.37,1.97,3.26,6.132,0.0155,0.3561,0.5543,0.0742,0.67,148.83,160,2.16,7.58,1.2
"15147A",1,"conflict.trained","trained","T2",3,"On","15147B",12.54,2.09,2.7,0.2688,3,26.77,0.61,2.1,0.17,3,342,9.59,369.57,10.21,3,2.433,0.007,0.7778,0.2152,0,0.84,114.43,140,3.97,31.79,1
"15147A",1,"conflict.trained","trained","T3",4,"On","15147B",13.59,2.26,2.64,0.3114,1,180.6,4.8,1.96,0.06,1,419,4.8,599.97,17.19,-1,0.533,0.0013,0.7589,0.2189,0.0209,0.81,117.47,130,2.56,12.69,1
"15147A",2,"conflict.trained","trained","Retest",5,"On","15147B",17.78,2.96,3.58,0.3332,5,47.77,1.06,2.17,0.3,5,220,5.74,127.2,3.08,1.82,3.667,0.0083,0.8707,0.1209,0,0.83,98.71,110,2.52,12.01,1
"15147A",2,"conflict.trained","trained","T4_C1",6,"On","15147B",13.38,2.23,2.69,0.3103,14,3.4,0.05,1.61,0.64,15,167,6.6,22.73,0.81,0.91,15.033,0.0291,0.5158,0.4196,0.0355,0.71,105.76,130,1.33,6.15,1.07142857142857
"15147A",2,"conflict.trained","trained","T5_C2",7,"On","15147B",12.13,2.02,2.86,0.2553,5,13.63,0.26,2.04,0.3,5,220,6.66,33.77,1.45,22.69,4.965,0.0092,0.4951,0.4819,0.0138,0.78,112.19,140,4.15,33.25,1
"15147A",2,"conflict.trained","trained","T6_C3",8,"On","15147B",13.31,2.22,2.56,0.3193,9,32.03,0.7,1.82,0.52,9,132,3.7,42.6,1.04,2.31,7.869,0.0145,0.5481,0.3482,0.0892,0.66,112.96,120,0.64,3.28,1
"15147A",3,"conflict.trained","trained","Retention",9,"Off","15147B",21.47,3.58,3.51,0.4549,14,18.8,1.13,3.63,0.65,0,117,6.91,35.17,2.45,20.29,50.534,0.0935,0.3569,0.4103,0.1392,0.44,118.45,150,1.12,5.9,0
"15147B",1,"conflict.yoked","yoked","Hab",1,"Off","15147A",24.83,4.14,3.43,0.4931,30,11.2,0.85,12.71,1.15,0,69,2.39,29.13,1.75,7.06,104.203,0.267,0.3403,0.2173,0.1754,0.19,58.06,130,1.49,5.53,0
"15147B",1,"conflict.yoked","yoked","T1",2,"On","15147A",14.18,2.36,2.25,0.3518,17,2.4,0.08,7.66,1.04,6,107,3.25,22,0.76,2.32,96.338,0.242,0.2856,0.2353,0.237,0.07,140.84,230,1.36,5.05,0.352941176470588
"15147B",1,"conflict.yoked","yoked","T2",3,"On","15147A",10.87,1.81,1.94,0.3032,17,74.9,1.45,1.44,1.17,3,162,3.17,237.47,4.94,4.16,114.067,0.2837,0.4053,0.1296,0.1814,0.32,41.15,100,1.54,5.69,0.176470588235294
"15147B",1,"conflict.yoked","yoked","T3",4,"On","15147A",8.69,1.45,1.62,0.2591,15,18,0.28,2.17,1.1,1,87,1.61,105.3,1.99,2.45,119.369,0.3015,0.3209,0.1675,0.2101,0.22,34.11,70,2.09,9.27,0.0666666666666667
"15147B",2,"conflict.yoked","yoked","Retest",5,"On","15147A",7.3,1.22,1.69,0.2064,17,19.9,0.38,1.96,1.25,5,65,1.55,50.37,1.27,6.09,158.432,0.3922,0.212,0.1127,0.2831,0.25,350.45,40,1.93,5.93,0.294117647058824
"15147B",2,"conflict.yoked","yoked","T4_C1",6,"On","15147A",12.17,2.03,2.76,0.2631,10,22.73,0.9,20.28,0.58,15,159,4.75,182.57,5.63,20.27,37.068,0.0673,0.1991,0.5609,0.1727,0.46,154.02,200,1.65,7.21,1.5
"15147B",2,"conflict.yoked","yoked","T5_C2",7,"On","15147A",8.36,1.39,1.98,0.2227,15,10.83,0.26,30.72,1.01,5,90,2.37,14.83,0.56,1.96,88.767,0.1716,0.2082,0.2644,0.3558,0.09,256.37,20,2.27,10.96,0.333333333333333
"15147B",2,"conflict.yoked","yoked","T6_C3",8,"On","15147A",8.07,1.35,2.13,0.1883,11,62.93,1.9,9.15,0.72,9,88,2.48,121.7,3.13,1.82,83.533,0.165,0.2005,0.3119,0.3226,0.05,212.06,310,1.93,14.75,0.818181818181818
"15147B",3,"conflict.yoked","yoked","Retention",9,"Off","15147A",10.97,1.83,2.05,0.2887,10,19.57,0.43,2.03,0.64,0,138,2.81,77.73,1.52,2.13,60.599,0.1123,0.1691,0.3445,0.3741,0.25,200.68,260,2.09,7.53,0
"15147C",1,"standard.trained","trained","Hab",1,"Off","15147D",21.81,3.64,3.15,0.4407,25,6.87,0.35,20.14,1.03,0,51,3.2,24.9,1.68,9.1,88.002,0.218,0.3152,0.2532,0.2136,0.12,109.55,190,1.09,3.46,0
"15147C",1,"standard.trained","trained","T1",2,"On","15147D",15.09,2.51,2.54,0.3479,4,13.13,0.42,5.38,0.23,4,321,6.19,29.2,1.14,2.32,3.167,0.0081,0.2667,0.5389,0.1863,0.59,178.23,240,2.23,9.85,1
"15147C",1,"standard.trained","trained","T2",3,"On","15147D",13.74,2.29,2.29,0.3395,2,82.37,1.74,1.75,0.13,2,400,10.11,483.2,12.42,1.48,1.267,0.0031,0.2312,0.5964,0.1693,0.65,174.44,200,3.83,24.07,1
"15147C",1,"standard.trained","trained","T3",4,"On","15147D",14.33,2.39,2.39,0.3559,1,445.53,11.59,6.41,0.06,1,445,11.59,599.97,15.62,-1,1.067,0.0026,0.1052,0.8444,0.0478,0.78,180.08,200,2.67,15.61,1
"15147C",2,"standard.trained","trained","Retest",5,"On","15147D",14.37,2.39,2.22,0.385,1,433.5,10.18,2.94,0.07,1,433,10.18,599.97,14.84,-1,0.6,0.0017,0.3638,0.5764,0.0581,0.79,143.23,160,2.27,10.66,1
"15147C",2,"standard.trained","trained","T4_C1",6,"On","15147D",13.26,2.21,2.33,0.3226,2,297.17,6.53,1.69,0.13,2,297,6.53,396.93,9.09,2.17,1.4,0.0032,0.7336,0.2175,0.0456,0.68,102.99,100,1.81,9.95,1
"15147C",2,"standard.trained","trained","T5_C2",7,"On","15147D",12.4,2.07,2.17,0.3232,1,91.23,2.1,1.96,0.07,1,508,2.1,599.97,14.19,-1,0.866,0.0022,0.4459,0.552,0,0.81,137.47,170,0.66,3.12,1
"15147C",2,"standard.trained","trained","T6_C3",8,"On","15147D",12.99,2.17,2.17,0.3405,0,599.97,14.39,-1,0,0,599,14.39,599.97,14.39,-1,0,0,0.4541,0.5324,0.0135,0.84,139.39,150,1.35,8.18,0
"15147C",3,"standard.trained","trained","Retention",9,"Off","15147D",15.37,2.56,2.37,0.3893,2,492.5,11.79,9.84,0.13,0,492,11.79,527.87,13.19,7.81,11.399,0.0304,0.1946,0.7007,0.0742,0.67,168.01,180,2.7,13.44,0
"15147D",1,"standard.yoked","yoked","Hab",1,"Off","15147C",24.19,4.03,3.4,0.4944,34,8.33,0.52,9.04,1.32,0,50,2.5,24.23,1.19,10.24,109.605,0.2776,0.379,0.1582,0.1852,0.21,49.64,120,1.19,4.46,0
"15147D",1,"standard.yoked","yoked","T1",2,"On","15147C",9.53,1.59,1.63,0.2854,17,0.53,0,-1,1.31,4,102,2.63,9.37,0.18,2.88,116.764,0.2905,0.1006,0.2547,0.3542,0.26,279.21,0,0.77,3.36,0.235294117647059
"15147D",1,"standard.yoked","yoked","T2",3,"On","15147C",9.81,1.64,1.64,0.2955,16,22.9,0.13,6.13,1.25,2,84,1.18,69.4,0.96,1.56,78.605,0.1955,0.2297,0.3321,0.2427,0.13,189.26,260,0.23,2.13,0.125
"15147D",1,"standard.yoked","yoked","T3",4,"On","15147C",7.97,1.33,1.46,0.2697,12,15.3,0.03,0,1.24,1,135,0.62,150.43,0.65,0.16,109.592,0.2859,0.2626,0.3262,0.1253,0.13,117.73,170,-0.12,1.47,0.0833333333333333
"15147D",2,"standard.yoked","yoked","Retest",5,"On","15147C",8.68,1.45,1.56,0.2807,17,0.53,0,-1,1.5,1,78,0.36,49.93,0.16,0.35,102.338,0.2565,0.2453,0.2737,0.2244,0.03,120.86,190,0.22,1.75,0.0588235294117647
"15147D",2,"standard.yoked","yoked","T4_C1",6,"On","15147C",4.59,0.76,1.06,0.2093,12,31.8,0.09,0.31,1.76,2,57,0.17,89.1,0.28,0.16,93.932,0.2373,0.3135,0.2309,0.2183,0.11,93.45,140,-0.94,2.97,0.166666666666667
"15147D",2,"standard.yoked","yoked","T5_C2",7,"On","15147C",2.99,0.5,0.57,0.1756,11,11.23,0.02,0.22,2.42,1,68,0.15,69.63,0.15,0.16,103.302,0.2664,0.3108,0.2472,0.1756,0.13,81.43,150,-1.16,3.68,0.0909090909090909
"15147D",2,"standard.yoked","yoked","T6_C3",8,"On","15147C",3,0.5,0.58,0.1463,11,30.03,0.12,0.56,1.77,0,60,0.26,86.53,0.37,0.47,97.565,0.243,0.2913,0.2248,0.241,0.07,57.47,110,-0.34,2.15,0
"15147D",3,"standard.yoked","yoked","Retention",9,"Off","15147C",4.06,0.68,0.78,0.2004,12,45.87,0.2,0.31,2.19,0,72,0.29,106.53,0.38,0.99,98.271,0.2538,0.3172,0.235,0.1939,0.11,78.61,140,-1.38,3.55,0
"15148A",1,"conflict.trained","trained","Hab",1,"Off","15148B",25.7,4.28,3.61,0.478,28,0.5,0,-1,1.04,0,59,4.38,9.2,0.73,11.03,117.834,0.3046,0.2771,0.2026,0.2157,0.1,33.4,70,1.53,6.04,0
"15148A",1,"conflict.trained","trained","T1",2,"On","15148B",13.87,2.31,2.97,0.2793,7,8.73,0.28,7.73,0.36,7,266,3.68,40.13,1.38,2.69,7.266,0.0193,0.3887,0.5684,0.0235,0.7,142.71,170,2.43,11.91,1
"15148A",1,"conflict.trained","trained","T2",3,"On","15148B",13.03,2.17,2.44,0.3013,1,454.03,12.16,3,0.06,1,454,12.16,599.97,16.27,-1,0.999,0.0025,0.2802,0.6879,0.0294,0.72,156.82,190,1.73,7.07,1
"15148A",1,"conflict.trained","trained","T3",4,"On","15148B",12.77,2.13,2.59,0.2845,1,69.07,1.89,3.28,0.06,1,530,1.89,599.97,16.3,-1,0.6,0.0014,0.192,0.7509,0.0557,0.74,172.87,210,1.48,5.71,1
"15148A",2,"conflict.trained","trained","Retest",5,"On","15148B",16.26,2.71,3.27,0.2919,0,599.97,16.5,-1,0,0,599,16.5,599.97,16.5,-1,0,0,0.3857,0.5914,0.0229,0.73,150.86,200,1.8,7.36,0
"15148A",2,"conflict.trained","trained","T4_C1",6,"On","15148B",13.35,2.23,2.77,0.2869,17,6.43,0.19,1.34,0.84,24,297,3.45,10.93,0.39,8.63,28.402,0.056,0.3224,0.4041,0.2175,0.33,136.31,190,2.8,17.37,1.41176470588235
"15148A",2,"conflict.trained","trained","T5_C2",7,"On","15148B",11.79,1.97,2.47,0.2634,5,6.83,0.13,1.25,0.29,5,469,2.07,77.73,2.46,20.62,5.201,0.0093,0.0602,0.6141,0.3164,0.65,192.71,220,2.77,17.47,1
"15148A",2,"conflict.trained","trained","T6_C3",8,"On","15148B",12.01,2,2.45,0.2645,9,54.43,1.42,1.75,0.55,9,177,5.33,64.37,1.77,2.1,6,0.0112,0.325,0.4706,0.1932,0.42,136.55,160,3.9,30.29,1
"15148A",3,"conflict.trained","trained","Retention",9,"Off","15148B",12.62,2.1,2.49,0.305,11,75.37,2.87,9.31,0.7,0,179,5.07,83.67,3.03,14.38,73.8,0.1418,0.1273,0.4695,0.2615,0.22,180.83,230,2.31,13.67,0
"15148B",1,"conflict.yoked","yoked","Hab",1,"Off","15148A",28.28,4.71,3.99,0.5293,35,14.6,1.01,14.81,1.2,0,63,3.81,48.2,2.82,1.66,88.033,0.2259,0.3034,0.2352,0.2355,0.09,67.8,330,1.25,4.65,0
"15148B",1,"conflict.yoked","yoked","T1",2,"On","15148A",15.39,2.56,2.44,0.3704,22,0.53,0,-1,1.3,7,59,2.01,40.83,1.48,9.92,150.899,0.3616,0.2579,0.1724,0.2081,0.14,22.47,80,0.77,2.93,0.318181818181818
"15148B",1,"conflict.yoked","yoked","T2",3,"On","15148A",14.8,2.47,2.28,0.3844,23,50.57,1.26,9.58,1.29,1,50,1.26,84.9,2.24,2.39,118.57,0.294,0.3051,0.2268,0.1741,0.13,62.72,140,0.64,2.74,0.0434782608695652
"15148B",1,"conflict.yoked","yoked","T3",4,"On","15148A",12.89,2.15,2.1,0.341,15,24.8,0.45,1.82,0.91,1,138,3.27,63.73,1.35,1.69,75.198,0.1894,0.3776,0.2834,0.1497,0.27,116.22,180,1.59,5.1,0.0666666666666667
"15148B",2,"conflict.yoked","yoked","Retest",5,"On","15148A",13.31,2.22,2.1,0.3761,18,15,0.24,2.24,1.14,0,96,2.25,40.53,0.9,2.18,105.865,0.2589,0.3761,0.2188,0.1462,0.22,75.22,140,0.96,3.25,0
"15148B",2,"conflict.yoked","yoked","T4_C1",6,"On","15148A",17.39,2.9,3.52,0.3297,15,41,1.95,25.13,0.76,24,248,11.35,54.3,2.47,5.72,70.166,0.1307,0.1926,0.4504,0.2263,0.28,162.66,220,1.15,3.68,1.6
"15148B",2,"conflict.yoked","yoked","T5_C2",7,"On","15148A",11.16,1.86,1.99,0.3259,17,6.77,0.16,27.48,1.21,5,92,2.52,30.23,1.03,15.53,129.666,0.267,0.2137,0.2289,0.2904,0.13,356.69,10,0.42,2.45,0.294117647058824
"15148B",2,"conflict.yoked","yoked","T6_C3",8,"On","15148A",14.55,2.42,2.84,0.3427,29,8.87,0.2,1.89,1.69,9,61,1.52,56.57,1.44,1.96,224.426,0.4881,0.0911,0.1945,0.2263,0.36,351.3,40,0.96,3.12,0.310344827586207
"15148B",3,"conflict.yoked","yoked","Retention",9,"Off","15148A",7.67,1.28,1.53,0.2566,11,45.93,0.83,1.69,1.07,0,119,1.63,108.9,1.47,0.16,89.331,0.1741,0.1868,0.3081,0.331,0.08,207.13,260,-0.11,1.83,0
"15148C",1,"conflict.trained","trained","Hab",1,"Off","15148D",20.54,3.42,3,0.4104,25,2.73,0.17,5.81,1.07,0,82,4.2,14.3,1.01,6.63,97.966,0.2554,0.2866,0.2395,0.2185,0.1,67.22,150,1.05,3.58,0
"15148C",1,"conflict.trained","trained","T1",2,"On","15148D",13.33,2.22,2.47,0.3054,7,0.87,0,-1,0.42,7,197,5.71,28.17,0.98,3.34,6.666,0.017,0.5186,0.439,0.0254,0.72,131.45,160,1.87,8,1
"15148C",1,"conflict.trained","trained","T2",3,"On","15148D",13.72,2.29,2.43,0.3233,3,46.07,0.7,1.78,0.19,3,367,8.98,93.9,1.83,2.24,1.968,0.005,0.2055,0.6884,0.101,0.67,168.16,190,4.03,20.9,1
"15148C",1,"conflict.trained","trained","T3",4,"On","15148D",15.32,2.55,3.22,0.2866,12,18.5,0.39,2.69,0.64,15,150,4.46,97.93,2.53,3.31,18.833,0.0514,0.5103,0.2973,0.1411,0.46,121.63,150,2.84,18.52,1.25
"15148C",2,"conflict.trained","trained","Retest",5,"On","15148D",13.11,2.19,2.57,0.2973,4,226.2,5.66,1.88,0.24,4,226,5.66,381.33,10.22,5.22,2.932,0.0071,0.7521,0.2141,0.0267,0.73,114.03,120,3.84,28.78,1
"15148C",2,"conflict.trained","trained","T4_C1",6,"On","15148D",15.36,2.56,3.32,0.2938,32,18.17,0.57,2.17,1.62,33,49,1.63,30.37,0.94,1.89,27.201,0.0657,0.6312,0.1457,0.1574,0.6,70.41,80,2.07,7.91,1.03125
"15148C",2,"conflict.trained","trained","T5_C2",7,"On","15148D",12.19,2.03,2.98,0.244,28,15,0.49,1.75,1.56,28,84,2.75,31.6,1.08,2.17,20.163,0.046,0.5833,0.227,0.1437,0.59,81.23,80,2.49,14.6,1
"15148C",2,"conflict.trained","trained","T6_C3",8,"On","15148D",12.66,2.11,2.96,0.2755,23,21.8,0.41,1.54,1.31,23,91,2.33,25.57,0.5,1.68,15.599,0.0358,0.8266,0.1302,0.0074,0.85,78.34,90,3.45,27.04,1
"15148C",3,"conflict.trained","trained","Retention",9,"Off","15148D",9.07,1.51,1.77,0.239,9,21.37,1.02,11.06,0.7,0,116,2.46,42.67,1.43,12.21,78.035,0.1535,0.1344,0.2837,0.4284,0.21,247.64,310,1.23,3.97,0
"15148D",1,"conflict.yoked","yoked","Hab",1,"Off","15148C",21.66,3.61,3.1,0.4637,25,12.5,0.46,10.08,1.1,0,53,2.14,26.37,1.16,8.85,126.207,0.3237,0.2894,0.1942,0.1927,0.15,30.01,90,1.02,3.9,0
"15148D",1,"conflict.yoked","yoked","T1",2,"On","15148C",11.57,1.93,1.99,0.3,16,11.07,0.2,2.25,1.09,7,145,3.65,38.67,0.85,4.15,55.166,0.1406,0.3006,0.2755,0.2833,0.15,164.65,230,0.81,3.48,0.4375
"15148D",1,"conflict.yoked","yoked","T2",3,"On","15148C",8.65,1.44,1.55,0.2466,17,74.77,1.38,8.39,1.37,3,80,1.56,155.47,3.09,0.49,123.634,0.3037,0.2248,0.2048,0.2666,0.12,329.94,20,1,3.66,0.176470588235294
"15148D",1,"conflict.yoked","yoked","T3",4,"On","15148C",12.02,2,2.76,0.2685,18,18.37,0.59,29.07,1.06,15,101,2.59,44.43,1.19,2.54,120.003,0.3095,0.3309,0.09,0.2696,0.26,12.78,70,2.35,9.65,0.833333333333333
"15148D",2,"conflict.yoked","yoked","Retest",5,"On","15148C",11.41,1.9,2.27,0.2782,13,90.47,1.81,1.75,0.83,4,152,3.12,243.4,5.52,8.25,83.668,0.2085,0.1145,0.2694,0.4076,0.31,262.12,300,1.24,6.83,0.307692307692308
"15148D",2,"conflict.yoked","yoked","T4_C1",6,"On","15148C",17.76,2.96,3.47,0.3259,17,3.2,0.17,9.93,0.8,33,91,3.68,94.73,3.84,21.98,71.634,0.1425,0.1573,0.252,0.4483,0.2,264.67,320,1.23,5.03,1.94117647058824
"15148D",2,"conflict.yoked","yoked","T5_C2",7,"On","15148C",15,2.5,3.19,0.3051,15,13.13,0.17,1.22,0.78,28,122,4.23,56.7,1.87,11.46,76.501,0.1518,0.2156,0.3478,0.2848,0.08,158.4,170,1.42,5.11,1.86666666666667
