"ID","Year","Genotype","TrainProtocol","TrainSequence","TrainGroup","Day","TrainSession","ShockOnOff","PairedPartner","Experimenter","Housing","TestLocation","APA","APA2","TrainSessionCombo","pair1","pair2","TrainSessionComboNum","SdevSpeedArena","Linearity.Arena.","NumEntrances","Time1stEntr","Path1stEntr","Speed1stEntr.cm.s.","Dist1stEntr.m.","NumShock","MaxTimeAvoid","Time2ndEntr","Path2ndEntr","Speed2ndEntr","TimeTarget","pTimeTarget","pTimeCCW","pTimeOPP","pTimeCW","RayleigLength","RayleigAngle","PolarAvgVal","PolarSdVal","PolarMinVal","PolarMinBin","Min50.RngLoBin","Min50.RngHiBin","PolarMaxVal","PolarMaxBin","Max50.RngLoBin","Max50.RngHiBin","AnnularMinVal","AnnularMinBin","AnnularMaxVal","AnnularMaxBin","AnnularAvg","AnnularSd","AnnularSkewnes","AnnularKurtosis","Speed1","Speed2"
"15143A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15143A_T4_C1","15143B_T4_C1",6,2.87,0.2704,12,0.5,0,-1,0.59,14,245,4.83,0.2,7.67,16.098,0.0342,0.0164,0.0431,0.9063,0.8,278.8,189.01,41.13,2e-04,150,300,270,0.1285,300,250,310,0.0014,3.5,0.5064,16.6,16.12,8.06,2.3,17.34,0,0.041407867494824
"15143A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15143A_T5_C2","15143B_T5_C2",7,2.7,0.2416,2,278.13,7.88,2.03,0.12,2,317,282.47,8.09,4.69,2.1,0.0036,0.0129,0.3765,0.607,0.75,222.68,133.22,43.86,0,70,240,200,0.1012,210,190,260,7e-04,3.5,0.5049,16.6,15.84,8.94,1.66,8.24,0.02833207492899,0.0286402095797784
"15143A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15143A_T6_C3","15143B_T6_C3",8,2.5,0.3203,1,487.9,13.89,5.16,0.06,1,487,599.97,17.18,-1,0.9,0.0016,0.0211,0.452,0.5253,0.7,214.88,128.85,49.35,0,350,230,180,0.0979,210,170,250,0.0059,3.5,0.3888,16.6,15.68,12.85,1.78,7.19,0.0284689485550318,0.0286347650715869
"15143A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15143B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15143A_Retention","15143B_Retention",9,1.43,0.1823,8,44.2,0.92,1.75,0.61,33,130,88.87,1.95,2.17,61.634,0.1122,0.2187,0.4063,0.2628,0.29,159.69,152.3,101.81,0.0074,320,210,100,0.0481,210,100,240,0.0082,18,0.3422,15,14.28,16.35,1.85,7.9,0.020814479638009,0.0219421627095758
"15144A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15144A_Hab","15144B_Hab",1,4.22,0.5421,33,20.23,0.99,8.1,1.02,64,48,33,1.9,9.99,122.296,0.3015,0.2639,0.2049,0.2298,0.07,10.31,175.04,102.45,0.0187,270,140,350,0.0427,350,280,100,0.0131,18,0.4132,15,13.78,14.93,1.93,8.16,0.0489372219476026,0.0575757575757576
"15144A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15144A_T1","15144B_T1",2,2.73,0.2865,12,7.97,0.23,12.04,0.67,12,97,31.57,1.33,3.65,9.498,0.0246,0.6286,0.334,0.0128,0.68,115.51,204.78,50.98,2e-04,340,140,90,0.0849,120,70,150,0.0023,3.5,0.3565,16.6,16.45,9.67,2.02,12.41,0.0288582183186951,0.0421286031042129
"15144A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15144A_T2","15144B_T2",3,2.41,0.3628,4,7.7,0.16,2.31,0.24,4,360,60.83,1.61,2.39,4.2,0.0107,0.194,0.5808,0.2144,0.57,185.52,253.43,62.11,0,340,230,170,0.0827,200,150,240,0.0139,8.5,0.3207,16.6,16.1,14.4,2.79,14.25,0.0207792207792208,0.0264672036823936
"15144A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15144A_T3","15144B_T3",4,2.31,0.3982,1,400.93,10.96,2.99,0.06,1,400,599.97,16.08,-1,1.3,0.0032,0.0464,0.5718,0.3786,0.73,211.05,271.83,53.67,0,0,240,200,0.087,240,180,250,0.003,3.5,0.5344,16.6,16.13,9.21,3.62,28.76,0.0273364427705585,0.0268013400670033
"15144A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15144A_Retest","15144B_Retest",5,3.22,0.2413,1,375.97,11.65,10,0.06,1,375,599.97,17.96,-1,1.3,0.0033,0.1066,0.7817,0.1084,0.71,175.21,251.32,51.27,0,0,190,150,0.1095,160,130,200,0.0099,3.5,0.4098,16.6,15.94,13.48,2.73,14.14,0.0309865148815065,0.0299348300748371
"15144A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15144A_T4_C1","15144B_T4_C1",6,2.52,0.2998,23,7.73,0.22,26.53,1.22,26,87,12.63,0.55,1.96,27.469,0.0575,0.2195,0.3776,0.3455,0.17,153.4,175.01,108.26,0.002,10,160,30,0.0572,40,20,180,0.003,11.1,0.5617,16.6,16.07,14.31,4.05,22.95,0.0284605433376455,0.0435471100554236
"15144A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15144A_T5_C2","15144B_T5_C2",7,2.63,0.3584,3,48.6,1.07,1.96,0.19,3,479,62.27,1.5,1.96,2.567,0.0045,0.3047,0.6393,0.0515,0.75,134.18,102.54,73.22,0,270,160,120,0.1126,140,100,170,0.0015,3.5,0.572,16.6,16.55,7.55,2.93,20.61,0.0220164609053498,0.0240886462180825
"15144A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15144A_T6_C3","15144B_T6_C3",8,2.64,0.3564,1,388.47,9.84,2.52,0.06,1,388,599.97,16.09,-1,0.934,0.0016,0.1818,0.7246,0.0921,0.77,153.52,79.65,45.21,0,10,160,120,0.1211,150,110,180,0.0038,8.5,0.488,16.6,15.92,11.54,3.79,24.56,0.0253301413236543,0.026818007567045
"15144A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15144B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15144A_Retention","15144B_Retention",9,2.59,0.3379,0,599.97,16.51,-1,0,0,599,599.97,16.51,-1,0.034,1e-04,0.1796,0.6695,0.1508,0.71,158.34,89.13,51.38,0,0,170,130,0.1006,160,110,180,4e-04,3.5,0.4658,16.6,15.84,8.38,1.59,8.64,0.0275180425687951,0.0275180425687951
"15145A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15145A_Hab","15145B_Hab",1,4.66,0.5416,39,3.1,0.17,6.23,1.11,59,44,13.2,1.27,16.78,116.634,0.2874,0.3077,0.1949,0.21,0.16,44.06,167,95.53,0.013,180,100,330,0.0457,50,310,110,0.0183,18,0.3314,15,13.67,18.54,1.8,6.79,0.0548387096774194,0.0962121212121212
"15145A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15145A_T1","15145B_T1",2,2.78,0.3086,6,17.5,0.82,10.98,0.32,6,245,22.73,1.19,1.22,4.798,0.0122,0.14,0.6341,0.2136,0.62,187.87,249.44,62.69,2e-04,10,210,150,0.0795,210,140,230,1e-04,19.4,0.353,16.6,15.35,18.55,2.15,8.45,0.0468571428571429,0.0523537175538935
"15145A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15145A_T2","15145B_T2",3,2.3,0.2943,2,51.63,0.98,1.88,0.12,2,500,99.33,2.48,2.04,3.867,0.0088,0.2049,0.7546,0.0317,0.73,164.57,249.65,46.84,3e-04,350,200,160,0.1197,180,140,210,0.0116,8.5,0.4651,16.6,15.85,13.62,2.99,15.26,0.0189812124733682,0.0249672807812343
"15145A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15145A_T3","15145B_T3",4,2.44,0.3682,1,324.37,8.84,4.21,0.06,1,324,599.97,16.36,-1,0.633,0.0015,0.1797,0.7551,0.0637,0.76,166.51,250.13,43.89,0,0,190,150,0.1076,170,140,210,6e-04,3.5,0.4427,15,15.28,9.64,1.54,7.27,0.0272528285599778,0.0272680300681701
"15145A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15145A_Retest","15145B_Retest",5,4.11,0.3278,6,50,1.63,1.82,0.33,6,168,70.93,2.31,1.91,4.834,0.0108,0.9787,0.0105,0,0.9,87.19,177.22,26.19,0,0,100,80,0.1422,80,60,110,1e-04,3.5,0.5558,16.6,16.09,7.43,1.73,9.22,0.0326,0.0325673198928521
"15145A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15145A_T4_C1","15145B_T4_C1",6,2.58,0.3167,27,0.53,0,-1,1.07,29,115,10.77,0.44,7.56,30.201,0.0701,0.7473,0.146,0.0366,0.76,74.34,231.27,115.13,2e-04,230,80,50,0.117,80,40,100,0.0043,8.5,0.5193,16.6,16.43,10.64,3.4,22.49,0,0.0408542246982358
"15145A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15145A_T5_C2","15145B_T5_C2",7,2.58,0.3284,4,102.37,2.85,2.24,0.24,4,205,292.8,7.85,1.75,3.534,0.0065,0.8266,0.1669,0,0.9,92.89,167.67,156.58,0,0,100,80,0.1579,100,70,120,1e-04,19.4,0.5056,16.6,17.01,5.29,1.17,6.4,0.0278401875549477,0.0268101092896175
"15145A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15145A_T6_C3","15145B_T6_C3",8,2.91,0.2486,4,183.37,5.41,2.04,0.25,4,187,282.6,7.89,1.96,5.834,0.0103,0.5997,0.3841,0.0059,0.86,108.31,113.5,100.16,0,200,130,100,0.1308,100,80,140,5e-04,11.1,0.5637,16.6,16.88,5.52,1.97,17.18,0.0295031902710367,0.0279193205944798
"15145A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15145B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15145A_Retention","15145B_Retention",9,2.33,0.33,0,600,15.06,-1,0,0,599,600,15.06,-1,0,0,0.395,0.5949,0.0101,0.86,128.17,80.87,53.1,0,0,150,120,0.1223,130,100,160,0.0029,8.5,0.5341,16.6,16.66,6.69,2.44,16.61,0.0251,0.0251
"15146A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15146A_Hab","15146B_Hab",1,4.73,0.5499,37,1.97,0.01,7.27,1,66,50,10.83,0.87,21.44,112.933,0.2949,0.2624,0.2254,0.2173,0.05,44.77,171.46,100.05,0.0172,260,140,350,0.042,140,60,260,3e-04,19.4,0.3499,15,13.95,18.06,1.77,7.29,0.0050761421319797,0.0803324099722992
"15146A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15146A_T1","15146B_T1",2,2.56,0.3233,15,9.17,0.32,7.64,0.88,25,98,46.17,1.31,2.31,35.934,0.0939,0.6312,0.2368,0.0381,0.61,102.76,191.98,58.37,7e-04,340,140,80,0.0773,80,60,150,0.0225,3.5,0.3026,18,15.46,20,1.6,6,0.0348964013086151,0.0283734026424085
"15146A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15146A_T2","15146B_T2",3,2.33,0.3678,2,8.47,0.15,1.78,0.13,2,415,423.57,11.3,2.04,2.369,0.006,0.4558,0.485,0.0532,0.72,138.78,223.09,49.58,0,0,160,120,0.1055,120,100,170,0.008,8.5,0.3591,18,16.66,13.52,2.98,17.93,0.0177095631641086,0.026677998913993
"15146A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15146A_T3","15146B_T3",4,2.26,0.3548,1,473.43,11.38,1.61,0.07,1,473,599.97,14.62,-1,0.901,0.0026,0.4121,0.538,0.0472,0.78,141.65,227.29,43.64,0,0,160,130,0.1424,140,110,170,0.004,11.1,0.3556,18,16.59,10.93,1.83,10.24,0.0240373444859853,0.0243678850609197
"15146A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15146A_Retest","15146B_Retest",5,3.11,0.3102,1,400.37,10.56,0.78,0.06,1,400,599.97,16.3,-1,0.533,0.0014,0.1599,0.7456,0.0932,0.74,165.87,246.37,46.54,0,0,170,130,0.1185,160,120,190,0.0032,3.5,0.359,16.6,16.12,12.34,2.03,9.47,0.0263756025676249,0.0271680250679201
"15146A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15146A_T4_C1","15146B_T4_C1",6,2.45,0.3438,24,0.53,0,-1,1.23,26,76,6.47,0.3,1.61,24.033,0.054,0.7556,0.0934,0.0971,0.66,71.37,224.2,117.16,0,220,100,70,0.1208,90,50,110,1e-04,19.4,0.428,16.6,16.16,8.91,2.08,14.41,0,0.0463678516228748
"15146A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15146A_T5_C2","15146B_T5_C2",7,2.31,0.3562,1,542.4,14.28,2.82,0.06,1,542,599.97,15.96,-1,0.634,0.0011,0.2202,0.7477,0.031,0.81,146.6,80.14,43.92,0,0,170,140,0.115,160,120,180,0.0011,3.5,0.3764,18,16.72,9.94,2.17,11.61,0.0263274336283186,0.0266013300665033
"15146A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15146A_T6_C3","15146B_T6_C3",8,2.36,0.3718,1,372.7,9.33,2.82,0.06,1,372,599.97,15.45,-1,1.133,0.0019,0.2074,0.7442,0.0465,0.81,143.79,77.16,44.14,0,0,150,120,0.1317,140,110,170,0.0078,11.1,0.3375,18,15.96,17.4,2.37,9.5,0.0250335390394419,0.0257512875643782
"15146A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15146B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15146A_Retention","15146B_Retention",9,2.37,0.354,0,599.97,15.67,-1,0,0,599,599.97,15.67,-1,0,0,0.107,0.8342,0.0588,0.83,156.97,75.32,36.36,0,0,170,140,0.1261,140,120,180,0.0061,19.4,0.3682,16.6,16.32,9.96,1.56,7.53,0.0261179725652949,0.0261179725652949
"15147A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15147A_Hab","15147B_Hab",1,3.5,0.5008,32,6.1,0.48,8.84,1.17,48,56,13.73,0.93,13,81.968,0.2032,0.2868,0.2464,0.2636,0.04,101.53,182.83,102.89,0.0159,350,220,60,0.039,70,10,190,0.012,18,0.3075,15,13.25,18.8,1.49,5.54,0.0786885245901639,0.0677348871085215
"15147A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15147A_T1","15147B_T1",2,3.07,0.3814,5,4.33,0.31,7.1,0.23,6,215,44.37,1.97,3.26,6.132,0.0155,0.3561,0.5543,0.0742,0.67,148.83,234.92,51.54,2e-04,300,160,110,0.0904,160,100,180,2e-04,19.4,0.3707,16.6,15.38,20.72,2.16,7.58,0.0715935334872979,0.0443993689429795
"15147A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15147A_T2","15147B_T2",3,2.7,0.2688,3,26.77,0.61,2.1,0.17,3,342,369.57,10.21,3,2.433,0.007,0.7778,0.2152,0,0.84,114.43,203.76,33.35,0,0,140,110,0.132,120,90,150,0.0011,11.1,0.5624,18,17.52,8.58,3.97,31.79,0.0227867015315652,0.0276267013015126
"15147A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15147A_T3","15147B_T3",4,2.64,0.3114,1,180.6,4.8,1.96,0.06,1,419,599.97,17.19,-1,0.533,0.0013,0.7589,0.2189,0.0209,0.81,117.47,209.02,38.97,0,0,130,100,0.1227,110,80,140,0.0028,3.5,0.485,18,17.07,11.89,2.56,12.69,0.026578073089701,0.0286514325716286
"15147A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15147A_Retest","15147B_Retest",5,3.58,0.3332,5,47.77,1.06,2.17,0.3,5,220,127.2,3.08,1.82,3.667,0.0083,0.8707,0.1209,0,0.83,98.71,190.17,35.51,0,0,110,80,0.1261,90,60,120,0.0082,3.5,0.4059,18,16.64,13.38,2.52,12.01,0.0221896587816621,0.0242138364779874
"15147A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15147A_T4_C1","15147B_T4_C1",6,2.69,0.3103,14,3.4,0.05,1.61,0.64,15,167,22.73,0.81,0.91,15.033,0.0291,0.5158,0.4196,0.0355,0.71,105.76,150.32,131.9,4e-04,310,130,80,0.09,130,70,150,2e-04,19.4,0.3272,16.6,15.69,12.22,1.33,6.15,0.0147058823529412,0.0356357237131544
"15147A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15147A_T5_C2","15147B_T5_C2",7,2.86,0.2553,5,13.63,0.26,2.04,0.3,5,220,33.77,1.45,22.69,4.965,0.0092,0.4951,0.4819,0.0138,0.78,112.19,125.8,109.56,3e-04,10,140,110,0.1209,120,90,150,0.0031,8.5,0.3811,16.6,16.02,11.61,4.15,33.25,0.0190755685986794,0.0429375185075511
"15147A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15147A_T6_C3","15147B_T6_C3",8,2.56,0.3193,9,32.03,0.7,1.82,0.52,9,132,42.6,1.04,2.31,7.869,0.0145,0.5481,0.3482,0.0892,0.66,112.96,141.38,121.49,0,0,120,80,0.1058,110,60,130,3e-04,8.5,0.397,18,16.71,7.16,0.64,3.28,0.0218545113955667,0.0244131455399061
"15147A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15147B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15147A_Retention","15147B_Retention",9,3.51,0.4549,14,18.8,1.13,3.63,0.65,30,117,35.17,2.45,20.29,50.534,0.0935,0.3569,0.4103,0.1392,0.44,118.45,141.1,111.58,0.0054,320,150,80,0.0844,120,70,170,0.0051,3.5,0.3505,15,15.08,13.16,1.12,5.9,0.0601063829787234,0.0696616434461189
"15148A",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15148A_Hab","15148B_Hab",1,3.61,0.478,28,0.5,0,-1,1.04,61,59,9.2,0.73,11.03,117.834,0.3046,0.2771,0.2026,0.2157,0.1,33.4,168.93,98.97,0.0142,270,70,290,0.0415,350,270,80,0.0021,19.4,0.3481,13.2,13.18,18.46,1.53,6.04,0,0.0793478260869565
"15148A",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15148A_T1","15148B_T1",2,2.97,0.2793,7,8.73,0.28,7.73,0.36,7,266,40.13,1.38,2.69,7.266,0.0193,0.3887,0.5684,0.0235,0.7,142.71,230.71,48.14,1e-04,300,170,120,0.0946,140,110,190,0.0049,3.5,0.4998,18,16.7,12.88,2.43,11.91,0.0320733104238259,0.0343882382257663
"15148A",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15148A_T2","15148B_T2",3,2.44,0.3013,1,454.03,12.16,3,0.06,1,454,599.97,16.27,-1,0.999,0.0025,0.2802,0.6879,0.0294,0.72,156.82,241.88,48.4,0,10,190,140,0.0942,180,120,200,0.0028,3.5,0.3626,18,16.23,11.79,1.73,7.07,0.026782371208951,0.0271180225677951
"15148A",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15148A_T3","15148B_T3",4,2.59,0.2845,1,69.07,1.89,3.28,0.06,1,530,599.97,16.3,-1,0.6,0.0014,0.192,0.7509,0.0557,0.74,172.87,258.7,44.54,0,0,210,170,0.1026,200,150,220,1e-04,3.5,0.3859,16.6,16.48,9.49,1.48,5.71,0.0273635442304908,0.0271680250679201
"15148A",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15148A_Retest","15148B_Retest",5,3.27,0.2919,0,599.97,16.5,-1,0,0,599,599.97,16.5,-1,0,0,0.3857,0.5914,0.0229,0.73,150.86,238.14,45.27,0,0,200,150,0.0786,150,100,190,0.0055,3.5,0.3258,16.6,15.93,13.96,1.8,7.36,0.0275013750687534,0.0275013750687534
"15148A",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15148A_T4_C1","15148B_T4_C1",6,2.77,0.2869,17,6.43,0.19,1.34,0.84,24,297,10.93,0.39,8.63,28.402,0.056,0.3224,0.4041,0.2175,0.33,136.31,165.41,116.27,0.0018,0,190,80,0.0607,190,110,250,9e-04,19.4,0.4252,18,16.52,11.97,2.8,17.37,0.0295489891135303,0.0356816102470265
"15148A",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15148A_T5_C2","15148B_T5_C2",7,2.47,0.2634,5,6.83,0.13,1.25,0.29,5,469,77.73,2.46,20.62,5.201,0.0093,0.0602,0.6141,0.3164,0.65,192.71,123.03,60.95,1e-04,0,220,180,0.1242,210,160,230,0.0023,8.5,0.4483,18,16.64,10.89,2.77,17.47,0.0190336749633968,0.0316480123504438
"15148A",2015,"WT","3-day","train-conflict","trained",2,"C3","On","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T6_C3","15148A_T6_C3","15148B_T6_C3",8,2.45,0.2645,9,54.43,1.42,1.75,0.55,9,177,64.37,1.77,2.1,6,0.0112,0.325,0.4706,0.1932,0.42,136.55,150.85,111.48,1e-04,0,160,70,0.0577,80,60,180,0.0019,8.5,0.3588,16.6,16.29,11.55,3.9,30.29,0.0260885541061914,0.0274972813422402
"15148A",2015,"WT","3-day","train-conflict","trained",3,"Retention","Off","15148B","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retention","15148A_Retention","15148B_Retention",9,2.49,0.305,11,75.37,2.87,9.31,0.7,40,179,83.67,3.03,14.38,73.8,0.1418,0.1273,0.4695,0.2615,0.22,180.83,161.89,98.01,0.0098,100,230,130,0.0658,190,110,240,0.0052,8.5,0.3578,16.6,16.12,11.79,2.31,13.67,0.0380788111980894,0.0362136966654715
"15148C",2015,"WT","3-day","train-conflict","trained",1,"Hab","Off","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Hab","15148C_Hab","15148D_Hab",1,3,0.4104,25,2.73,0.17,5.81,1.07,50,82,14.3,1.01,6.63,97.966,0.2554,0.2866,0.2395,0.2185,0.1,67.22,171.38,97.63,0.0148,240,150,10,0.0387,40,10,180,0.0023,18,0.3001,13.2,12.42,19.2,1.05,3.58,0.0622710622710623,0.0706293706293706
"15148C",2015,"WT","3-day","train-conflict","trained",1,"T1","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T1","15148C_T1","15148D_T1",2,2.47,0.3054,7,0.87,0,-1,0.42,7,197,28.17,0.98,3.34,6.666,0.017,0.5186,0.439,0.0254,0.72,131.45,220.9,46.58,3e-04,320,160,120,0.0906,140,100,170,0.0197,3.5,0.2961,16.6,15.04,17.1,1.87,8,0,0.0347887823926163
"15148C",2015,"WT","3-day","train-conflict","trained",1,"T2","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T2","15148C_T2","15148D_T2",3,2.43,0.3233,3,46.07,0.7,1.78,0.19,3,367,93.9,1.83,2.24,1.968,0.005,0.2055,0.6884,0.101,0.67,168.16,247.63,53.52,0,0,190,140,0.0833,170,120,200,0.0036,11.1,0.4422,16.6,16.32,15.29,4.03,20.9,0.0151942695897547,0.0194888178913738
"15148C",2015,"WT","3-day","train-conflict","trained",1,"T3","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T3","15148C_T3","15148D_T3",4,3.22,0.2866,12,18.5,0.39,2.69,0.64,15,150,97.93,2.53,3.31,18.833,0.0514,0.5103,0.2973,0.1411,0.46,121.63,195.05,76.1,0.0021,0,150,80,0.0811,130,60,160,2e-04,19.4,0.3891,16.6,16.4,10.63,2.84,18.52,0.0210810810810811,0.0258347799448586
"15148C",2015,"WT","3-day","train-conflict","trained",2,"Retest","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","Retest","15148C_Retest","15148D_Retest",5,2.57,0.2973,4,226.2,5.66,1.88,0.24,4,226,381.33,10.22,5.22,2.932,0.0071,0.7521,0.2141,0.0267,0.73,114.03,205.03,47.55,0,0,120,80,0.1053,100,70,140,0.0044,3.5,0.4281,18,16.74,10.77,3.84,28.78,0.0250221043324492,0.0268009335745942
"15148C",2015,"WT","3-day","train-conflict","trained",2,"C1","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T4_C1","15148C_T4_C1","15148D_T4_C1",6,3.32,0.2938,32,18.17,0.57,2.17,1.62,33,49,30.37,0.94,1.89,27.201,0.0657,0.6312,0.1457,0.1574,0.6,70.41,229.51,111.25,0.0012,10,80,40,0.1016,40,30,100,0.0095,3.5,0.4251,15,15.23,14.22,2.07,7.91,0.0313703907539901,0.0309515969706948
"15148C",2015,"WT","3-day","train-conflict","trained",2,"C2","On","15148D","Maddy","AnimalRoom","MBL","Conflict","conflict-trained","T5_C2","15148C_T5_C2","15148D_T5_C2",7,2.98,0.244,28,15,0.49,1.75,1.56,28,84,31.6,1.08,2.17,20.163,0.046,0.5833,0.227,0.1437,0.59,81.23,214.68,125.38,1e-04,10,80,40,0.0958,50,30,100,0.0029,3.5,0.4173,16.6,16.21,10.03,2.49,14.6,0.0326666666666667,0.0341772151898734
