"","gene","padj","tissue","comparison"
"775","Tfrc",0.0508064287245582,"CA1","consistent-yoked_consistent"
"776","Tgfbr2",0.0673914135602202,"CA1","consistent-yoked_consistent"
"777","Tgoln1",0.0195284562418102,"CA1","consistent-yoked_consistent"
"778","Thoc7",0.0724089324363809,"CA1","consistent-yoked_consistent"
"779","Thop1",0.0271285515417745,"CA1","consistent-yoked_consistent"
"780","Thra",0.0794085200818998,"CA1","consistent-yoked_consistent"
"781","Timm9",0.0368273254672628,"CA1","consistent-yoked_consistent"
"782","Timp3",0.0356779182900007,"CA1","consistent-yoked_consistent"
"783","Tiparp",0.051357202530337,"CA1","consistent-yoked_consistent"
"784","Tjp1",0.0613216057423428,"CA1","consistent-yoked_consistent"
"785","Tle4",0.0905066871449392,"CA1","consistent-yoked_consistent"
"786","Tm9sf3",0.0538441447733751,"CA1","consistent-yoked_consistent"
"787","Tmem175",0.0279410476282652,"CA1","consistent-yoked_consistent"
"788","Tmem199",0.0186831865899933,"CA1","consistent-yoked_consistent"
"789","Tmem231",0.0268276638073166,"CA1","consistent-yoked_consistent"
"790","Tmem242",0.0614095749480996,"CA1","consistent-yoked_consistent"
"791","Tmem50b",0.0624794888333942,"CA1","consistent-yoked_consistent"
"792","Tmem57",0.0538441447733751,"CA1","consistent-yoked_consistent"
"793","Tmem64",0.0873729434792686,"CA1","consistent-yoked_consistent"
"794","Tmem65",0.0929441057999276,"CA1","consistent-yoked_consistent"
"795","Tmem88b",0.0584809045168598,"CA1","consistent-yoked_consistent"
"796","Tmem8b",0.0514338384452124,"CA1","consistent-yoked_consistent"
"797","Tmtc2",0.0548031457309276,"CA1","consistent-yoked_consistent"
"798","Tnfaip8l3",0.0793586021966611,"CA1","consistent-yoked_consistent"
"799","Tnnt1",0.0617706202492356,"CA1","consistent-yoked_consistent"
"800","Tns2",0.077753551921182,"CA1","consistent-yoked_consistent"
"801","Tox2",0.0710995800504889,"CA1","consistent-yoked_consistent"
"802","Traf2",0.0776160976323053,"CA1","consistent-yoked_consistent"
"803","Traf6",0.0706229099230549,"CA1","consistent-yoked_consistent"
"804","Trex1",0.0714431698259295,"CA1","consistent-yoked_consistent"
"805","Trim26",0.030274379921191,"CA1","consistent-yoked_consistent"
"806","Trim56",0.0926108464017599,"CA1","consistent-yoked_consistent"
"807","Trp53i11",0.0958445565441069,"CA1","consistent-yoked_consistent"
"808","Ttc7b",0.019453940304568,"CA1","consistent-yoked_consistent"
"809","Ttll7",0.00665762478144682,"CA1","consistent-yoked_consistent"
"810","Ttn",0.0948313715185043,"CA1","consistent-yoked_consistent"
"811","Ttyh2",0.0958445565441069,"CA1","consistent-yoked_consistent"
"812","Tuba4a",0.0705805013755289,"CA1","consistent-yoked_consistent"
"813","Tubgcp5",0.0356779182900007,"CA1","consistent-yoked_consistent"
"814","Tvp23a",0.0535888039345668,"CA1","consistent-yoked_consistent"
"815","Tysnd1",0.0523825271155724,"CA1","consistent-yoked_consistent"
"816","Uba6",0.0382072003834438,"CA1","consistent-yoked_consistent"
"817","Ubiad1",0.0353960744308593,"CA1","consistent-yoked_consistent"
"818","Ubr1",0.0520121704925716,"CA1","consistent-yoked_consistent"
"819","Ubr2",0.0217535916679861,"CA1","consistent-yoked_consistent"
"820","Ubtd2",0.0853487510548065,"CA1","consistent-yoked_consistent"
"821","Ubtf",0.066755148893215,"CA1","consistent-yoked_consistent"
"822","Uckl1",0.0579656709540186,"CA1","consistent-yoked_consistent"
"823","Uhmk1",0.0685633750926755,"CA1","consistent-yoked_consistent"
"824","Uqcrh",0.023924907379866,"CA1","consistent-yoked_consistent"
"825","Usmg5",0.023924907379866,"CA1","consistent-yoked_consistent"
"826","Usp19",0.0537353458127258,"CA1","consistent-yoked_consistent"
"827","Usp2",0.0584809045168598,"CA1","consistent-yoked_consistent"
"828","Usp45",0.0356779182900007,"CA1","consistent-yoked_consistent"
"829","Usp6nl",0.0655117204249465,"CA1","consistent-yoked_consistent"
"830","Uvssa",0.0235464448354963,"CA1","consistent-yoked_consistent"
"831","Vash1",0.053955208676172,"CA1","consistent-yoked_consistent"
"832","Vasn",0.0992361379402916,"CA1","consistent-yoked_consistent"
"833","Vcan",0.0182694140830273,"CA1","consistent-yoked_consistent"
"834","Vcp",0.0551929648140516,"CA1","consistent-yoked_consistent"
"835","Vwa5a",0.0711242070972115,"CA1","consistent-yoked_consistent"
"836","Wbp1l",0.0940910289698556,"CA1","consistent-yoked_consistent"
"837","Wdr61",0.0368273254672628,"CA1","consistent-yoked_consistent"
"838","Wnk1",0.030274379921191,"CA1","consistent-yoked_consistent"
"839","Wrap73",0.0475602920475161,"CA1","consistent-yoked_consistent"
"840","Xndc1",0.062104329072406,"CA1","consistent-yoked_consistent"
"841","Xrcc3",0.0929441057999276,"CA1","consistent-yoked_consistent"
"842","Xrcc6",0.0571403346402149,"CA1","consistent-yoked_consistent"
"843","Ykt6",0.0450137956136213,"CA1","consistent-yoked_consistent"
"844","Ylpm1",0.0958445565441069,"CA1","consistent-yoked_consistent"
"845","Ythdf2",0.0915553721896222,"CA1","consistent-yoked_consistent"
"846","Zak",0.0624528169438793,"CA1","consistent-yoked_consistent"
"847","Zc3h12a",0.0733282759674956,"CA1","consistent-yoked_consistent"
"848","Zc3h13",0.0353960744308593,"CA1","consistent-yoked_consistent"
"849","Zdbf2",0.0356779182900007,"CA1","consistent-yoked_consistent"
"850","Zeb1",0.0508064287245582,"CA1","consistent-yoked_consistent"
"851","Zfp113",0.0217535916679861,"CA1","consistent-yoked_consistent"
"852","Zfp114",0.0894511037559013,"CA1","consistent-yoked_consistent"
"853","Zfp13",0.0259635955206545,"CA1","consistent-yoked_consistent"
"854","Zfp207",0.066755148893215,"CA1","consistent-yoked_consistent"
"855","Zfp37",0.066775644011548,"CA1","consistent-yoked_consistent"
"856","Zfp395",0.0404114909261722,"CA1","consistent-yoked_consistent"
"857","Zfp414",0.0827952608892834,"CA1","consistent-yoked_consistent"
"858","Zfp446",0.0974732857775257,"CA1","consistent-yoked_consistent"
"859","Zfp536",0.0169711276076204,"CA1","consistent-yoked_consistent"
"860","Zfp580",0.0710995800504889,"CA1","consistent-yoked_consistent"
"861","Zfp617",0.0614755474785656,"CA1","consistent-yoked_consistent"
"862","Zfp622",0.0141399017754145,"CA1","consistent-yoked_consistent"
"863","Zfp641",0.0536646039275641,"CA1","consistent-yoked_consistent"
"864","Zfp653",0.0962314234032343,"CA1","consistent-yoked_consistent"
"865","Zfp711",0.0568853014070555,"CA1","consistent-yoked_consistent"
"866","Zfp738",0.0711242070972115,"CA1","consistent-yoked_consistent"
"867","Zfp760",0.0368273254672628,"CA1","consistent-yoked_consistent"
"868","Zfp770",0.066775644011548,"CA1","consistent-yoked_consistent"
"869","Zfp772",0.0880001448613267,"CA1","consistent-yoked_consistent"
"870","Zfp78",0.0770488874418785,"CA1","consistent-yoked_consistent"
"871","Zfp81",0.0823302354218658,"CA1","consistent-yoked_consistent"
"872","Zfp821",0.0560869784250237,"CA1","consistent-yoked_consistent"
"873","Zfp831",0.0253205032511947,"CA1","consistent-yoked_consistent"
"874","Zfp933",0.0392590023438172,"CA1","consistent-yoked_consistent"
"875","Zfp966",0.0894511037559013,"CA1","consistent-yoked_consistent"
"876","Zfyve16",0.0896992899488895,"CA1","consistent-yoked_consistent"
"877","Zfyve21",0.0268276638073166,"CA1","consistent-yoked_consistent"
"878","Zgpat",0.0356779182900007,"CA1","consistent-yoked_consistent"
"879","Zmpste24",0.0356779182900007,"CA1","consistent-yoked_consistent"
"880","Zmym4",0.0782563075659871,"CA1","consistent-yoked_consistent"
"881","Znrd1",0.0898322249610531,"CA1","consistent-yoked_consistent"
"882","Zscan26",0.0356779182900007,"CA1","consistent-yoked_consistent"
"883","Fgfr1",0.0810774729617898,"CA1","conflict-yoked_conflict"
"884","Gm20390",0.00276880647329174,"CA1","conflict-yoked_conflict"
"885","Gm21949",0.0800417894026856,"CA1","conflict-yoked_conflict"
"886","Il4ra",0.00839773951229184,"CA1","conflict-yoked_conflict"
"887","1110032F04Rik",0.0753757510191323,"CA1","yoked_conflict-yoked_consistent"
"888","1600002K03Rik",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"889","1810030O07Rik",0.0685744901853278,"CA1","yoked_conflict-yoked_consistent"
"890","2010107G23Rik",0.0175842074271743,"CA1","yoked_conflict-yoked_consistent"
"891","2210013O21Rik",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"892","2210016L21Rik",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"893","2310009B15Rik",0.0761509679030237,"CA1","yoked_conflict-yoked_consistent"
"894","2410002F23Rik",0.00138965418707963,"CA1","yoked_conflict-yoked_consistent"
"895","2410004P03Rik",0.0312159426347119,"CA1","yoked_conflict-yoked_consistent"
"896","3632451O06Rik",0.0456437183541077,"CA1","yoked_conflict-yoked_consistent"
"897","5730409E04Rik",0.0387966827717896,"CA1","yoked_conflict-yoked_consistent"
"898","6330408A02Rik",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"899","Abcc4",0.0786241365114736,"CA1","yoked_conflict-yoked_consistent"
"900","Abcd4",0.0248976654547649,"CA1","yoked_conflict-yoked_consistent"
"901","Abce1",0.064736292844014,"CA1","yoked_conflict-yoked_consistent"
"902","Abcf1",0.0133174041771116,"CA1","yoked_conflict-yoked_consistent"
"903","Abhd14b",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"904","Abhd4",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"905","Ablim1",0.0635348355413397,"CA1","yoked_conflict-yoked_consistent"
"906","Ablim2",0.0849013122321507,"CA1","yoked_conflict-yoked_consistent"
"907","Ache",0.0996608634095374,"CA1","yoked_conflict-yoked_consistent"
"908","Acin1",0.00721205640333145,"CA1","yoked_conflict-yoked_consistent"
"909","Acp1",0.0222760631128191,"CA1","yoked_conflict-yoked_consistent"
"910","Actr6",0.0502015013274892,"CA1","yoked_conflict-yoked_consistent"
"911","Acvr1b",0.0437974924971386,"CA1","yoked_conflict-yoked_consistent"
"912","Adamts1",0.000198622646216485,"CA1","yoked_conflict-yoked_consistent"
"913","Adcy5",0.0476142367079558,"CA1","yoked_conflict-yoked_consistent"
"914","Adcy6",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"915","Adgrb3",0.0684964844593226,"CA1","yoked_conflict-yoked_consistent"
"916","Adgrf5",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"917","Adgrl4",0.0339878204466209,"CA1","yoked_conflict-yoked_consistent"
"918","Adpgk",0.0693039937755564,"CA1","yoked_conflict-yoked_consistent"
"919","Adrb1",0.0752874227614378,"CA1","yoked_conflict-yoked_consistent"
"920","Aff4",0.0404718754513661,"CA1","yoked_conflict-yoked_consistent"
"921","Afg3l1",0.0797858179279647,"CA1","yoked_conflict-yoked_consistent"
"922","Agap1",3.23210420452355e-06,"CA1","yoked_conflict-yoked_consistent"
"923","Ahcyl1",0.0755808911060151,"CA1","yoked_conflict-yoked_consistent"
"924","Ahnak",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"925","AK010878",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"926","Akt2",0.0564177489714299,"CA1","yoked_conflict-yoked_consistent"
"927","Alg9",0.0489230387114892,"CA1","yoked_conflict-yoked_consistent"
"928","Amotl1",0.0982354120723543,"CA1","yoked_conflict-yoked_consistent"
"929","Amotl2",0.0628562829480904,"CA1","yoked_conflict-yoked_consistent"
"930","Ampd3",0.0700225016059189,"CA1","yoked_conflict-yoked_consistent"
"931","Ank",0.0994762181506898,"CA1","yoked_conflict-yoked_consistent"
"932","Ankrd26",0.0713136879059935,"CA1","yoked_conflict-yoked_consistent"
"933","Ankrd40",0.0883334233704441,"CA1","yoked_conflict-yoked_consistent"
"934","Ankrd50",0.0582592971026314,"CA1","yoked_conflict-yoked_consistent"
"935","Ankrd9",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"936","Ankzf1",0.0197918570310643,"CA1","yoked_conflict-yoked_consistent"
"937","Ap3m2",0.0780981531335102,"CA1","yoked_conflict-yoked_consistent"
"938","Ap4m1",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"939","Apcdd1",0.0571740551525087,"CA1","yoked_conflict-yoked_consistent"
"940","Aph1c",0.0951006506285846,"CA1","yoked_conflict-yoked_consistent"
"941","Apmap",0.0247453651971971,"CA1","yoked_conflict-yoked_consistent"
"942","Arfgap3",0.0495662950490624,"CA1","yoked_conflict-yoked_consistent"
"943","Arhgap29",0.0950943875546706,"CA1","yoked_conflict-yoked_consistent"
"944","Arhgap31",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"945","Arhgap4",0.0567304736911688,"CA1","yoked_conflict-yoked_consistent"
"946","Arhgef10l",0.0977424438069783,"CA1","yoked_conflict-yoked_consistent"
"947","Arhgef11",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"948","Arhgef19",0.0783124265898388,"CA1","yoked_conflict-yoked_consistent"
"949","Arid1b",0.0721253508782247,"CA1","yoked_conflict-yoked_consistent"
"950","Arid3b",0.0789078793632808,"CA1","yoked_conflict-yoked_consistent"
"951","Armc1",0.0674326409694338,"CA1","yoked_conflict-yoked_consistent"
"952","Armc7",0.0263175762374066,"CA1","yoked_conflict-yoked_consistent"
"953","Armt1",0.072768218953343,"CA1","yoked_conflict-yoked_consistent"
"954","Arrdc4",0.0203934469753739,"CA1","yoked_conflict-yoked_consistent"
"955","Arvcf",0.0564177489714299,"CA1","yoked_conflict-yoked_consistent"
"956","Asb3",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"957","Ascc1",0.0895891754923834,"CA1","yoked_conflict-yoked_consistent"
"958","Asph",0.0731965499913173,"CA1","yoked_conflict-yoked_consistent"
"959","Astn1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"960","Atg4b",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"961","Atp13a4",0.0979974885415467,"CA1","yoked_conflict-yoked_consistent"
"962","Atp1a2",0.0531567316793359,"CA1","yoked_conflict-yoked_consistent"
"963","Atp2a2",0.0941295781383562,"CA1","yoked_conflict-yoked_consistent"
"964","Atp5d",0.0493353816779513,"CA1","yoked_conflict-yoked_consistent"
"965","Atp6v1b2",0.0706371174740609,"CA1","yoked_conflict-yoked_consistent"
"966","Atxn10",0.0361002218005382,"CA1","yoked_conflict-yoked_consistent"
"967","Atxn7l2",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"968","AU019823",0.0625625199723485,"CA1","yoked_conflict-yoked_consistent"
"969","AU040320",0.0906237774188184,"CA1","yoked_conflict-yoked_consistent"
"970","Axl",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"971","Azin2",0.0958085597782995,"CA1","yoked_conflict-yoked_consistent"
"972","B4galt7",0.0919466686390194,"CA1","yoked_conflict-yoked_consistent"
"973","Bag3",0.090445882488805,"CA1","yoked_conflict-yoked_consistent"
"974","Bahcc1",0.0606991063619794,"CA1","yoked_conflict-yoked_consistent"
"975","Bap1",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"976","Basp1",0.051608639038444,"CA1","yoked_conflict-yoked_consistent"
"977","Bax",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"978","Bbof1",0.0592718467672748,"CA1","yoked_conflict-yoked_consistent"
"979","Bbs5",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"980","Bbs9",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"981","BC024978",0.0538724459795076,"CA1","yoked_conflict-yoked_consistent"
"982","Bcl6",0.0883334233704441,"CA1","yoked_conflict-yoked_consistent"
"983","Bhlhb9",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"984","Bin3",0.0875509646822937,"CA1","yoked_conflict-yoked_consistent"
"985","Bmpr2",0.0896347674671924,"CA1","yoked_conflict-yoked_consistent"
"986","Bnip2",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"987","Bod1",0.0446426652020626,"CA1","yoked_conflict-yoked_consistent"
"988","Bok",0.0606991063619794,"CA1","yoked_conflict-yoked_consistent"
"989","Braf",0.0674841598353588,"CA1","yoked_conflict-yoked_consistent"
"990","Bri3bp",0.0881488868364926,"CA1","yoked_conflict-yoked_consistent"
"991","Bud31",0.0165260720455832,"CA1","yoked_conflict-yoked_consistent"
"992","C130074G19Rik",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"993","C1galt1c1",0.0614356419158988,"CA1","yoked_conflict-yoked_consistent"
"994","C1ql3",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"995","C1qtnf6",0.0271881293719742,"CA1","yoked_conflict-yoked_consistent"
"996","C77370",0.0797670684807659,"CA1","yoked_conflict-yoked_consistent"
"997","Cacfd1",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"998","Cacna1c",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"999","Cacnb1",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1000","Camk1g",0.0582592971026314,"CA1","yoked_conflict-yoked_consistent"
"1001","Camk2d",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1002","Camk2g",0.0567304736911688,"CA1","yoked_conflict-yoked_consistent"
"1003","Camkmt",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1004","Capn5",0.029211696969799,"CA1","yoked_conflict-yoked_consistent"
"1005","Carm1",0.0338606163933548,"CA1","yoked_conflict-yoked_consistent"
"1006","Carnmt1",0.072768218953343,"CA1","yoked_conflict-yoked_consistent"
"1007","Ccdc107",0.050463698311027,"CA1","yoked_conflict-yoked_consistent"
"1008","Ccdc167",0.0317968630971076,"CA1","yoked_conflict-yoked_consistent"
"1009","Ccdc53",0.0966651235319317,"CA1","yoked_conflict-yoked_consistent"
"1010","Ccdc59",0.0562378850528341,"CA1","yoked_conflict-yoked_consistent"
"1011","Ccng1",0.0849013122321507,"CA1","yoked_conflict-yoked_consistent"
"1012","Ccr2",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1013","Cct3",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1014","Cd200",0.0822007330620521,"CA1","yoked_conflict-yoked_consistent"
"1015","Cd63",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1016","Cd93",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1017","Cdadc1",0.0931601149668442,"CA1","yoked_conflict-yoked_consistent"
"1018","Cdc123",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1019","Cdc14b",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"1020","Cdc42bpg",0.0921234155125158,"CA1","yoked_conflict-yoked_consistent"
"1021","Cdc73",0.0802178392738172,"CA1","yoked_conflict-yoked_consistent"
"1022","Cdh10",0.0562378850528341,"CA1","yoked_conflict-yoked_consistent"
"1023","Cdh12",0.0464245451599081,"CA1","yoked_conflict-yoked_consistent"
"1024","Cdk8",0.0871654492551232,"CA1","yoked_conflict-yoked_consistent"
"1025","Cdkal1",0.077099653448114,"CA1","yoked_conflict-yoked_consistent"
"1026","Cdkl4",0.0383014509926577,"CA1","yoked_conflict-yoked_consistent"
"1027","Cdon",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1028","Cds2",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1029","Cep135",0.0895065955620649,"CA1","yoked_conflict-yoked_consistent"
"1030","Cers1",0.0516276469409092,"CA1","yoked_conflict-yoked_consistent"
"1031","Ces2b",0.0595112117432653,"CA1","yoked_conflict-yoked_consistent"
"1032","Cfp",0.0921234155125158,"CA1","yoked_conflict-yoked_consistent"
"1033","Chchd4",0.0678413803861293,"CA1","yoked_conflict-yoked_consistent"
"1034","Chd6",0.0891639657150114,"CA1","yoked_conflict-yoked_consistent"
"1035","Chmp7",0.0850714896133186,"CA1","yoked_conflict-yoked_consistent"
"1036","Chrm3",0.0417975916464328,"CA1","yoked_conflict-yoked_consistent"
"1037","Ciao1",0.064736292844014,"CA1","yoked_conflict-yoked_consistent"
"1038","Cib2",0.0712910185130458,"CA1","yoked_conflict-yoked_consistent"
"1039","Cic",0.0755808911060151,"CA1","yoked_conflict-yoked_consistent"
"1040","Cirh1a",0.0895891754923834,"CA1","yoked_conflict-yoked_consistent"
"1041","Clcn5",0.0579179973557845,"CA1","yoked_conflict-yoked_consistent"
"1042","Clcn7",0.0924952411415689,"CA1","yoked_conflict-yoked_consistent"
"1043","Clec11a",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1044","Clip4",0.0828998853004703,"CA1","yoked_conflict-yoked_consistent"
"1045","Clpp",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1046","Clybl",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1047","Cnbd2",0.0693039937755564,"CA1","yoked_conflict-yoked_consistent"
"1048","Cnot6",0.0271881293719742,"CA1","yoked_conflict-yoked_consistent"
"1049","Cnot8",0.0406984054647344,"CA1","yoked_conflict-yoked_consistent"
"1050","Cnr1",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1051","Cntnap2",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1052","Cntnap5b",0.0383386133856217,"CA1","yoked_conflict-yoked_consistent"
"1053","Cntrob",0.073259303171427,"CA1","yoked_conflict-yoked_consistent"
"1054","Coasy",0.0445180871126461,"CA1","yoked_conflict-yoked_consistent"
"1055","Cog3",0.0121159376396542,"CA1","yoked_conflict-yoked_consistent"
"1056","Coil",0.0263175762374066,"CA1","yoked_conflict-yoked_consistent"
"1057","Col11a2",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1058","Commd4",0.0840296660209574,"CA1","yoked_conflict-yoked_consistent"
"1059","Commd9",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1060","Cpne6",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"1061","Cpne7",0.0974450327603219,"CA1","yoked_conflict-yoked_consistent"
"1062","Crnkl1",0.0295660966136656,"CA1","yoked_conflict-yoked_consistent"
"1063","Crocc",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1064","Crtc3",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"1065","Csf3r",0.0449954392769591,"CA1","yoked_conflict-yoked_consistent"
"1066","Csmd3",0.0630704540798415,"CA1","yoked_conflict-yoked_consistent"
"1067","Ctf2",0.0900186920440182,"CA1","yoked_conflict-yoked_consistent"
"1068","Ctsh",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1069","Cuedc1",0.0232735794999332,"CA1","yoked_conflict-yoked_consistent"
"1070","Cwc27",0.0964834731759377,"CA1","yoked_conflict-yoked_consistent"
"1071","Cxcl12",0.0616951729493096,"CA1","yoked_conflict-yoked_consistent"
"1072","Cxcl9",0.0291040996953295,"CA1","yoked_conflict-yoked_consistent"
"1073","Cyb561",0.0953627425443425,"CA1","yoked_conflict-yoked_consistent"
"1074","Cyb561d2",0.0488330233033442,"CA1","yoked_conflict-yoked_consistent"
"1075","Cyp4v3",0.0756540791820647,"CA1","yoked_conflict-yoked_consistent"
"1076","D5Ertd579e",0.0647752746375332,"CA1","yoked_conflict-yoked_consistent"
"1077","Daglb",0.0765073394683428,"CA1","yoked_conflict-yoked_consistent"
"1078","Dcaf12",0.0161374309173647,"CA1","yoked_conflict-yoked_consistent"
"1079","Dcdc2b",0.051608639038444,"CA1","yoked_conflict-yoked_consistent"
"1080","Dclre1b",0.0896347674671924,"CA1","yoked_conflict-yoked_consistent"
"1081","Dda1",0.0109504727730306,"CA1","yoked_conflict-yoked_consistent"
"1082","Ddx24",0.0857794628885856,"CA1","yoked_conflict-yoked_consistent"
"1083","Ddx39",0.0675218991005826,"CA1","yoked_conflict-yoked_consistent"
"1084","Ddx47",0.040773653982113,"CA1","yoked_conflict-yoked_consistent"
"1085","Ddx51",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"1086","Decr2",0.0951220271428436,"CA1","yoked_conflict-yoked_consistent"
"1087","Det1",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1088","Dhps",0.0247453651971971,"CA1","yoked_conflict-yoked_consistent"
"1089","Dhtkd1",0.0910181524127469,"CA1","yoked_conflict-yoked_consistent"
"1090","Dhx34",0.0412279787485214,"CA1","yoked_conflict-yoked_consistent"
"1091","Diaph2",0.0453690993252915,"CA1","yoked_conflict-yoked_consistent"
"1092","Dnajc18",0.0963309055740468,"CA1","yoked_conflict-yoked_consistent"
"1093","Dnase1l2",0.0928297864876669,"CA1","yoked_conflict-yoked_consistent"
"1094","Dnlz",0.0931601149668442,"CA1","yoked_conflict-yoked_consistent"
"1095","Dock8",0.0328939287836684,"CA1","yoked_conflict-yoked_consistent"
"1096","Dpp9",0.0493353816779513,"CA1","yoked_conflict-yoked_consistent"
"1097","Dpy19l3",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"1098","Dscr3",0.0529258008357175,"CA1","yoked_conflict-yoked_consistent"
"1099","Dtx3l",0.0883334233704441,"CA1","yoked_conflict-yoked_consistent"
"1100","Dus2",0.0800200914417314,"CA1","yoked_conflict-yoked_consistent"
"1101","Dus3l",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1102","Dusp10",0.0714847198044764,"CA1","yoked_conflict-yoked_consistent"
"1103","Dusp16",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1104","Dync1li1",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1105","E130309D02Rik",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1106","Ece1",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1107","Edc3",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1108","Eed",0.0467489067834713,"CA1","yoked_conflict-yoked_consistent"
"1109","Efcab12",0.0630704540798415,"CA1","yoked_conflict-yoked_consistent"
"1110","Efcab14",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1111","Efcab6",0.0641393404480784,"CA1","yoked_conflict-yoked_consistent"
"1112","Ehd2",0.0549346854926291,"CA1","yoked_conflict-yoked_consistent"
"1113","Eif1ad",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1114","Eif2s2",0.0229243821443228,"CA1","yoked_conflict-yoked_consistent"
"1115","Elmod1",0.0861560462423495,"CA1","yoked_conflict-yoked_consistent"
"1116","Elp2",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1117","Emc6",0.0364767530856002,"CA1","yoked_conflict-yoked_consistent"
"1118","Eml4",0.0673173818560056,"CA1","yoked_conflict-yoked_consistent"
"1119","Endog",0.0952229464323614,"CA1","yoked_conflict-yoked_consistent"
"1120","Endov",0.036487059039633,"CA1","yoked_conflict-yoked_consistent"
"1121","Eng",0.0490122329237,"CA1","yoked_conflict-yoked_consistent"
"1122","Eno4",0.0673173818560056,"CA1","yoked_conflict-yoked_consistent"
"1123","Entpd1",0.0701072399030623,"CA1","yoked_conflict-yoked_consistent"
"1124","Entpd2",0.0963309055740468,"CA1","yoked_conflict-yoked_consistent"
"1125","Entpd7",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1126","Eny2",0.0271208751684088,"CA1","yoked_conflict-yoked_consistent"
"1127","Ep300",0.0910992780143062,"CA1","yoked_conflict-yoked_consistent"
"1128","Epha6",0.0696400317215232,"CA1","yoked_conflict-yoked_consistent"
"1129","Eps8",0.0577285489189455,"CA1","yoked_conflict-yoked_consistent"
"1130","Epyc",0.040773653982113,"CA1","yoked_conflict-yoked_consistent"
