"net$colors"
"turquoise"
"greenyellow"
"darkorange"
"orangered4"
"turquoise"
"purple"
"tan"
"turquoise"
"green"
"greenyellow"
"salmon"
"brown"
"turquoise"
"yellow"
"brown"
"purple"
"brown"
"blue"
"turquoise"
"pink"
"brown"
"royalblue"
"magenta"
"turquoise"
"blue"
"darkgrey"
"salmon"
"brown"
"darkgreen"
"greenyellow"
"lightyellow"
"brown"
"brown"
"magenta"
"darkgreen"
"brown"
"brown"
"grey60"
"turquoise"
"yellow"
"white"
"magenta"
"ivory"
"green"
"brown"
"black"
"yellow"
"turquoise"
"cyan"
"red"
"brown"
"yellow"
"yellow"
"turquoise"
"brown"
"brown"
"brown"
"magenta"
"brown"
"brown"
"blue"
"darkred"
"blue"
"salmon"
"turquoise"
"brown"
"blue"
"brown"
"blue"
"brown"
"brown"
"turquoise"
"greenyellow"
"turquoise"
"black"
"brown"
"brown"
"magenta"
"red"
"tan"
"red"
"brown"
"turquoise"
"black"
"yellow"
"brown"
"pink"
"greenyellow"
"salmon"
"turquoise"
"yellow"
"blue"
"sienna3"
"brown"
"green"
"turquoise"
"red"
"turquoise"
"brown"
"greenyellow"
"pink"
"yellow"
"blue"
"yellow"
"magenta"
"yellow"
"brown"
"yellow"
"red"
"yellow"
"lightyellow"
"yellow"
"darkturquoise"
"grey60"
"blue"
"brown"
"darkturquoise"
"blue"
"blue"
"brown"
"midnightblue"
"salmon"
"brown"
"brown"
"brown"
"black"
"red"
"black"
"salmon"
"salmon"
"turquoise"
"greenyellow"
"greenyellow"
"green"
"lightyellow"
"pink"
"yellow"
"blue"
"darkorange"
"blue"
"turquoise"
"black"
"turquoise"
"grey60"
"brown"
"brown"
"turquoise"
"purple"
"tan"
"turquoise"
"yellow"
"blue"
"grey60"
"green"
"lightgreen"
"green"
"turquoise"
"saddlebrown"
"brown"
"yellow"
"pink"
"brown"
"green"
"red"
"green"
"brown"
"brown"
"brown"
"red"
"magenta"
"red"
"turquoise"
"yellowgreen"
"lightyellow"
"yellow"
"blue"
"turquoise"
"plum1"
"turquoise"
"yellow"
"turquoise"
"turquoise"
"blue"
"blue"
"midnightblue"
"yellow"
"turquoise"
"brown"
"green"
"turquoise"
"blue"
"yellow"
"green"
"turquoise"
"sienna3"
"darkred"
"turquoise"
"pink"
"blue"
"salmon"
"blue"
"brown"
"salmon"
"turquoise"
"yellow"
"turquoise"
"turquoise"
"yellow"
"yellow"
"red"
"blue"
"turquoise"
"darkgrey"
"turquoise"
"midnightblue"
"turquoise"
"turquoise"
"blue"
"violet"
"blue"
"blue"
"brown"
"grey60"
"yellow"
"purple"
"lightgreen"
"green"
"blue"
"brown"
"yellow"
"red"
"blue"
"turquoise"
"blue"
"darkturquoise"
"blue"
"blue"
"black"
"sienna3"
"yellow"
"orange"
"green"
"yellow"
"red"
"blue"
"cyan"
"blue"
"yellowgreen"
"brown"
"green"
"green"
"yellow"
"magenta"
"turquoise"
"turquoise"
"green"
"green"
"yellow"
"blue"
"blue"
"blue"
"brown"
"green"
"green"
"blue"
"turquoise"
"cyan"
"purple"
"brown"
"orange"
"blue"
"yellow"
"blue"
"blue"
"turquoise"
"turquoise"
"orange"
"darkturquoise"
"salmon"
"yellow"
"turquoise"
"brown"
"turquoise"
"brown"
"brown"
"darkmagenta"
"green"
"blue"
"tan"
"blue"
"yellow"
"blue"
"pink"
"blue"
"magenta"
"yellow"
"red"
"turquoise"
"paleturquoise"
"blue"
"brown"
"turquoise"
"turquoise"
"green"
"brown"
"blue"
"turquoise"
"blue"
"lightgreen"
"turquoise"
"turquoise"
"darkgreen"
"turquoise"
"royalblue"
"blue"
"brown"
"midnightblue"
"purple"
"darkgrey"
"royalblue"
"grey60"
"blue"
"yellow"
"black"
"blue"
"turquoise"
"turquoise"
"brown"
"yellow"
"red"
"brown"
"turquoise"
"magenta"
"black"
"lightyellow"
"floralwhite"
"yellow"
"greenyellow"
"blue"
"grey60"
"brown"
"darkgreen"
"brown"
"ivory"
"red"
"green"
"lightcyan1"
"paleturquoise"
"greenyellow"
"royalblue"
"lightgreen"
"blue"
"white"
"turquoise"
"turquoise"
"turquoise"
"white"
"turquoise"
"brown"
"black"
"brown"
"turquoise"
"yellow"
"darkgreen"
"green"
"brown"
"red"
"turquoise"
"brown"
"brown"
"brown"
"darkred"
"saddlebrown"
"blue"
"brown"
"salmon"
"yellow"
"turquoise"
"yellow"
"yellow"
"green"
"turquoise"
"magenta"
"blue"
"cyan"
"purple"
"magenta"
"turquoise"
"yellow"
"brown"
"grey"
"salmon"
"purple"
"yellow"
"blue"
"cyan"
"turquoise"
"salmon"
"turquoise"
"brown"
"lightyellow"
"green"
"turquoise"
"purple"
"brown"
"blue"
"yellow"
"grey60"
"blue"
"turquoise"
"salmon"
"blue"
"pink"
"green"
"brown"
"grey60"
"blue"
"blue"
"red"
"brown"
"blue"
"yellow"
"blue"
"yellow"
"turquoise"
"turquoise"
"lightgreen"
"turquoise"
"blue"
"brown"
"green"
"blue"
"yellow"
"brown"
"violet"
"red"
"red"
"yellow"
"yellow"
"red"
"yellow"
"yellow"
"blue"
"brown"
"green"
"turquoise"
"blue"
"yellow"
"white"
"turquoise"
"brown"
"brown"
"yellow"
"midnightblue"
"brown"
"tan"
"brown"
"turquoise"
"yellow"
"paleturquoise"
"black"
"pink"
"grey60"
"turquoise"
"green"
"blue"
"turquoise"
"darkred"
"red"
"brown"
"blue"
"turquoise"
"blue"
"blue"
"yellow"
"brown"
"brown"
"blue"
"green"
"yellow"
"paleturquoise"
"brown"
"turquoise"
"blue"
"black"
"yellow"
"turquoise"
"brown"
"green"
"yellow"
"brown"
"turquoise"
"yellow"
"yellow"
"darkred"
"paleturquoise"
"red"
"blue"
"yellow"
"blue"
"red"
"turquoise"
"brown"
"brown"
"brown"
"blue"
"saddlebrown"
"purple"
"lightgreen"
"red"
"lightgreen"
"turquoise"
"yellow"
"skyblue"
"yellow"
"black"
"red"
"green"
"brown"
"turquoise"
"brown"
"red"
"red"
"darkturquoise"
"pink"
"turquoise"
"blue"
"blue"
"yellow"
"darkred"
"yellow"
"turquoise"
"blue"
"blue"
"yellow"
"darkgreen"
"brown"
"yellow"
"black"
"turquoise"
"yellow"
"green"
"brown"
"yellow"
"turquoise"
"blue"
"midnightblue"
"red"
"yellow"
"brown"
"blue"
"brown"
"darkgrey"
"brown"
"ivory"
"turquoise"
"yellow"
"blue"
"blue"
"yellow"
"turquoise"
"yellow"
"turquoise"
"magenta"
"cyan"
"lightyellow"
"red"
"red"
"greenyellow"
"darkturquoise"
"blue"
"lightcyan"
"turquoise"
"darkgreen"
"royalblue"
"blue"
"turquoise"
"white"
"yellowgreen"
"black"
"blue"
"turquoise"
"turquoise"
"turquoise"
"midnightblue"
"brown"
"brown"
"pink"
"yellow"
"floralwhite"
"blue"
"blue"
"pink"
"midnightblue"
"brown"
"turquoise"
"turquoise"
"yellow"
"orangered4"
"brown"
"yellow"
"purple"
"blue"
"yellow"
"lightcyan"
"turquoise"
"lightgreen"
"turquoise"
"turquoise"
"blue"
"magenta"
"magenta"
"blue"
"green"
"brown"
"blue"
"skyblue"
"yellow"
"yellow"
"magenta"
"yellow"
"blue"
"yellow"
"brown"
"blue"
"red"
"yellow"
"yellow"
"pink"
"blue"
"green"
"green"
"lightcyan"
"black"
"yellow"
"steelblue"
"turquoise"
"darkgrey"
"black"
"darkgreen"
"tan"
"purple"
"turquoise"
"yellow"
"yellow"
"purple"
"blue"
"red"
"yellow"
"turquoise"
"yellow"
"brown"
"blue"
"turquoise"
"yellow"
"yellow"
"grey60"
"brown"
"brown"
"blue"
"brown"
"green"
"purple"
"green"
"pink"
"black"
"red"
"yellow"
"yellow"
"yellow"
"brown"
"turquoise"
"saddlebrown"
"grey60"
"magenta"
"turquoise"
"yellow"
"blue"
"yellow"
"yellow"
"blue"
"blue"
"brown"
"blue"
"turquoise"
"red"
"turquoise"
"turquoise"
"red"
"magenta"
"yellow"
"steelblue"
"turquoise"
"blue"
"turquoise"
"blue"
"blue"
"blue"
"lightcyan"
"turquoise"
"brown"
"black"
"tan"
"tan"
"greenyellow"
"steelblue"
"brown"
"red"
"brown"
"salmon"
"turquoise"
"brown"
"tan"
"blue"
"blue"
"purple"
"pink"
"turquoise"
"turquoise"
"blue"
"blue"
"brown"
"brown"
"turquoise"
"brown"
"turquoise"
"blue"
"turquoise"
"green"
"tan"
"midnightblue"
"blue"
"cyan"
"blue"
"green"
"blue"
"steelblue"
"brown"
"brown"
"yellow"
"yellow"
"red"
"turquoise"
"yellow"
"turquoise"
"turquoise"
"sienna3"
"sienna3"
"sienna3"
"purple"
"turquoise"
"green"
"yellow"
"turquoise"
"blue"
"brown"
"orange"
"darkturquoise"
"blue"
"blue"
"green"
"blue"
"tan"
"blue"
"yellow"
"brown"
"pink"
"turquoise"
"mediumpurple3"
"brown"
"turquoise"
"brown"
"lightcyan"
"brown"
"turquoise"
"turquoise"
"yellow"
"darkgreen"
"turquoise"
"blue"
"brown"
"red"
"turquoise"
"blue"
"brown"
"yellow"
"tan"
"lightgreen"
"turquoise"
"yellow"
"red"
"yellow"
"green"
"blue"
"black"
"yellow"
"yellow"
"skyblue3"
"darkgreen"
"turquoise"
"pink"
"turquoise"
"blue"
"yellow"
"turquoise"
"brown"
"cyan"
"plum1"
"white"
"pink"
"blue"
"turquoise"
"lightgreen"
"blue"
"blue"
"blue"
"red"
"blue"
"orange"
"blue"
"yellow"
"turquoise"
"turquoise"
"brown"
"blue"
"brown"
"darkmagenta"
"darkorange"
"brown"
"red"
"red"
"green"
"turquoise"
"blue"
"blue"
"blue"
"turquoise"
"salmon"
"turquoise"
"turquoise"
"green"
"blue"
"salmon"
"turquoise"
"midnightblue"
"turquoise"
"brown"
"blue"
"orange"
"lightcyan"
"brown"
"blue"
"greenyellow"
"turquoise"
"greenyellow"
"green"
"brown"
"yellow"
"yellow"
"green"
"mediumpurple3"
"lightyellow"
"turquoise"
"salmon"
"turquoise"
"purple"
"black"
"green"
"green"
"yellow"
"turquoise"
"green"
"salmon"
"lightgreen"
"red"
"turquoise"
"turquoise"
"brown"
"brown"
"darkolivegreen"
"green"
"magenta"
"turquoise"
"blue"
"yellow"
"turquoise"
"yellow"
"brown"
"yellow"
"turquoise"
"darkred"
"blue"
"brown"
"blue"
"blue"
"blue"
"turquoise"
"blue"
"turquoise"
"red"
"blue"
"green"
"magenta"
"blue"
"grey60"
"turquoise"
"turquoise"
"green"
"turquoise"
"blue"
"blue"
"blue"
"magenta"
"turquoise"
"brown"
"blue"
"yellow"
"yellow"
"turquoise"
"yellow"
"blue"
"blue"
"royalblue"
"red"
"lightyellow"
"midnightblue"
"tan"
"midnightblue"
"blue"
"brown"
"brown"
"ivory"
"greenyellow"
"turquoise"
"brown"
"turquoise"
"midnightblue"
"pink"
"tan"
"lightgreen"
"pink"
"green"
"blue"
"darkolivegreen"
"darkturquoise"
"yellow"
"blue"
"red"
"yellow"
"brown"
"blue"
"paleturquoise"
"yellow"
"yellow"
"tan"
"yellow"
"lightgreen"
"brown"
"turquoise"
"cyan"
"blue"
"turquoise"
"blue"
"cyan"
"brown"
"yellowgreen"
"blue"
"white"
"blue"
"yellow"
"blue"
"grey"
"yellow"
"blue"
"red"
"green"
"blue"
"red"
"yellow"
"brown"
"yellow"
"blue"
"darkgreen"
"brown"
"magenta"
"green"
"blue"
"pink"
"yellow"
"green"
"brown"
"blue"
"brown"
"yellow"
"yellow"
"brown"
"yellow"
"brown"
"pink"
"brown"
"brown"
"salmon"
"brown"
"brown"
"turquoise"
"green"
"blue"
"blue"
"turquoise"
"turquoise"
"brown"
"purple"
"green"
"green"
"blue"
"brown"
"paleturquoise"
"royalblue"
"yellow"
"brown"
"darkturquoise"
"green"
"turquoise"
"yellow"
"blue"
"grey"
"green"
"brown"
"yellow"
"brown"
"yellow"
"blue"
"darkturquoise"
"black"
"brown"
"paleturquoise"
"brown"
"midnightblue"
"darkgreen"
"red"
"brown"
"sienna3"
"yellow"
"green"
"yellow"
"yellow"
"yellow"
"turquoise"
"turquoise"
"yellow"
"black"
"blue"
"red"
"cyan"
"cyan"
"green"
"blue"
"lightsteelblue1"
"brown"
"darkorange"
"lightcyan"
"yellow"
"blue"
"magenta"
"red"
"turquoise"
"yellow"
"yellow"
"yellow"
"yellow"
"blue"
"cyan"
"turquoise"
"cyan"
"red"
"blue"
"yellow"
"yellow"
"red"
"turquoise"
"blue"
"yellow"
"brown"
"yellow"
"yellow"
"red"
"purple"
"brown"
"green"
"blue"
"turquoise"
"yellow"
"blue"
"brown"
"blue"
"yellow"
"cyan"
"green"
"yellow"
"lightsteelblue1"
"green"
"turquoise"
"turquoise"
"red"
"green"
"black"
"turquoise"
"green"
"yellow"
"turquoise"
"yellow"
"red"
"black"
"brown"
"blue"
"red"
"black"
"lightgreen"
"pink"
"brown"
"darkgreen"
"brown"
"lightgreen"
"brown"
"brown"
"turquoise"
"brown"
"brown"
"black"
"darkgrey"
"magenta"
"turquoise"
"turquoise"
"blue"
"yellow"
"turquoise"
"turquoise"
"blue"
"brown"
"blue"
"red"
"brown"
"pink"
"midnightblue"
"turquoise"
"yellow"
"purple"
"turquoise"
"salmon"
"turquoise"
"turquoise"
"yellow"
"grey60"
"sienna3"
"yellow"
"turquoise"
"blue"
"green"
"blue"
"blue"
"brown"
"tan"
"tan"
"turquoise"
"brown"
"pink"
"lightgreen"
"blue"
"yellow"
"yellow"
"salmon"
"brown"
"red"
"greenyellow"
"turquoise"
"blue"
"turquoise"
"brown"
"turquoise"
"greenyellow"
"yellow"
"yellow"
"turquoise"
"brown"
"greenyellow"
"brown"
"brown"
"grey"
"turquoise"
"turquoise"
"tan"
"skyblue"
"yellow"
"brown"
"yellow"
"green"
"turquoise"
"brown"
"green"
"turquoise"
"yellow"
"darkturquoise"
"yellow"
"blue"
"red"
"blue"
"blue"
"cyan"
"green"
"green"
"turquoise"
"red"
"blue"
"yellow"
"brown"
"yellow"
"yellow"
"brown"
"yellow"
"yellow"
"turquoise"
"red"
"blue"
"blue"
"brown"
"pink"
"yellow"
"red"
"turquoise"
"brown"
"yellow"
"brown"
"darkred"
"turquoise"
"turquoise"
"turquoise"
"turquoise"
"yellow"
"blue"
"yellow"
"pink"
"grey60"
"turquoise"
"brown"
"turquoise"
"turquoise"
"lightsteelblue1"
"blue"
"turquoise"
"white"
"lightgreen"
"yellow"
"brown"
"green"
"yellow"
"brown"
"green"
"royalblue"
"darkolivegreen"
"turquoise"
"magenta"
"blue"
"yellow"
"pink"
"yellow"
"turquoise"
"green"
"yellow"
"red"
"grey60"
"tan"
"pink"
"darkolivegreen"
"darkolivegreen"
"green"
"white"
"lightcyan1"
"green"
"black"
"blue"
"skyblue3"
"turquoise"
"blue"
"darkturquoise"
"blue"
"mediumpurple3"
"saddlebrown"
"green"
"turquoise"
"yellow"
"magenta"
"pink"
"yellow"
"brown"
"yellow"
"yellow"
"darkolivegreen"
"brown"
"sienna3"
"brown"
"yellow"
"grey"
"white"
"white"
"turquoise"
"lightcyan1"
"saddlebrown"
"yellow"
"darkolivegreen"
"turquoise"
"brown"
"red"
"brown"
"brown"
"turquoise"
"green"
"brown"
"yellow"
"yellowgreen"
"brown"
"darkorange"
"purple"
"brown"
"yellow"
"turquoise"
"green"
"blue"
"darkturquoise"
"brown"
"brown"
"yellow"
"skyblue3"
"turquoise"
"skyblue3"
"turquoise"
"blue"
"yellow"
"yellow"
"blue"
"yellow"
"brown"
"brown"
"yellow"
"purple"
"blue"
"grey60"
"turquoise"
"royalblue"
"red"
"turquoise"
"turquoise"
"grey60"
"yellow"
"turquoise"
"black"
"sienna3"
"grey60"
"red"
"turquoise"
"blue"
"yellow"
"brown"
"turquoise"
"magenta"
"brown"
"turquoise"
"brown"
"turquoise"
"brown"
"black"
"turquoise"
"brown"
"tan"
"yellow"
"yellow"
"turquoise"
"tan"
"salmon"
"turquoise"
"blue"
"turquoise"
"brown"
"purple"
"brown"
"yellow"
"yellow"
"blue"
"brown"
"turquoise"
"yellow"
"yellow"
"blue"
"blue"
"turquoise"
"turquoise"
"yellow"
"orange"
"darkmagenta"
"brown"
"turquoise"
"brown"
"grey60"
"brown"
"lightyellow"
"brown"
"brown"
"black"
"green"
"brown"
"red"
"pink"
"turquoise"
"skyblue"
"tan"
"brown"
"yellow"
"red"
"yellow"
"blue"
"turquoise"
"darkolivegreen"
"blue"
"blue"
"yellow"
"blue"
"grey"
"brown"
"turquoise"
"yellow"
"lightcyan"
"blue"
"yellow"
"black"
"blue"
"brown"
"steelblue"
"blue"
"blue"
"blue"
"blue"
"white"
"turquoise"
"blue"
"brown"
"yellow"
"red"
"darkred"
"darkred"
"turquoise"
"turquoise"
"red"
"black"
"blue"
"yellow"
"green"
"black"
"midnightblue"
"blue"
"grey60"
"greenyellow"
"turquoise"
"red"
"turquoise"
"blue"
"yellow"
"yellow"
"blue"
"brown"
"turquoise"
"darkgrey"
"yellow"
"green"
"turquoise"
"red"
"yellow"
"lightgreen"
"brown"
"turquoise"
"yellow"
"blue"
"brown"
"turquoise"
"yellow"
"brown"
"yellow"
"lightcyan"
"yellow"
"yellow"
"blue"
"blue"
"purple"
"darkred"
"pink"
"yellow"
"blue"
"greenyellow"
"black"
"brown"
"yellow"
"grey"
"turquoise"
"black"
"brown"
"lightgreen"
"turquoise"
"turquoise"
"brown"
"brown"
"brown"
"blue"
"brown"
"lightcyan"
"purple"
"midnightblue"
"grey60"
"brown"
"greenyellow"
"blue"
"brown"
"brown"
"midnightblue"
"brown"
"purple"
"greenyellow"
"brown"
"purple"
"brown"
"turquoise"
"lightgreen"
"turquoise"
"turquoise"
"yellow"
"turquoise"
"red"
"pink"
"blue"
"turquoise"
"darkmagenta"
"turquoise"
"tan"
"blue"
"turquoise"
"turquoise"
"turquoise"
"turquoise"
"yellow"
"yellow"
"tan"
"yellow"
"green"
"turquoise"
"blue"
"pink"
"yellow"
"mediumpurple3"
"yellow"
"royalblue"
"red"
"brown"
"brown"
"blue"
"blue"
"lightgreen"
"blue"
"blue"
"turquoise"
"brown"
"grey"
"yellow"
"blue"
"yellow"
"red"
"magenta"
"greenyellow"
"green"
"cyan"
"lightcyan1"
"green"
"red"
"blue"
"turquoise"
"yellow"
"brown"
"red"
"darkmagenta"
"brown"
"green"
"green"
"blue"
"brown"
"skyblue3"
"blue"
"blue"
"black"
"brown"
"cyan"
"brown"
"brown"
"red"
"blue"
"blue"
"turquoise"
"red"
"brown"
"red"
"yellow"
"yellow"
"brown"
"yellow"
"yellow"
"orange"
"red"
"brown"
"green"
"skyblue3"
"tan"
"turquoise"
"brown"
"blue"
"red"
"blue"
"turquoise"
"yellow"
"lightgreen"
"turquoise"
"turquoise"
"turquoise"
"turquoise"
"turquoise"
"yellow"
"turquoise"
"turquoise"
"brown"
"grey60"
"turquoise"
"green"
"brown"
"blue"
"turquoise"
"yellow"
"salmon"
"purple"
"blue"
"brown"
"brown"
"yellow"
"lightgreen"
"turquoise"
"greenyellow"
"turquoise"
"turquoise"
"red"
"blue"
"blue"
"red"
"salmon"
"blue"
"blue"
"blue"
"white"
"turquoise"
"turquoise"
"blue"
"magenta"
"yellow"
"turquoise"
"turquoise"
"red"
"blue"
"yellow"
"yellow"
"grey"
"greenyellow"
"brown"
"brown"
"skyblue"
"skyblue"
"yellow"
"turquoise"
"darkred"
"brown"
"yellow"
"turquoise"
"blue"
"yellow"
"yellow"
"yellow"
"blue"
"yellow"
"yellow"
"blue"
"yellow"
"turquoise"
"yellow"
"turquoise"
"greenyellow"
"red"
"yellow"
"red"
"brown"
"blue"
"red"
"turquoise"
"black"
"yellow"
"green"
"brown"
"yellow"
"blue"
"yellow"
"yellow"
"brown"
"blue"
"darkolivegreen"
"skyblue3"
"yellowgreen"
"greenyellow"
"black"
"salmon"
"yellow"
"blue"
"yellow"
"brown"
"green"
"yellow"
"magenta"
"darkred"
"blue"
"yellow"
"yellow"
"turquoise"
"black"
"lightcyan"
"blue"
"yellow"
"red"
"brown"
"cyan"
"blue"
"lightcyan"
"pink"
"grey60"
"brown"
"turquoise"
"blue"
"blue"
"blue"
"green"
"brown"
"green"
"white"
"red"
"yellow"
"red"
"blue"
"magenta"
"pink"
"grey"
"brown"
"royalblue"
"black"
"turquoise"
"magenta"
"blue"
"green"
"brown"
"green"
"yellow"
"turquoise"
"yellow"
"brown"
"turquoise"
"yellow"
"paleturquoise"
"tan"
"violet"
"blue"
"brown"
"steelblue"
"purple"
"grey60"
"red"
"greenyellow"
"blue"
"greenyellow"
"darkorange"
"brown"
"turquoise"
"red"
"yellow"
"yellow"
"turquoise"
"red"
"lightcyan"
"yellow"
"pink"
"yellow"
"brown"
"magenta"
"brown"
"blue"
"turquoise"
"green"
"green"
"turquoise"
"turquoise"
"black"
"blue"
"blue"
"yellow"
"green"
"violet"
"greenyellow"
"pink"
"steelblue"
"turquoise"
"green"
"turquoise"
"green"
"turquoise"
"brown"
"black"
"brown"
"lightcyan"
"blue"
"turquoise"
"blue"
"darkred"
"yellow"
"red"
"skyblue"
"pink"
"yellow"
"turquoise"
"turquoise"
"red"
"blue"
"turquoise"
"brown"
"pink"
"salmon"
"yellow"
"turquoise"
"turquoise"
"red"
"blue"
"turquoise"
"brown"
"turquoise"
"turquoise"
"turquoise"
"yellow"
"turquoise"
"red"
"turquoise"
"blue"
"skyblue"
"skyblue"
"brown"
"blue"
"turquoise"
"red"
"blue"
"brown"
"green"
"darkgrey"
"yellow"
"lightcyan"
"brown"
"green"
"darkorange"
"turquoise"
"brown"
"saddlebrown"
"turquoise"
"red"
"yellow"
"salmon"
"red"
"blue"
"turquoise"
"yellow"
"darkmagenta"
"brown"
"grey"
"lightgreen"
"blue"
"blue"
"yellow"
"blue"
"blue"
"green"
"turquoise"
"black"
"turquoise"
"yellow"
"brown"
"yellow"
"blue"
"blue"
"turquoise"
"darkturquoise"
"turquoise"
"yellow"
"turquoise"
"yellow"
"darkred"
"blue"
"orange"
"brown"
"turquoise"
"greenyellow"
"red"
"turquoise"
"yellow"
"brown"
"pink"
"turquoise"
"magenta"
"white"
"grey60"
"brown"
"turquoise"
"yellow"
"grey60"
"darkred"
"brown"
"saddlebrown"
"pink"
"plum1"
"red"
"greenyellow"
"mediumpurple3"
"turquoise"
"brown"
"green"
"yellow"
"blue"
"blue"
"pink"
"brown"
"purple"
"brown"
"royalblue"
"brown"
"steelblue"
"turquoise"
"brown"
"yellow"
"turquoise"
"blue"
"yellow"
"yellow"
"brown"
"red"
"blue"
"midnightblue"
"brown"
"red"
"red"
"white"
"turquoise"
"blue"
"turquoise"
"brown"
"tan"
"salmon"
"greenyellow"
"mediumpurple3"
"cyan"
"violet"
"turquoise"
"salmon"
"green"
"turquoise"
"pink"
"brown"
"pink"
"green"
"turquoise"
"brown"
"brown"
"yellow"
"magenta"
"blue"
"black"
"brown"
"brown"
"darkorange"
"brown"
"brown"
"brown"
"skyblue3"
"brown"
"blue"
"skyblue3"
"green"
"red"
"brown"
"brown"
"brown"
"lightyellow"
"red"
"greenyellow"
"brown"
"saddlebrown"
"tan"
"brown"
"blue"
"blue"
"red"
"green"
"green"
"pink"
"blue"
"green"
"yellow"
"black"
"red"
"yellow"
"blue"
"salmon"
"yellow"
"turquoise"
"yellow"
"salmon"
"brown"
"darkgrey"
"blue"
"blue"
"turquoise"
"red"
"brown"
"turquoise"
"ivory"
"green"
"turquoise"
"turquoise"
"turquoise"
"yellow"
"brown"
"brown"
"yellow"
"brown"
"pink"
"blue"
"turquoise"
"blue"
"green"
"yellow"
"turquoise"
"turquoise"
"brown"
"turquoise"
"black"
"blue"
"blue"
"blue"
"darkred"
"magenta"
"green"
"orangered4"
"pink"
"turquoise"
"yellow"
"purple"
"blue"
"lightcyan"
"tan"
"salmon"
"turquoise"
"blue"
"turquoise"
"brown"
"orangered4"
"turquoise"
"midnightblue"
"brown"
"green"
"greenyellow"
"green"
"pink"
"magenta"
"yellow"
"greenyellow"
"brown"
"green"
"salmon"
"red"
"purple"
"brown"
"blue"
"turquoise"
"blue"
"turquoise"
"brown"
"brown"
"yellow"
"pink"
"turquoise"
"brown"
"red"
"brown"
"turquoise"
"brown"
"green"
"red"
"pink"
"turquoise"
"yellow"
"turquoise"
"darkred"
"brown"
"lightgreen"
"mediumpurple3"
"yellow"
"turquoise"
"turquoise"
"turquoise"
"purple"
"brown"
"yellow"
"midnightblue"
"mediumpurple3"
"turquoise"
"brown"
"brown"
"darkmagenta"
"blue"
"turquoise"
"blue"
"blue"
"brown"
"royalblue"
"magenta"
"blue"
"darkmagenta"
"yellowgreen"
"blue"
"greenyellow"
"yellow"
"black"
"turquoise"
