"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Eif3b",8.23097453772761,8.06948443305302,8.37101871494432,8.13746136419312,8.30874058757946,8.16547880849104,8.37533674339791,8.29599525422959,8.14418721247659,8.18682456534989,8.59449572612841,8.46855866765427
"Eif3c",8.98787773327973,8.18465797386067,8.92678226020072,8.59797938522874,8.72458648320121,8.56438669761533,8.70927715514848,8.73168438171319,8.57480850135756,8.47798903173912,8.93863472641159,8.997522056476
"Eif3d",7.63252402503706,7.13553279672632,7.614296014712,7.37455209756521,8.02459834770456,7.73525174275432,7.54250205443036,7.52096859015149,7.31805876971533,7.63112089988882,7.81615794170157,7.69019661921975
"Eif3e",7.8053517277408,7.31394623064817,7.74435376491723,7.61260304322837,7.74040983009889,7.84570097594829,7.65366855906787,7.357123428046,7.7796347254447,7.87242905342729,7.6712456465409,7.77618052412575
"Eif3f",7.98921310744196,8.38917346171603,8.25025071937272,8.43030685213344,8.43736522009042,8.19146403642966,7.98612906435244,7.47731075107753,8.10690251894744,8.15166920054066,8.36793602415571,7.77618052412575
"Eif3g",7.24812422808408,8.09921991997081,7.75970879055566,7.65511796144551,7.65464035687847,8.01278332436247,7.62291111511942,7.2920567573916,7.50336669314723,7.80138166255916,8.27036311779376,7.85674645392102
"Eif3h",8.04269521184144,7.97606383036754,7.83383705582217,7.99556012132545,8.05750738428701,7.88411972932535,8.11994040770509,7.95643322987415,7.86567018595994,8.27787498862761,8.13546794798935,8.00061054742606
"Eif3i",7.61699069749412,7.80387278089285,7.40963759289419,7.39198282831809,8.01903325060032,7.58723589566243,7.58336194103254,7.27708172631612,7.56567844444508,7.40209343540484,7.94638822037438,7.4705093313588
"Eif3j1",7.15159372857963,7.13553279672632,7.72881119956111,8.0884988318667,7.4970950792162,7.87870044971011,7.36366129699178,7.14947116215828,7.32590549003706,7.56881316992139,7.37397640121275,7.32160490318491
"Eif3j2",6.68627937607115,7.31394623064817,6.38674697910088,5.74601471773009,6.74672977412546,6.92370339063182,6.72370525335134,6.83564131308355,6.71438296148632,6.53472880808473,6.66671064852881,6.67684459638149
"Eif3k",7.3884708652671,7.87550592574014,7.83383705582217,8.23928352074443,7.99085113204466,7.56656446981252,7.14045331842749,6.98510747245802,7.2861235744987,7.68683161625498,8.27812197647452,7.74517489542561
"Eif3l",7.75965526921729,7.94339495363267,8.0213656163335,7.66897404916787,7.42788525500932,7.71072994117728,7.78347403154563,7.33583986865183,7.58785902901638,8.00669794745842,7.62112730198029,7.61294369762458
"Eif3m",7.22658335002395,7.68830993350933,7.93095643446713,7.86047695556161,7.4970950792162,7.35441744287171,7.38280704648231,7.33583986865183,7.19334087769758,7.26082331341979,7.56221638388507,7.38344846142432
"Eif4a1",9.2935438335327,9.23476556526658,9.39530890477278,9.42488577620012,9.09139470742653,9.02720537208292,9.03981491481853,9.08630399425685,8.77958997108938,9.14481604525224,9.50371876352736,9.33130766578152
"Eif4a2",9.97788261638174,10.3123790234381,10.3978645354513,10.174518517132,9.95315820483221,10.296151158056,10.2109946349384,10.0219323668004,9.83910416628586,10.1521141449367,10.2613950930293,9.93404032234338
"Eif4a3",7.62736776567669,7.68830993350933,7.38917891104929,7.73605591790185,7.74730170016233,7.53131899380471,7.16374867983515,7.47094292438071,7.43054154622489,7.66853513776788,7.80515131188322,7.60294159920786
"Eif4b",8.98976153011761,8.64812797768599,9.19641619247877,8.77806067599582,9.1565191148518,8.75913578089394,8.76011041929577,8.94147907008473,8.71506321809217,8.83138359840514,8.81041414746269,8.8589075173786
"Eif4e",8.26946703104788,8.06948443305302,8.47307434963224,8.04799342790439,8.17663603784329,8.33383961800196,8.52109386569545,8.23741878122442,8.09847409241738,8.12598297298947,8.38949635733458,8.14031361928442
"Eif4e1b",6.50225765919205,5.74601471773009,5.74601471773009,5.74601471773009,6.32099645238723,5.74601471773009,6.13569127027349,6.34145570982005,6.23321165437591,6.19838463573641,6.30217033853605,6.2360090261318
"Eif4e2",7.79634183104493,7.84018551825394,7.57955011224901,7.61260304322837,7.71950706027645,7.51693082924586,8.04352967442602,7.5392086424051,7.51007807346959,7.61198429308315,7.78285107726005,7.78054910758782
"Eif4e3",7.24098990454209,7.31394623064817,7.2582278380135,6.75129180825674,7.16950048482526,6.59905970549397,7.31436980424006,6.78817656827974,6.80303376652638,6.99834659372068,6.77123273357694,6.99092867179093
"Eif4ebp1",6.27209387059004,6.92126115367035,6.03443910866163,6.57219114297089,6.69355006156777,5.74601471773009,6.44382925268539,6.26909573140534,6.70717085143504,6.23743065272889,6.24406443825704,6.45242375721069
"Eif4ebp2",6.95596885981592,6.38645313262447,6.76628213714257,7.26407273566883,6.82873375482095,6.56212836175147,6.66752391665721,6.8002783643925,7.17560597562819,7.06873820796894,6.4251023322401,6.63951976351339
"Eif4ebp3",6.16651959640838,6.83815198390189,5.74601471773009,5.74601471773009,6.32099645238723,5.74601471773009,6.18135832070215,5.74601471773009,5.74601471773009,6.21832560966091,5.74601471773009,6.15656000946543
"Eif4enif1",7.62219005729104,7.1982454847502,7.7130759227894,7.283241919164,7.73348040703277,7.05155867964544,7.5257684134875,7.52096859015149,7.52007602040777,7.60424630154524,7.47898470315411,7.61294369762458
"Eif4g1",9.84999786313986,9.31055827899976,9.46326842346159,9.7142994222947,9.58633627623919,9.37509526949615,9.35848421572495,9.40361010561452,9.70884167222517,9.63716046377387,9.71204718935362,9.63829614722173
"Eif4g2",10.3336704088731,10.1979659112641,10.4763592249846,10.353026430495,10.2699313015243,10.5672353341701,10.312992333288,10.3716501849704,10.4243960047166,10.2478019135475,10.1164351851704,10.0898482335329
"Eif4g3",9.79332885898987,9.42854275256846,9.21233802948224,9.51013554306424,9.09906374329299,9.02720537208292,9.65984418557351,9.41881857984243,9.50205640806371,9.11210199021832,9.20899209749392,9.68745761911934
"Eif4h",9.82089387878635,9.92157780375947,9.8554462096834,9.58033944243515,9.80573408599179,9.72226652517839,9.39505411491499,9.40361010561452,9.31755883558873,9.73496631478267,9.86657787117671,9.52846516485573
"Eif5",8.59201030521776,8.97955156512933,9.03849295132269,8.80199136984571,8.83643609686749,9.04817335175886,8.69191312676256,9.16440537346659,9.05668107772945,8.8452942068358,8.8646348622773,9.00464002966749
"Eif5a",9.18792642653275,9.96891435628964,9.57798806819451,9.87353185044331,9.58089563627395,9.78151455591219,9.268538640852,8.87645034073685,9.07035532400229,9.60331375778809,9.927850906166,9.33974074747519
"Eif5a2",7.40099195125406,7.80387278089285,7.6480957014075,7.73605591790185,7.66201524270743,7.67939341723807,7.69843323583719,7.89413309465159,7.84019927290716,7.86612901068377,7.56890273227192,7.41318490475545
"Eif5b",8.09410626073021,8.18465797386067,7.93095643446713,7.7619252547479,7.89638507742394,8.03707421314197,7.9322422305683,7.99919010017978,8.03572085315449,7.85662121573672,7.90611435811479,8.06529597243949
"Eif6",7.60126063833259,7.64731848658614,7.50696380166105,7.70964895915098,7.60175834437855,7.61427024328174,7.7345606536582,7.48994619763309,7.46923874374363,7.33118323877233,8.0140267973887,7.5569019464733
"Elac1",7.23380984838172,7.56105319419395,7.40963759289419,7.24457248269195,7.14692477724509,6.85958654812997,7.30425346152843,7.31415703227894,7.00118732003412,7.1052150586845,6.94955068032668,7.17244076337307
