"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Ptpn7",5.74601471773009,5.74601471773009,6.32003085757434,6.2028281207757,6.17583145262494,6.00091276814161,5.74601471773009,6.36360179522424,6.01925349702034,6.05168137211589,5.99596529059142,5.90163489457776
"Ptpn9",7.82760422291186,7.46825723835564,7.86233393199482,7.40915883043995,7.71246219269955,7.465181639354,7.4828969833123,7.19906498902037,7.58156236887046,7.4904651645878,7.49325935447042,7.78924182422555
"Ptpra",9.34428106953836,9.20857519978294,9.32394392793418,9.2109705071653,9.05241321474554,9.06655393461896,9.30971943685964,9.42033053765838,9.07349222906708,8.97871661736364,9.54506689530785,9.53091820015431
"Ptprb",7.087628689286,6.74678563092428,6.68741325644872,7.40915883043995,7.40085892564459,7.7533373071391,7.12861439287074,8.02006010585905,8.12360171419019,7.25562686633912,6.66671064852881,6.91009897858001
"Ptprc",5.97135139674534,5.74601471773009,6.44677522158294,6.48693865837898,5.93880281262351,6.73157868122858,5.74601471773009,6.3849361907878,6.43181843681366,5.74601471773009,6.24406443825704,5.90163489457776
"Ptprcap",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,6.08373963483239,5.74601471773009,6.16843677707835,5.74601471773009,6.09905891000245,5.74601471773009
"Ptprd",8.13315593846434,8.60819435223199,8.60921441364846,8.3587057739021,8.20119187463876,8.76197300025955,8.83778851377262,9.21941093644393,9.28554325648005,7.8211492155971,8.33494474868003,8.60254569057658
"Ptpre",7.88794735460604,7.1982454847502,8.2814617923091,7.91846544300055,7.42788525500932,7.84011840726057,7.90131957895195,7.83825516020833,7.84019927290716,7.71200835565919,7.38179439436067,7.72711252315105
"Ptprf",6.81487175728276,7.1982454847502,7.08317564558473,7.39198282831809,7.4970950792162,7.91617035117106,7.55900961545361,6.94470096311447,8.2800995871314,7.3505186727326,7.53510009654605,7.56210335175221
"Ptprg",8.77895108508913,8.00794205782238,8.49964250732304,8.3587057739021,8.35297259431525,8.33383961800196,8.8842402212809,8.66363514481642,8.7338053122731,8.79519460831572,8.43162596650101,8.92804688863501
"Ptprh",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.0779228008653,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Ptprj",8.90039041929185,8.09921991997081,8.64125880837245,8.44572347030959,8.63173765254113,8.47325907731992,8.99548083993299,9.30387032369249,8.54009226550215,8.64915626319683,8.70378829721923,8.90727920493445
"Ptprk",7.71226107285776,7.06893395789686,7.21099817777675,7.11975615356629,7.66934698828781,7.61427024328174,7.43844277446657,7.72906028867609,7.48642348929798,6.75047423740473,7.44991641927381,7.58269155224707
"Ptprm",6.35912784955717,6.74678563092428,6.15323483203576,7.2247271475341,7.2133000935469,6.87276092924756,7.05467136272688,6.75084766364504,7.96050211385019,6.52332011673904,6.40247134964888,6.93778718803642
"Ptprn",11.0692599580359,10.8555072065432,10.5672774594292,10.8513689322707,10.8212870536183,10.6971250420952,11.1957486557892,11.1330876951666,10.7016325415608,10.5813901163984,11.2870098489759,11.4677268160131
"Ptprn2",9.51406459019483,8.18465797386067,9.18570149620051,8.99045022570091,9.1999137360937,8.6802690103748,9.25688455105733,9.46495924439674,9.22020567156565,9.10188216722128,9.01805491643231,9.46572751773491
"Ptpro",7.54180501266578,7.06893395789686,7.48811988187854,7.283241919164,7.02626429543171,6.79074028431428,6.94704589646679,7.1909537723207,7.08715584872942,6.84059000220415,6.75705979092978,6.85219914566429
"Ptprq",5.74601471773009,5.74601471773009,6.24393779302673,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457776
"Ptprr",6.81487175728276,6.92126115367035,6.76628213714257,6.89946766088885,6.74672977412546,7.10478681003977,7.06736178082728,6.73804172856597,6.43181843681366,7.1170998716576,7.02771560783671,7.11278100760347
"Ptprs",11.2845952811612,10.5639738678124,11.1776744114457,10.8141397314224,10.7369048614895,10.4950924346664,11.2023998091974,11.2024512424341,10.7912160473316,11.1288937089907,11.0320503864548,11.3367799508468
"Ptprt",7.84077370652885,7.9098916016798,6.76628213714257,8.33398174211391,7.71950706027645,7.81183765564414,8.45637067359778,8.5729236528429,8.79494903040868,7.9809198608806,6.96109792521869,7.9011944803328
"Ptpru",7.02828833186851,6.74678563092428,6.15323483203576,6.87167352938765,6.87460592790578,6.91121913871735,7.66876805685589,7.52707900682002,6.93579844214511,6.95778961819559,7.64643774844818,7.14302319134769
"Ptprz1",8.19135515283551,8.97955156512933,8.39961277510579,9.1750029160735,7.90857272289742,9.36957443054852,8.68490654761177,8.89189476270193,9.95118500161754,8.70296130586901,7.9364352935398,8.5297157113243
"Ptrf",6.35912784955717,5.74601471773009,6.72775853067017,6.87167352938765,7.05153354354193,6.77631924135545,6.02197511661528,6.29433054272488,7.01688971392936,6.4110464397921,6.17786933683618,6.48461218845212
"Ptrh1",6.60680223492987,5.74601471773009,5.74601471773009,6.2028281207757,5.93880281262351,6.34036937992903,5.94129669167017,6.1520728747008,5.91898088471957,6.29059228912795,6.09905891000245,5.96598844840126
"Ptrh2",6.66065176716826,7.13553279672632,7.44952348569594,7.11975615356629,7.08832082591189,6.9954477421061,6.46964152076905,6.64249534544331,6.92446646477499,6.6400892512114,6.66671064852881,6.82184799514039
"Ptrhd1",6.66065176716826,6.92126115367035,6.90572335376311,6.27277285307284,6.48512598017227,6.88575368190987,6.29545088215056,6.55035630470688,6.04524372300253,6.60998078616562,6.69791899579294,6.5001491580929
"Pts",6.43469776319708,7.13553279672632,6.93757667305958,7.05146679788533,6.82873375482095,7.33770445051879,6.54167555151999,6.62788312528967,6.76999042518114,6.97149240129187,7.01691270169161,6.66459338240955
"Pttg1",6.75876423982917,7.36767200551609,6.64499732739937,7.2247271475341,7.15827130702151,7.06242298335718,6.97504949624049,6.93433566356544,6.96356833271757,7.06873820796894,7.3094646196557,7.11278100760347
"Pttg1ip",7.49667364461043,8.15677829865023,7.36835749710341,7.65511796144551,7.56255429180867,7.72305012878405,7.42934986942684,7.28459389520467,7.939220145409,7.55677185741001,7.70158198827308,7.67606991043292
"Ptx3",5.90543270746838,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.31840347379627,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Puf60",8.43598342720335,8.45860654986162,8.20748540981318,8.67152339283867,8.33545142885836,8.32609335387816,8.22696278349496,8.17987280102475,8.24453868849974,8.47397867022133,8.72633303858868,8.54459121790606
"Pum1",8.3641391494073,8.15677829865023,8.17449894196441,8.25699955355591,7.95621822091953,8.08900036898563,7.99781019944509,8.59480651036386,8.37981168224614,7.90654415255887,7.9998219461397,8.12362978842729
"Pum2",8.53326251141868,8.03906989636033,8.70321627394771,8.16600289803264,8.89656063875868,8.43433576393801,8.49717700125501,8.77049901348569,8.61448346130515,8.95473296572445,7.98546270803586,8.38254747496649
"Pum3",6.91773580214593,7.13553279672632,7.13613490781449,6.95275757658379,7.28603099315899,6.98384403724366,6.7764033481286,6.9949586405425,7.10161724651985,7.16336449513989,7.36610578290465,7.24949838861119
"Pura",7.41338139013938,7.31394623064817,7.5255191223065,7.33888983684944,7.48016324386079,7.19437942880694,7.11664334342008,7.68154344554684,7.84789329428047,7.7048660762971,7.2233436799784,7.26295415693389
"Purb",9.80823744438036,9.40571489298137,9.83853151716018,9.86513497592839,10.0027269282882,9.70049774368913,9.7799198872641,9.89435662230201,10.2639053513943,10.2518211185498,9.12518742977677,9.35229740235759
"Purg",6.98370159673012,6.83815198390189,7.28111851905367,7.07472629157393,7.33526735801708,6.88575368190987,6.91822147925335,7.22304748238326,7.11114968982855,7.19130933900932,7.09026414771581,7.17244076337307
"Pus1",6.7471018561585,6.83815198390189,6.15323483203576,6.78292947722468,6.96020151186135,7.02948185409761,6.60716765916451,6.92385918954307,6.83490795836534,6.52332011673904,6.98379724595318,6.80103941826128
"Pus10",6.33863055119901,5.74601471773009,6.60019828616156,6.44001656055586,6.67504700178932,6.31306850669986,6.87330323804131,7.10633393357962,6.7632313030093,6.75047423740473,6.75705979092978,6.81150342177205
"Pus3",6.4693318579833,6.2007163041327,6.03443910866163,6.6486675883491,6.32099645238723,6.58082058063128,6.13569127027349,6.51692153181073,6.66253386265629,6.65954414397256,6.69791899579294,6.5302196064298
"Pus7",7.02828833186851,6.92126115367035,7.13613490781449,6.53083515152989,6.59646374677035,6.39133219096688,7.04182392098465,6.59781383787628,6.80303376652638,6.90826722176781,6.81244165879951,6.92864514170194
"Pus7l",6.45224384152599,5.74601471773009,6.44677522158294,6.33414409144239,6.25383794328405,5.92637191568324,5.74601471773009,6.26909573140534,6.30335268324699,6.59968010936441,6.32896034239041,5.96598844840126
"Pusl1",6.5784105814205,6.74678563092428,6.68741325644872,7.2247271475341,6.93250029258075,6.9482014766265,6.44382925268539,6.51692153181073,6.79652217469604,6.98500931848194,7.02771560783671,7.14302319134769
"Pvalb",6.39808189336062,7.60493663032915,6.838638267486,7.53833020145166,7.32558749056575,7.21332789051717,7.29404689177721,6.8471319795233,7.37939207220449,7.19681386438563,7.21435696813521,6.80103941826128
"Pvr",6.33863055119901,6.5272639655662,6.15323483203576,6.68430092586366,6.57551092608942,6.50299063240475,6.87330323804131,6.6568442965279,7.01688971392936,6.15550111538001,6.56500284168487,6.84219261952035
"Pwp1",6.7471018561585,6.92126115367035,6.44677522158294,6.7184581734777,6.67504700178932,6.58082058063128,6.29545088215056,6.76346754969094,6.4823961947678,6.49993499875987,6.56500284168487,6.66459338240955
"Pwp2",7.09583759036189,7.68830993350933,7.3255636524286,7.33888983684944,6.97376624455403,6.97210451197133,7.35396930923528,7.52707900682002,6.93014892470332,7.1052150586845,7.34216968292209,7.48165169088138
"Pwwp2a",7.44979101933977,6.83815198390189,7.614296014712,7.00331466764707,6.74672977412546,7.25028232615179,6.64790973458671,7.28459389520467,7.21511525799714,7.19130933900932,7.12998741265327,7.03316217516387
"Pwwp2b",7.50240770992788,7.06893395789686,7.46897683491684,6.95275757658379,7.53841710801146,7.465181639354,7.78347403154563,7.45163405663704,7.45531161759859,7.58862369472586,7.58216734972326,7.68079645719613
"Pxdc1",5.90543270746838,6.2007163041327,6.55261476465212,6.38940370799125,6.50882426916374,6.76165922916163,6.41694544367551,5.91224302054867,6.49206772662792,5.74601471773009,6.48858062290051,6.34471599876911
"Pxdn",8.66745277071705,8.45860654986162,8.36135312738041,8.0062142349718,8.21089042357504,7.96281998304574,8.60541410727528,8.85858922957348,8.39177933290115,8.55394942991702,8.51220183217594,8.62133820826594
"Pxk",7.37581481846166,6.92126115367035,7.36835749710341,7.4592413882434,7.41894488881723,7.08381810627633,6.84212641297254,7.23875314214451,7.19773023631994,7.1052150586845,7.01691270169161,7.2358795013794
"Pxmp2",5.74601471773009,6.5272639655662,5.74601471773009,6.38940370799125,6.13073690606632,6.43832819948902,6.22255185613063,6.03361342466129,6.64709589160792,6.21832560966091,6.212183820912,5.74601471773009
"Pxmp4",6.83637202671743,7.06893395789686,7.02740652411637,6.68430092586366,6.79682937899506,7.19437942880694,6.93274010563282,6.73804172856597,6.95807653795267,7.09319574698419,6.77123273357694,6.72411314693577
"Pxn",8.55911162709466,8.00794205782238,8.68030376316263,8.11809075553078,8.07900275628474,8.19574661094601,8.24641959702157,8.33914663595431,8.30934032385382,8.3189607419774,8.02341268181483,8.20820873000806
"Pxylp1",6.3789236073746,6.38645313262447,6.80318636475597,6.27277285307284,6.67504700178932,6.54295089637861,6.54167555151999,6.58232608517294,6.57360759119972,6.23743065272889,6.66671064852881,6.51534498112484
"Pycard",6.16651959640838,6.5272639655662,6.32003085757434,6.01048873685946,6.59646374677035,6.31306850669986,6.02197511661528,6.29433054272488,6.63135398494044,6.33880496133769,6.32896034239041,6.01529640110915
"Pycr1",6.27209387059004,6.5272639655662,6.15323483203576,6.48693865837898,6.07943945422537,6.76165922916163,6.32834670430084,6.53383359345793,6.09132938202759,6.19838463573641,6.35451166444358,6.21108529546451
"Pycr2",7.56918714382644,7.46825723835564,6.96842550338733,7.55354820131962,7.40993651783594,7.25028232615179,7.36366129699178,7.18278228254775,7.14385893776458,6.82486049142829,7.25858421808064,7.41318490475545
"Pycrl",6.67356595562457,6.74678563092428,6.24393779302673,6.38940370799125,6.61685707954538,6.73157868122858,6.74162981763653,6.21437995814076,6.62336389783611,6.58923906524793,6.44695176553183,6.61362866854975
"Pydc3",5.90543270746838,5.74601471773009,6.03443910866163,5.74601471773009,6.01845616303518,6.1060292116947,5.74601471773009,5.74601471773009,6.24805848173411,6.21832560966091,5.74601471773009,6.01529640110915
"Pydc4",5.90543270746838,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.92637191568324,5.74601471773009,5.74601471773009,5.74601471773009,6.01951320260687,5.74601471773009,5.74601471773009
"Pygb",9.41854115354534,9.55833040122379,8.93964071511328,9.46999902158865,9.13927808480386,9.4220668252446,8.99548083993299,9.27404000399653,9.75164722708297,9.14481604525224,9.2730245659295,9.46444418916979
"Pygl",6.50225765919205,6.2007163041327,6.50171616861298,6.44001656055586,6.53174497705871,5.74601471773009,6.08373963483239,6.58232608517294,6.44225145405585,6.53472880808473,6.44695176553183,6.05680468388423
"Pygm",6.64752807415449,7.9098916016798,7.30355689981037,7.33888983684944,7.27592386450515,7.70452457333899,7.36366129699178,7.31415703227894,7.74686236753363,6.9917000360508,7.43511291307771,7.16516069833279
"Pygo1",8.00856292143775,7.84018551825394,7.94425870951496,8.12781105521783,7.95621822091953,7.84011840726057,7.95045116650383,7.71341892588935,7.924837841538,7.57677565540433,7.35020329584923,7.8064525247696
"Pygo2",7.73143144529565,8.09921991997081,7.78987581674947,7.7619252547479,7.35438743616268,7.45760384805076,7.7345606536582,7.79470271434204,7.64912610094087,7.58073766729585,8.04659071052892,7.72255649563488
"Pym1",6.7111359265777,7.1982454847502,7.16166460465806,6.57219114297089,6.61685707954538,6.81890456226423,6.79328862881674,6.1520728747008,6.64709589160792,6.46329716245762,6.52781563163329,6.61362866854975
"Pyroxd1",6.7111359265777,6.38645313262447,6.15323483203576,6.78292947722468,6.59646374677035,5.74601471773009,6.60716765916451,6.6129941769376,6.90139714196451,6.74180820693417,6.05194985962486,6.55907584816069
"Pyroxd2",5.97135139674534,5.74601471773009,5.74601471773009,5.74601471773009,6.17583145262494,5.74601471773009,5.74601471773009,5.74601471773009,6.27645869648312,6.21832560966091,5.74601471773009,6.12628777439285
"Pyurf",7.1200897055804,6.74678563092428,6.76628213714257,7.4592413882434,6.48512598017227,6.9954477421061,6.84212641297254,6.68480099902571,7.27391341638091,7.13468281582627,6.91407002848777,6.97352848948154
"Pzp",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059142,5.74601471773009
"Qars",7.64277299094948,7.25758108755117,7.42974795455214,7.18393998831148,7.41894488881723,7.7829214260721,7.36366129699178,7.16625406684374,7.72171758516302,7.49471717220437,7.64015814055127,7.54116388327889
"Qdpr",8.2146074048313,9.15469792589862,8.21830414637891,9.34232840976951,9.16140684398749,9.61461633408005,8.85965726363091,8.55906940632758,8.99511162924243,8.89663613586497,8.64281398516857,8.52221753765567
"Qk",8.68861087416914,9.52697326839274,9.09120010383911,9.9039062698523,9.24891841305229,10.1520725357075,9.25688455105733,9.397480967432,10.3748268268446,9.35699756399752,8.54761704091949,8.95220204444631
"Qpct",6.64752807415449,6.92126115367035,7.10998468997024,6.81347933830745,6.46057228151526,7.02948185409761,6.29545088215056,6.03361342466129,6.74955439328026,6.84059000220415,6.74265284023842,6.60035318107322
"Qpctl",7.15932812621701,7.60493663032915,6.50171616861298,7.5073122069434,6.84427756997435,6.87276092924756,7.38280704648231,6.90256023097753,7.2861235744987,7.01151010831448,6.83890623493614,7.10508485747452
"Qprt",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13185952847338,5.74601471773009,5.74601471773009,5.74601471773009
"Qrfp",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.05799775503962,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Qrfpr",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.21651083794126,5.74601471773009,6.08373963483239,5.74601471773009,6.21787974708343,6.10741554155047,5.74601471773009,6.01529640110915
"Qrich1",8.39909431738823,8.03906989636033,8.1059948498032,8.39894477495616,7.83367195657907,7.94745373450796,7.98024948135325,7.9779850938273,8.09635865409833,7.88804681435281,7.94142119914079,7.92871012634683
"Qrsl1",6.7111359265777,6.64459133834263,6.60019828616156,6.6486675883491,6.71165018154608,6.79074028431428,7.02881453662548,6.83564131308355,6.64709589160792,6.75047423740473,6.86463279990671,6.7579128203933
"Qser1",6.54890253287375,6.5272639655662,6.50171616861298,6.84303400695736,6.79682937899506,7.08381810627633,6.80986130569711,7.23875314214451,7.0272251277554,6.65954414397256,6.65064749842563,6.65215441697704
"Qsox1",7.10398327656877,7.13553279672632,7.66465848444139,7.47547922975846,7.23456606296923,7.05155867964544,7.152163628879,7.1578950467374,7.09681872061909,7.00494971617154,6.96109792521869,7.2358795013794
"Qsox2",7.60126063833259,7.76650417454332,6.99834638364494,7.42608862317961,7.15827130702151,7.34609105788606,7.38280704648231,7.65434957889395,7.05762228694701,7.60424630154524,7.44253764861778,7.50363203495129
"Qtrt1",6.72329375856885,7.06893395789686,6.93757667305958,6.75129180825674,7.13545786211346,7.20389427280853,6.94704589646679,6.71184150272814,6.72153404285511,6.23743065272889,7.15884247335775,6.72411314693577
"Qtrtd1",6.94654953681421,6.83815198390189,6.90572335376311,6.38940370799125,6.82873375482095,6.34036937992903,6.46964152076905,6.68480099902571,6.36526200998523,6.93687240798279,6.52781563163329,6.7579128203933
"R3hcc1",6.87792929134728,6.5272639655662,6.24393779302673,7.05146679788533,6.91834985714232,6.68436902756504,6.54167555151999,6.68480099902571,6.70717085143504,6.52332011673904,6.83890623493614,6.80103941826128
"R3hcc1l",6.79285019052614,7.13553279672632,6.72775853067017,6.57219114297089,6.90398950220338,6.48212009109979,6.7053950538873,6.3849361907878,6.99589866451567,6.63018077804455,6.56500284168487,6.57308884001306
"R3hdm1",8.83048226512349,8.68694781466454,8.9712826215276,8.51303947902333,8.68750241163528,8.42713895126199,8.73322960684348,8.79422260802582,8.56283170316146,8.67371281733401,8.64577884811289,8.64677002166593
"R3hdm2",8.76576658587023,8.52470587957053,8.60921441364846,8.56321841974513,8.78002981287156,8.72754046016603,8.49717700125501,8.8473095995667,8.58668273788967,8.41447617701235,8.71510616557218,8.63064003148243
"R3hdm4",9.4569799428619,9.90544522825112,9.7544391119559,9.72672122794387,9.88722033171514,9.8969587594409,9.15501869275252,9.35856444218926,9.30608062808151,9.83113339899216,9.67960430904125,9.41480145518178
"Rab10",9.44063292512278,9.16836035588514,9.49390735719256,9.22861810819402,9.2694135806807,9.29384051788275,9.24749195381824,9.30387032369249,9.00829857162038,9.14107967632191,9.32151764523649,9.25307139367176
"Rab11a",8.0612850159802,8.09921991997081,8.12922043235226,8.36684873676031,8.43326659483732,8.05143806995558,8.47692480701489,8.33587533726583,8.38666313282188,7.9809198608806,8.54124498076146,8.30845611848517
"Rab11b",8.95546210887502,9.12697145783832,8.92678226020072,9.40565887846586,9.24662281215341,9.11810534232134,9.08544384987821,8.608310139816,8.88492482085449,8.73660449217568,9.13358511541757,9.01876919834892
"Rab11fip1",6.27209387059004,6.64459133834263,6.838638267486,6.53083515152989,6.43507124487607,6.14826413099723,6.32834670430084,6.0779228008653,6.87175614222045,6.36877103813914,6.05194985962486,6.32468745863109
"Rab11fip2",8.16085779640145,7.64731848658614,7.89021809152183,7.53833020145166,7.64722175638076,7.96790240591661,7.86321750512058,7.57489211179006,7.72453616871748,7.66484364362034,7.34216968292209,7.73617580075724
"Rab11fip3",9.09842469393714,8.45860654986162,8.74058737073743,8.67152339283867,8.44958831932221,8.3831474581057,8.59795702790852,8.65586496934645,8.44191885002621,8.68927368556058,8.61281250039939,8.6352677145054
"Rab11fip4",9.82404059234564,9.14090251358999,9.35769325308829,9.49930071471294,9.56995179721735,9.27622997850338,9.28469544909156,9.63850574320197,9.34972963169585,9.9533695121362,9.06276709386796,9.23508474675728
"Rab11fip5",8.25994585131802,8.06948443305302,8.55971731754819,8.26577153444094,8.67721513014161,8.21274230177861,8.43129366764358,8.00339053340853,8.44683363313582,8.40395164668941,8.27812197647452,8.16983178063191
"Rab12",8.21131006700638,7.84018551825394,8.1059948498032,8.31724676282445,8.17167071411315,7.87325848552847,8.15656852915799,8.18354220608191,7.60655872018285,8.07846827311601,8.19435048626551,8.18595514311489
"Rab13",6.10176357820178,6.38645313262447,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,6.08373963483239,5.74601471773009,6.16843677707835,6.21832560966091,6.32896034239041,6.18469651090124
"Rab14",9.44337047721635,9.06983463081437,9.59018384489585,9.19758929307184,9.17596972906658,9.24437314847598,9.48157302503114,8.95832452177167,9.09525792308463,9.18406956785094,9.41381087086625,9.3284854947971
"Rab15",10.1505843293209,10.2045669027996,10.1020227501685,10.5260452971502,10.5113977874167,10.0167535804952,9.97524620413195,9.69321577950411,9.60703412811453,10.4631298063767,10.1195874519345,10.0079236694565
"Rab18",8.38172822514099,7.97606383036754,7.8193494568185,8.28314730230326,8.08962182192702,8.37941699555466,8.53681157513599,8.38414136875965,8.37809345178583,8.17687351197432,8.39305698862255,8.18274587210788
"Rab19",6.06436664491995,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Rab1a",8.99539787680497,9.08433656642606,9.08543982298402,8.95365869480088,8.74112275663748,8.87622882223254,8.92625267636702,8.58664083243875,8.70015876956601,8.91724384913436,8.83907653076047,8.85298942135056
"Rab1b",8.80280493482888,9.28574044114076,8.86066614554144,9.17954905735052,8.99596714433195,9.03656291133678,9.0614708912869,8.62964660898841,8.7364623490293,8.84375537397836,9.18900400320739,8.88426839134996
"Rab20",5.74601471773009,5.74601471773009,5.74601471773009,6.33414409144239,5.74601471773009,6.54295089637861,6.22255185613063,5.98096736585904,6.38826597123907,5.74601471773009,6.17786933683618,6.25968120485496
"Rab21",7.80085467787652,7.51554170438576,7.95742745553185,7.56857946120057,7.78121318131182,7.98303299810816,7.64604996387429,7.8803874029389,7.74962578286172,7.56481250681478,7.80515131188322,7.81071942133737
"Rab22a",7.59597258528228,6.83815198390189,7.66465848444139,7.74905626601137,7.47160722209277,7.67303146153125,7.5257684134875,7.64883927422165,7.48300611603568,7.65370348000677,7.12019452281778,7.17967260879375
"Rab23",6.60680223492987,6.74678563092428,7.2582278380135,6.6486675883491,6.9871490267845,7.11511767564719,7.39226381756754,6.62788312528967,7.05762228694701,6.84059000220415,6.81244165879951,7.34050648787522
"Rab24",7.74562158315969,8.00794205782238,7.56180314761038,7.83653663793948,7.72651297284207,7.62756957976547,7.98024948135325,7.26190631711463,7.7796347254447,7.68319355340291,8.11379670972451,7.62779734729691
"Rab26",7.64786608719048,7.97606383036754,7.77488122701933,7.47547922975846,7.19161829690238,7.53844983646364,7.57529794255654,7.11510156934349,6.95255409350655,7.78130521143928,7.97580230274765,7.77179697421239
"Rab27a",6.43469776319708,6.83815198390189,6.60019828616156,6.2028281207757,6.17583145262494,7.25933352555157,6.56415175244218,6.44480097823291,6.61529144411935,6.74180820693417,6.60041150343722,6.43572001351797
"Rab27b",6.64752807415449,7.13553279672632,7.36835749710341,7.1415767771459,6.93250029258075,6.71613415957155,6.94704589646679,7.33583986865183,7.29016465044398,6.90826722176781,6.82576963083976,7.07372812077594
"Rab28",7.62736776567669,7.84018551825394,7.54379577642718,6.92647763814398,7.28603099315899,7.27722099859691,7.54250205443036,7.299471075362,7.62498043965511,7.25562686633912,7.58216734972326,7.4926918818268
"Rab29",6.10176357820178,6.38645313262447,6.24393779302673,6.48693865837898,6.17583145262494,6.31306850669986,6.22255185613063,6.0779228008653,6.16843677707835,6.36877103813914,6.40247134964888,6.32468745863109
"Rab2a",9.240928704452,9.50567920598183,9.55327962542447,9.66673286209552,9.38654330725701,9.62390327309351,9.68952551307833,9.53497717921709,9.27198767537293,9.27202562558888,9.85778675980074,9.69403241822194
"Rab2b",7.35657010065586,7.76650417454332,7.05566533485981,7.84856214847508,7.36383071004654,7.38714050084211,7.38280704648231,7.63216100275077,7.39054116948976,7.1288538221606,7.11031108370595,7.35910437484463
"Rab30",7.63765903468984,7.25758108755117,7.83383705582217,7.65511796144551,7.57049555909039,6.97210451197133,7.78347403154563,8.11975822961244,7.61272971618648,7.39749745155511,7.33407995473266,7.58778527130924
"Rab31",7.26925963430961,7.76650417454332,7.80469710615958,7.83653663793948,7.76097456960899,8.42713895126199,7.63838462765985,7.76985333046867,8.24074061993568,7.60424630154524,7.12998741265327,7.54116388327889
"Rab32",6.50225765919205,5.74601471773009,5.74601471773009,6.01048873685946,6.17583145262494,5.74601471773009,5.74601471773009,5.74601471773009,6.18555587051557,6.01951320260687,6.24406443825704,6.21108529546451
"Rab33a",6.29521371320005,7.06893395789686,6.55261476465212,7.00331466764707,6.67504700178932,6.84622384839729,6.75918952926714,6.21437995814076,6.74263439024511,6.38319501276649,7.06982894239238,6.55907584816069
"Rab33b",6.87792929134728,7.13553279672632,6.50171616861298,6.6113734637811,7.10030241706347,6.85958654812997,6.46964152076905,7.45163405663704,7.36813581310584,6.9154980650713,7.02771560783671,6.8718956980864
"Rab34",7.19719807929682,7.1982454847502,7.13613490781449,6.57219114297089,7.02626429543171,7.29483073648227,7.14045331842749,7.2695194681167,7.23223209983586,7.08713447092218,7.21435696813521,6.88159134661417
"Rab35",8.36118553348184,8.41270996805518,8.39014756008794,8.1753836708704,8.28607443551189,7.98803817070426,8.44388930764604,7.77486194144167,7.75788024999607,7.8692828534684,8.25864106813945,8.12362978842729
"Rab36",7.36943511108638,6.5272639655662,6.32003085757434,6.89946766088885,6.9871490267845,6.96022508797063,7.23079934572843,7.02394949080329,6.88372377144835,7.11117404633377,7.06982894239238,7.16516069833279
"Rab37",6.19532823377328,6.5272639655662,6.76628213714257,6.44001656055586,6.07943945422537,6.14826413099723,5.74601471773009,6.48182062244405,6.7632313030093,5.74601471773009,6.27395271228234,6.09332148405594
"Rab38",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"Rab39",6.10176357820178,6.38645313262447,5.74601471773009,5.74601471773009,6.32099645238723,6.1060292116947,5.94129669167017,5.74601471773009,6.32894927514931,6.30714726930078,6.17786933683618,6.09332148405594
"Rab39b",7.28313347453257,7.56105319419395,7.28111851905367,7.49150065969392,7.73348040703277,7.48763218306431,7.90756293713375,7.51482730598303,7.36813581310584,7.25562686633912,7.65890311178252,7.56728280694801
"Rab3a",10.389152963138,10.6534623483508,10.2802350660658,10.6692892379158,10.4131221696506,10.6934674025267,10.5899791663303,10.1372558719892,10.0005623339168,10.190319722889,11.1116455261747,10.6308859574212
"Rab3b",6.35912784955717,6.99779671497195,7.2582278380135,8.09843577963368,7.36383071004654,8.18716781909766,7.24159045200291,6.90256023097753,7.61272971618648,7.70127974398906,6.5084736026419,6.99092867179093
