"","143D-DG-3","144C-DG-2","144D-DG-2","146C-DG-4","146D-DG-3","147C-DG-3","147D-DG-1"
"Ano1",4.48114237758222,4.48114237758222,5.12855149426636,4.48114237758222,4.48114237758222,4.84577269627103,4.48114237758222
"Ano10",5.36696224789153,5.3572255041407,5.47856021094135,5.77229363256891,4.48114237758222,5.59487099471306,5.60091893755298
"Ano2",4.84749918505457,4.99208236639355,5.19330098087698,4.48114237758222,4.48114237758222,4.96255124309908,4.88753542981899
"Ano3",8.567096228968,8.747818068684,8.53390917238368,8.37968463881926,8.22571964453287,8.24307393292472,8.4588784921714
"Ano4",4.84749918505457,5.05165608635757,5.17244114845099,5.02283326233534,6.22117097060691,4.66382111242884,4.87284433364672
"Ano5",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.97805744437965
"Ano6",6.85358342672697,6.8031518172907,6.43632867550935,6.94785100063921,4.48114237758222,6.67490423519038,6.54459063942179
"Ano8",7.74582988225891,6.93024080273651,7.31712920164381,7.45637595451296,6.22117097060691,7.34693527594252,7.64328144742509
"Anp32a",8.76790100450124,8.5434148405987,8.72479849588605,8.57381810275368,8.86030816683008,8.38512180164599,8.6029760600669
"Anp32b",6.33016429910226,7.03840313651276,6.86419590773613,6.25482373064756,8.13409728635347,6.7623221803971,6.5714628739947
"Anp32e",7.184780492076,7.31943059841331,7.3498989139108,7.88807893541817,8.39300801445442,7.25315754701283,7.27474089182379
"Anpep",4.48114237758222,4.48114237758222,5.02959695359712,4.48114237758222,4.48114237758222,4.92713304501927,5.09298869950211
"Antxr1",5.49890589926785,5.20004192909509,5.27082791347383,4.48114237758222,4.48114237758222,5.56724592522343,5.32702477004731
"Antxr2",4.99787582377013,4.48114237758222,5.05602548254552,4.48114237758222,6.22117097060691,5.13463880768724,5.02281791720149
"Anxa1",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Anxa11",8.95250048132234,8.68701485693947,8.81673904208759,8.58587049585704,9.07183723393664,8.62232997171952,8.74081027609256
"Anxa2",4.48114237758222,4.48114237758222,5.08123326162291,4.48114237758222,4.48114237758222,5.41463342181392,4.48114237758222
"Anxa3",4.99787582377013,5.45703973981053,5.08123326162291,5.54652580915904,5.74651935471639,5.32641216238413,5.25022317888556
"Anxa4",5.36696224789153,4.92420233896636,5.05602548254552,4.48114237758222,4.48114237758222,5.38051233506133,4.85756576568992
"Anxa5",5.80831515200524,5.45703973981053,5.44986494106689,5.40883401515833,6.22117097060691,5.86665592989941,5.30686003972357
"Anxa6",8.54481633969083,8.37146292564316,8.44981276060442,8.36575571721335,7.40862008450898,8.18883839793741,8.26117544088886
"Anxa7",6.51304326642089,6.39267450285779,6.30749922864515,6.11540792158192,6.22117097060691,6.22013455957125,6.20369702605169
"Anxa9",5.29183559736315,4.99208236639355,4.94083347955081,4.48114237758222,4.48114237758222,5.05541048505707,5.00094035136802
"Aoah",4.48114237758222,4.48114237758222,4.65551905307965,4.48114237758222,4.48114237758222,4.66382111242884,4.91539149705292
"Aoc2",6.53714186989944,5.91839640387279,6.02456648185908,6.18714888139034,4.48114237758222,6.54061113996969,6.01660074705607
"Aoc3",4.48114237758222,4.99208236639355,4.65551905307965,4.48114237758222,4.48114237758222,5.28809208089408,4.48114237758222
"Aox1",4.48114237758222,4.99208236639355,4.97227930749859,5.66595045214649,4.48114237758222,5.55311646062792,5.12950768108856
"Aox3",4.48114237758222,4.7376117387579,4.87011862769163,4.48114237758222,4.48114237758222,4.84577269627103,4.78878015924908
"Aox4",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Ap1ar",7.45144004303257,7.18966488872707,7.52143463760358,6.90880386535768,7.40862008450898,7.09934284719812,7.49098879990258
"Ap1b1",8.13856426502304,7.95347366227858,8.12615678910673,7.8075293628112,7.93100545092415,7.87487040576542,8.02309566022888
"Ap1g1",7.80366026014144,7.74830023181212,7.83933048729559,7.96429550896378,7.04937980105134,7.96532677697869,7.76454543663007
"Ap1g2",6.94426582243494,5.87858740089399,5.92152676345263,6.37986127970252,4.48114237758222,5.76878550329178,5.78828493700185
"Ap1m1",7.22820202865258,7.12365539199533,7.47107061834104,7.31659886660946,8.13409728635347,7.4499012579037,7.28921330630072
"Ap1m2",4.48114237758222,4.7376117387579,4.48114237758222,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Ap1s1",7.79418470798205,7.73866750717178,7.88431587564797,7.25649650977802,7.93100545092415,7.53167900335518,7.70788742028815
"Ap1s2",7.06179619885222,7.1968074161645,6.84303091847277,7.28687371988708,6.22117097060691,7.1299991404023,6.80671256528176
"Ap1s3",6.87221604758566,6.39267450285779,5.89419689898745,6.25482373064756,5.74651935471639,6.75733705220499,6.22546896642017
"Ap2a1",9.25265030961196,9.22040761739664,9.11977676339848,9.34956057277751,8.67832371233402,8.99790654075094,9.18339123252005
"Ap2a2",8.64769018454401,8.9288008951199,8.81149076771383,8.32313553386912,8.13409728635347,8.66514244019046,8.80361688204755
"Ap2b1",8.70905444145108,9.21525667625209,8.89324458827483,8.92617073079948,9.69947578101361,9.04477997170767,8.98399243404434
"Ap2m1",9.27645609575274,9.25929718367468,9.42862106483292,9.4116805939475,8.86030816683008,9.10247976545544,9.34411283350449
"Ap2s1",6.96169244849897,6.9388747913158,7.05571707379354,6.59783920870977,6.55936500434315,6.80154317192462,7.23539073791296
"Ap3b1",7.84094019380911,7.87668857382489,7.70655151357339,7.34570036685754,7.40862008450898,7.5981647445035,7.73169907504968
"Ap3b2",8.65810164661884,8.5072616880204,8.39884064495681,8.32313553386912,8.80217332527544,8.31014143018344,8.47763915160766
"Ap3d1",8.51073291885553,8.61047572471343,8.65146380448239,8.9635518407067,8.13409728635347,8.50291840627297,8.73476522722096
"Ap3m1",6.83468785147257,6.59748126423874,6.80406831854068,5.66595045214649,4.48114237758222,6.93914896014125,6.78429303281394
"Ap3m2",7.10921838308096,7.35800586353049,7.55995459400749,7.40213688403699,8.13409728635347,7.34044313828283,7.31653649436049
"Ap3s1",5.66590455830475,5.97552974894181,6.22735727345083,5.86865822055955,7.24065422361183,6.05696186606407,6.17591429241059
"Ap3s2",7.27029890392634,7.26626907432905,7.35577486111378,6.43796020099556,4.48114237758222,7.20735846285222,7.15182907174625
"Ap4b1",6.04608455530815,6.11511441404671,6.01633141796775,5.02283326233534,4.48114237758222,5.79133846481697,5.78030298173892
"Ap4e1",6.67299636443284,6.23979798539715,5.93937540101165,6.59783920870977,5.74651935471639,6.32242854430266,6.44018043321373
"Ap4m1",6.30170811835786,6.19455416690341,6.32036049503962,6.74013876144211,6.22117097060691,6.35015504272923,6.31136269014384
"Ap4s1",5.76302627007316,6.0817730774139,6.01633141796775,5.66595045214649,6.22117097060691,5.84567745039186,6.41961057850862
"Ap5b1",4.48114237758222,5.20004192909509,4.87011862769163,4.48114237758222,4.48114237758222,4.99545335296559,4.7476902916918
"Ap5m1",6.00982443712206,5.39187624963198,6.09613584546847,5.77229363256891,7.04937980105134,5.83503134857982,5.93299335884916
"Ap5s1",6.08123313847472,5.48782372348324,5.55939699470331,6.18714888139034,4.48114237758222,5.71012484348643,6.01660074705607
"Ap5z1",6.87221604758566,6.25451034055003,6.49888646761804,6.11540792158192,7.04937980105134,6.72190513324062,6.68687866729938
"Apaf1",6.41181519067764,6.83141889287891,5.92152676345263,6.74013876144211,4.48114237758222,6.6371468419451,6.00036987522675
"Apba1",7.8130727434069,8.15449289014616,7.91812476823697,7.60751115979465,8.54275855130393,7.90349027768631,7.81407696796234
"Apba2",8.33348231561964,8.46727874635989,8.31657817910286,8.39347917286971,8.80217332527544,8.21883547291887,8.20590547376433
"Apba3",6.27257714169501,6.29761024304894,6.32674117074793,6.59783920870977,7.24065422361183,6.32242854430266,6.28339767801283
"Apbb1",8.73877938592488,8.66447903307274,8.64793248692308,8.54940483024921,10.0379626398222,8.46373984960615,8.6903830297489
"Apbb1ip",5.20811078417914,4.99208236639355,4.65551905307965,4.48114237758222,4.48114237758222,5.20473720719494,5.05400018153876
"Apbb2",6.21213673306179,6.76450375194291,6.7593959030332,7.16113610006396,7.04937980105134,7.03182159879693,6.83547256390305
"Apc",8.51073291885553,8.51288346472268,8.44981276060442,8.85831768921212,6.82677212959115,8.66002062394497,8.46776834358477
"Apc2",8.17538195934094,7.90274831787152,8.06191485942984,8.2028422702931,8.13409728635347,7.90349027768631,8.26838565146411
"Apcdd1",6.79607514552442,6.45640570501085,6.60534051482223,6.90880386535768,6.22117097060691,6.49866001681567,6.70177215864722
"Apeh",6.04608455530815,5.67811811561708,6.02456648185908,5.40883401515833,4.48114237758222,5.92725143339909,5.99381173175114
"Apex1",6.69432374169068,6.36624756776753,6.43048542606002,6.94785100063921,7.93100545092415,6.42336573142919,6.55912986288152
"Apex2",5.71564312830548,5.87858740089399,5.78758249641687,6.18714888139034,4.48114237758222,5.87699325662994,5.72684980931276
"Aph1a",7.07778715480038,6.99781667303072,7.04105773492131,6.78434786437866,8.31181132427555,6.9215956788241,7.03715014552942
"Aph1b",6.43789055377109,5.81596779482922,5.99967978852879,5.40883401515833,4.48114237758222,6.03039150948079,6.35822037606935
"Aph1c",5.49890589926785,5.48782372348324,5.55939699470331,5.86865822055955,4.48114237758222,5.38051233506133,5.22776659720822
"Api5",7.24237731507983,7.8276304812029,7.8660851145118,7.84837690051286,7.55849686324826,7.82046476009315,7.80247979307783
"Apip",4.84749918505457,5.20004192909509,5.27082791347383,5.86865822055955,4.48114237758222,5.43117457464848,5.78030298173892
"Apitd1",4.48114237758222,4.48114237758222,4.97227930749859,4.48114237758222,4.48114237758222,5.18220854407828,4.94151800347466
"Aplf",5.36696224789153,5.48782372348324,5.51989653381712,6.11540792158192,4.48114237758222,5.53876420686761,5.36582657237674
"Apln",5.11235073402636,5.20004192909509,5.53325673184205,4.48114237758222,4.48114237758222,5.20473720719494,5.46655241506632
"Aplnr",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,5.74651935471639,4.73931711642061,4.48114237758222
"Aplp1",11.1937307218455,11.1668218415951,11.2458670035024,11.0421937463704,10.4122521488128,10.950716744754,11.1837556876821
"Aplp2",9.17515985593982,9.2626297295449,9.33163341223159,9.58939887308875,7.04937980105134,9.18668692089073,9.25564281503138
"Apmap",6.60684505006987,6.9388747913158,6.62057855647482,6.69439986356864,5.74651935471639,6.5639820135941,6.74008464713357
"Apoa1bp",6.30170811835786,6.20982522138811,6.34568798546368,7.09367788717345,5.74651935471639,6.27235326401826,6.5714628739947
"Apobec1",5.11235073402636,4.48114237758222,4.78280567329118,5.02283326233534,4.48114237758222,4.88854240323439,4.94151800347466
"Apobec3",4.48114237758222,4.99208236639355,4.65551905307965,4.48114237758222,4.48114237758222,5.20473720719494,4.97805744437965
"Apobec4",4.48114237758222,4.7376117387579,4.48114237758222,4.48114237758222,4.48114237758222,4.88854240323439,4.48114237758222
"Apod",5.29183559736315,5.39187624963198,5.59726027228042,6.11540792158192,4.48114237758222,6.7167649318194,5.68371372047527
"Apoe",8.82904108624871,9.13387471790371,9.49746419822135,8.83832735994758,8.67832371233402,9.96022061953025,9.06324832687459
"Apof",4.99787582377013,4.48114237758222,4.65551905307965,4.48114237758222,4.48114237758222,5.02629562053467,4.76897905789545
"Apoh",4.48114237758222,4.7376117387579,4.48114237758222,4.48114237758222,4.48114237758222,4.66382111242884,4.48114237758222
"Apol10b",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.79713065626228,4.48114237758222
"Apol6",5.11235073402636,4.48114237758222,4.82926288892582,4.48114237758222,4.48114237758222,4.88854240323439,5.07383294717254
"Apol7b",5.20811078417914,5.39187624963198,5.34078286072173,4.48114237758222,4.48114237758222,5.63483949607931,4.92865152933594
"Apol8",4.48114237758222,5.05165608635757,5.00176142036958,5.40883401515833,4.48114237758222,5.72213256553414,4.59008905617298
"Apold1",5.36696224789153,6.19455416690341,5.42016093032363,5.40883401515833,5.74651935471639,6.76728863045758,5.47211554072199
"Apom",4.84749918505457,4.48114237758222,4.65551905307965,5.24283920151751,4.48114237758222,4.66382111242884,4.48114237758222
"Apon",4.48114237758222,4.7376117387579,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.85756576568992
"Apoo",6.51304326642089,5.97552974894181,6.37663722657465,4.48114237758222,6.82677212959115,6.03931695307897,6.21190774399781
"Apoo-ps",4.48114237758222,4.48114237758222,4.48114237758222,6.49350345534362,4.48114237758222,4.48114237758222,4.48114237758222
"Apool",5.20811078417914,5.15446282183989,5.17244114845099,5.54652580915904,6.55936500434315,4.96255124309908,5.19662965115854
"Apopt1",5.85172568428268,6.04744464630303,6.08839913108713,5.24283920151751,7.24065422361183,5.81341226546102,5.99381173175114
"App",10.2127039235944,10.3541076992311,10.4150780512585,10.1549693487625,9.56632410116189,10.0341471756535,10.1896331240364
"Appbp2",7.84094019380911,7.58566960674191,7.61703813306406,7.9456217615344,7.04937980105134,7.62230708493881,7.57165184945059
"Appl1",8.04611295077196,7.92410473406821,7.95306518986834,8.12215859685579,8.46984090372148,7.97364836949861,7.89893047512232
"Appl2",7.85010873048672,7.18248511159491,7.06660906494348,7.34570036685754,4.48114237758222,7.50879753149348,7.15579954856846
"Aprt",6.43789055377109,6.09856295566363,5.98277895158911,5.77229363256891,5.74651935471639,6.09992858788155,5.92951487418575
"Aptx",6.30170811835786,6.22490467824555,6.24108632602135,6.37986127970252,4.48114237758222,6.32242854430266,6.20917706794878
"Aqp1",4.48114237758222,4.48114237758222,4.82926288892582,4.48114237758222,4.48114237758222,4.88854240323439,4.91539149705292
"Aqp11",5.11235073402636,6.13143524030062,6.28795151325939,6.31892692874396,7.81741108317343,5.956337147572,6.05774939779648
"Aqp12",4.48114237758222,5.05165608635757,4.48114237758222,4.48114237758222,4.48114237758222,4.99545335296559,4.48114237758222
"Aqp3",4.48114237758222,4.48114237758222,4.65551905307965,4.48114237758222,6.82677212959115,4.84577269627103,4.48114237758222
"Aqp4",5.89343885982503,6.76450375194291,6.46514664642354,5.40883401515833,4.48114237758222,7.73962169735685,6.64502751046368
"Aqp7",4.84749918505457,4.84337041193037,4.72759858780529,4.48114237758222,6.82677212959115,4.88854240323439,5.00094035136802
"Aqp9",5.43553928835585,5.3572255041407,4.9069886627187,5.66595045214649,4.48114237758222,5.18220854407828,4.98963292037431
"Aqr",7.06179619885222,6.82206292762409,6.82152560576035,6.25482373064756,5.74651935471639,6.7167649318194,6.55912986288152
"Ar",5.76302627007316,6.20982522138811,6.15625517891996,6.11540792158192,4.48114237758222,6.09146161095146,6.22006278155289
"Araf",8.12356661415094,7.56941307826619,7.70655151357339,7.58342629243932,7.93100545092415,7.66938301704904,7.92357906534838
"Arap1",5.49890589926785,5.7493756344918,5.32389665725589,5.95707996155806,4.48114237758222,5.60838248708637,5.43238664785982
"Arap2",5.89343885982503,5.87858740089399,5.60954686360596,5.86865822055955,4.48114237758222,6.2796333466721,6.1981918445415
"Arap3",5.20811078417914,5.05165608635757,5.37348902221181,5.54652580915904,4.48114237758222,5.56724592522343,5.25755136758931
"Arc",9.13106410830003,11.5819056205638,7.74037769101058,10.4592304769225,8.13409728635347,10.6056644200018,7.28320150781108
"Arcn1",7.85010873048672,7.89843816314971,7.69509340715395,8.29399899227674,7.81741108317343,7.8388332688562,7.72731972383263
"Areg",4.48114237758222,5.42509844563896,4.48114237758222,4.48114237758222,4.48114237758222,5.26815759046373,4.48114237758222
"Arel1",8.03010308795711,8.15449289014616,8.265154902499,8.26425561857561,6.55936500434315,8.11941225759553,8.2689848617909
"Arf1",8.9397689370898,8.9884260988163,9.12908034994589,9.27724028964081,9.12018980330927,8.8212196307623,9.00134760462993
"Arf2",6.60684505006987,6.7246951470998,6.4821283201544,6.59783920870977,5.74651935471639,6.51680753939452,6.35337060490132
"Arf3",10.8988668879063,11.1115965589895,11.2764004009978,10.9615086728404,11.7215856529863,10.8890335926959,11.040455247352
"Arf4",7.74582988225891,7.55296602259734,7.68354139594532,7.76546688176318,7.04937980105134,7.57360025458703,7.50954722212779
"Arf5",7.93006016263315,7.65401896244219,7.98716615076846,8.03662816307163,7.69389159758633,7.76388294945752,7.92357906534838
"Arf6",7.07778715480038,7.31943059841331,6.71786126673179,7.25649650977802,4.48114237758222,7.03182159879693,6.88637629014122
"Arfgap1",7.31115259895094,7.55296602259734,7.5700503565295,8.00092205373677,9.07183723393664,7.85696646411481,7.66178212056992
"Arfgap2",7.51082258100176,7.21801548135755,7.37614729555864,7.09367788717345,5.74651935471639,7.3533972192156,7.18844826770192
"Arfgap3",4.99787582377013,5.77205329854898,5.79773211883472,5.40883401515833,5.74651935471639,5.84567745039186,5.90840946425134
"Arfgef1",7.97260433814936,8.17240577259668,8.01313444770483,8.23387932122596,6.55936500434315,7.97364836949861,7.92815336250333
"Arfgef2",7.68552900076855,7.14601294077277,7.25548800910937,6.94785100063921,7.04937980105134,7.35017000367855,7.02411583547552
"Arfgef3",7.9472311622817,8.35902165672051,8.44166939533149,7.92669902706884,4.48114237758222,8.50148630826338,8.13990663675972
"Arfip1",5.66590455830475,6.01205721790899,5.62167549222161,5.02283326233534,4.48114237758222,5.68566628241322,5.84251398891724
"Arfip2",7.75563417328243,7.59104688869294,7.55995459400749,7.82810051334721,8.39300801445442,7.55976525895113,7.36281009370425
"Arfrp1",6.21213673306179,6.43129855480207,6.32674117074793,6.03898224639047,6.82677212959115,6.27235326401826,6.27824385867068
"Arg1",4.48114237758222,4.48114237758222,4.82926288892582,4.48114237758222,4.48114237758222,4.73931711642061,4.48114237758222
"Arg2",4.48114237758222,4.84337041193037,5.1053685118849,4.48114237758222,4.48114237758222,5.10940673941643,4.80736464248158
"Arglu1",8.18984682259682,7.59640366154391,7.73367701933699,7.72211337310629,7.69389159758633,7.82967881693393,7.73432017704554
"Arhgap1",6.51304326642089,6.54057155882517,6.80845412170051,7.12782187674608,6.55936500434315,6.67490423519038,6.62162182624483
"Arhgap10",5.71564312830548,5.87858740089399,5.78758249641687,6.78434786437866,4.48114237758222,5.87699325662994,5.60091893755298
"Arhgap11a",4.48114237758222,4.84337041193037,4.78280567329118,5.86865822055955,4.48114237758222,4.84577269627103,4.69888079908746
"Arhgap12",7.184780492076,7.03038216666755,6.9417115836247,7.12782187674608,4.48114237758222,7.07589132330898,6.89280601476342
"Arhgap15",5.71564312830548,5.81596779482922,6.05692537223636,5.02283326233534,4.48114237758222,5.66058513407151,5.71410373175196
"Arhgap17",7.16999697553601,6.64127567184821,6.49332485183412,6.25482373064756,4.48114237758222,6.59261281933115,6.48691527892119
"Arhgap18",4.48114237758222,4.99208236639355,5.1053685118849,4.48114237758222,5.74651935471639,4.99545335296559,4.85756576568992
"Arhgap19",5.43553928835585,5.32096734327121,5.15088139062031,4.48114237758222,4.48114237758222,5.26815759046373,5.10233240125397
"Arhgap20",8.16809411613096,8.84004299078711,8.28807021011973,8.62143118234473,4.48114237758222,8.8495981157302,8.64043046889149
"Arhgap21",9.73230781439527,9.77528782931606,9.62659678616378,9.62478691598401,7.55849686324826,9.90622691634958,9.69741690819333
"Arhgap22",4.99787582377013,5.10530968109573,4.97227930749859,4.48114237758222,4.48114237758222,4.99545335296559,4.66975405085236
"Arhgap23",7.40204642580624,7.48517692566672,7.29892315263639,6.64701171559657,5.74651935471639,7.64865454455449,7.32357661382871
"Arhgap24",4.99787582377013,4.99208236639355,5.02959695359712,4.48114237758222,4.48114237758222,4.99545335296559,5.24281786444998
"Arhgap25",4.48114237758222,4.7376117387579,4.48114237758222,5.24283920151751,4.48114237758222,4.79713065626228,4.88753542981899
"Arhgap26",6.4634384800096,6.79359463014802,6.67981016951701,7.34570036685754,6.82677212959115,6.31539863848135,6.66231043165967
"Arhgap27",5.61348946339325,5.93777032308386,6.13406904703393,5.24283920151751,4.48114237758222,5.74572664875392,6.32137613290575
"Arhgap29",6.04608455530815,5.67811811561708,5.88493232767054,4.48114237758222,4.48114237758222,6.15754375844623,5.8537809993175
"Arhgap30",5.61348946339325,4.84337041193037,4.82926288892582,4.48114237758222,4.48114237758222,5.10940673941643,5.26480460792154
"Arhgap31",5.43553928835585,5.67811811561708,5.74595550615229,5.86865822055955,4.48114237758222,5.92725143339909,5.85003854593487
"Arhgap32",7.64384567148217,8.37146292564316,8.38616242980398,7.9456217615344,8.39300801445442,8.45340493401183,8.1671887725563
"Arhgap33",7.52240252801599,6.93024080273651,7.04473738045389,7.19366170925921,8.39300801445442,7.17473592047387,6.72925127421026
"Arhgap35",7.97260433814936,8.53238768175124,8.63609821384388,8.13866491911164,8.46984090372148,8.42799064198634,8.39669773533944
"Arhgap36",4.48114237758222,4.7376117387579,4.87011862769163,5.02283326233534,4.48114237758222,4.48114237758222,4.48114237758222
"Arhgap39",8.82442934934392,8.85779775865061,8.50294899691116,8.76608430813726,7.93100545092415,8.92726344408836,8.86379034002481
"Arhgap4",6.21213673306179,5.45703973981053,5.32389665725589,4.48114237758222,4.48114237758222,5.53876420686761,5.47211554072199
"Arhgap40",4.48114237758222,4.7376117387579,4.65551905307965,4.48114237758222,4.48114237758222,4.66382111242884,4.48114237758222
"Arhgap42",5.49890589926785,5.28288151433726,5.64547904767488,4.48114237758222,4.48114237758222,5.79133846481697,5.22011571383325
"Arhgap44",8.03813055029131,7.99843127703527,8.02412008282378,8.23387932122596,7.93100545092415,8.07568594167834,8.23748749758827
"Arhgap5",7.07778715480038,7.31943059841331,7.24917014105499,7.45637595451296,8.13409728635347,7.47079836428276,7.2576628595295
"Arhgap6",4.84749918505457,4.84337041193037,5.15088139062031,4.48114237758222,4.48114237758222,5.2265310359935,4.66975405085236
"Arhgap8",4.48114237758222,4.7376117387579,4.48114237758222,4.48114237758222,4.48114237758222,4.66382111242884,4.48114237758222
"Arhgdia",8.37832082581504,7.99843127703527,8.1761980776187,8.46052414350182,9.82135507544504,8.17809871825193,8.24298894608725
"Arhgdib",5.11235073402636,4.84337041193037,4.78280567329118,4.48114237758222,4.48114237758222,5.08304910110209,5.06400546499342
"Arhgdig",5.55799536784169,5.28288151433726,5.40489992252618,4.48114237758222,6.22117097060691,5.26815759046373,5.15551934193373
"Arhgef1",7.95573937608536,7.31289586730906,7.63155580066333,7.67738521607881,7.93100545092415,7.48553584792846,7.61696488513367
"Arhgef10",6.27257714169501,5.85811987627384,6.22735727345083,6.25482373064756,4.48114237758222,5.97531294313401,5.69249205371959
"Arhgef10l",6.51304326642089,6.7839682849877,6.3705086138474,7.45637595451296,4.48114237758222,6.78207740417931,6.89440865130698
"Arhgef11",7.45144004303257,7.27975197915163,7.48182529864672,7.48272526695606,8.31181132427555,7.49138762596105,7.4616216151287
"Arhgef12",8.83822035737333,9.39757014589216,9.4354510103294,9.09566130911746,8.54275855130393,9.51583395731202,9.23654464282114
"Arhgef15",5.71564312830548,5.42509844563896,5.54642111359373,4.48114237758222,4.48114237758222,5.41463342181392,5.88688814620032
"Arhgef17",8.17538195934094,8.29839986809514,8.45925515010101,7.48272526695606,7.69389159758633,8.40058002422983,8.59536628336571
"Arhgef18",7.10921838308096,7.13860083949768,7.29280093904537,7.65447719734415,4.48114237758222,7.01955094467038,6.81693409435563
"Arhgef19",4.99787582377013,5.3572255041407,5.40489992252618,4.48114237758222,4.48114237758222,5.83503134857982,5.44392962234589
"Arhgef2",9.33592164491709,9.17867423528974,8.8610993999263,9.06160213802332,6.22117097060691,8.86302310997882,9.00994722676596
"Arhgef25",9.69999969654051,9.59283375871274,9.67874583941638,9.51590228448353,8.80217332527544,9.49302116649016,9.57732896755249
"Arhgef26",5.43553928835585,5.6531778823856,5.51989653381712,5.24283920151751,6.22117097060691,6.18140124877621,5.81961465723137
"Arhgef28",7.92139609899494,7.42606293265286,7.41039233254187,7.63119020252401,7.81741108317343,7.43478095223877,7.53089230166311
"Arhgef3",7.55657899277383,8.35276017891949,7.57256298866294,8.70112861947436,8.74158437081496,8.16908676689295,7.51465896990739
"Arhgef33",4.48114237758222,4.84337041193037,4.9069886627187,4.48114237758222,4.48114237758222,4.88854240323439,4.87284433364672
"Arhgef37",5.20811078417914,4.7376117387579,4.65551905307965,4.48114237758222,4.48114237758222,4.66382111242884,4.82492990460849
"Arhgef39",4.48114237758222,4.48114237758222,4.78280567329118,4.48114237758222,4.48114237758222,4.73931711642061,4.59008905617298
"Arhgef4",9.13850792672924,8.937173645522,8.9031441861492,9.12068648359796,9.21227523517661,8.90364404529893,8.99124924209785
"Arhgef40",5.97236545523652,5.24269149727611,5.28894549180862,4.48114237758222,4.48114237758222,5.75732108105174,5.49940649928057
"Arhgef5",4.48114237758222,4.84337041193037,4.9069886627187,4.48114237758222,4.48114237758222,4.99545335296559,5.02281791720149
"Arhgef6",5.29183559736315,5.24269149727611,5.23315292275555,5.24283920151751,4.48114237758222,5.10940673941643,5.07383294717254
"Arhgef7",8.421795800911,8.43209557036567,8.444389003074,8.7766300331276,8.46984090372148,8.56043445761784,8.51695933108213
"Arhgef9",9.67464470619255,9.72426540384075,9.93819744371173,9.45165299253823,10.0873846517678,9.59160618610425,9.7961040694705
"Arid1a",8.37832082581504,8.70920205369145,8.47263711669181,8.86820945714739,5.74651935471639,8.50434907331806,8.33340891298429
"Arid1b",7.48737128252398,8.40815007878415,8.14470993872096,8.37968463881926,4.48114237758222,8.09486262305984,8.12672922052491
"Arid2",6.96169244849897,7.43808763167145,7.19096909408932,7.28687371988708,6.22117097060691,7.56808261412766,7.14118465586125
"Arid3a",5.29183559736315,4.92420233896636,5.54642111359373,5.02283326233534,4.48114237758222,5.47892869173049,5.37834417036568
"Arid3b",6.18074084781831,5.87858740089399,6.03274242469251,6.98580137065019,4.48114237758222,6.03931695307897,5.94679872262881
"Arid4a",6.94426582243494,6.89514095895017,6.47649292465524,6.43796020099556,5.74651935471639,6.63166272603045,6.81863009012409
"Arid4b",7.57890920012703,7.21801548135755,7.01501788262201,6.78434786437866,7.04937980105134,7.11475676210695,7.27231404306674
"Arid5a",6.35798016033377,7.46183066128711,5.55939699470331,7.12782187674608,7.04937980105134,7.82738092151625,5.00094035136802
"Arid5b",6.58402570078054,7.47355253312534,6.40683761505847,6.86859030378025,4.48114237758222,7.35661695861306,6.49779395372003
"Arih1",7.91267878736209,7.99843127703527,7.73367701933699,8.49929335726143,8.61214328695034,8.14170389236112,7.81901822516906
"Arih2",7.42696185440634,7.51948157343618,6.79082355445935,8.05415048932626,5.74651935471639,7.57360025458703,6.8619868038539
"Arl1",7.46352006465523,7.51948157343618,7.50572515909958,7.28687371988708,7.24065422361183,7.50301826089354,7.68366676366716
"Arl10",5.80831515200524,5.42509844563896,5.73527830437144,4.48114237758222,4.48114237758222,5.43117457464848,5.43238664785982
"Arl13a",4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.48114237758222,4.63517968257991
"Arl13b",6.21213673306179,6.7246951470998,5.3893477570295,7.02271829413181,4.48114237758222,6.81117032958589,5.82346584126936
"Arl14ep",7.19940689354405,6.99781667303072,6.83875745465507,6.86859030378025,4.48114237758222,6.75233309374635,6.69061789286832
"Arl14epl",5.20811078417914,4.84337041193037,4.48114237758222,4.48114237758222,4.48114237758222,4.84577269627103,4.7476902916918
"Arl15",6.35798016033377,6.45640570501085,6.33940454025619,6.82713339535511,6.55936500434315,6.35699084662242,6.35337060490132
"Arl16",5.76302627007316,4.84337041193037,5.75652174597453,5.95707996155806,4.48114237758222,5.47892869173049,5.61048053861412
"Arl2",6.08123313847472,5.83725322913101,6.15625517891996,6.37986127970252,7.24065422361183,5.83503134857982,5.98057975124673
"Arl2bp",7.49914605682624,7.15338523382052,7.28972965679986,7.02271829413181,7.55849686324826,7.09934284719812,7.14251973084176
