"","padjPunchCA1DG","padjPunchCA1CA3","padjPunchCA3DG","padjAPAConsistentControl","padjAPAConflictControl","padjAPAConflictConsistent"
"Dync1i1",0.743474585395906,1.2970084495386e-06,8.28088156443747e-11,1,1,1
"Dync1i2",0.855891136631402,0.031808646010095,0.000630758630183884,1,1,1
"Dync1li1",0.00949732537858817,0.986051649979111,0.0180236014015888,1,1,1
"Dync1li2",3.96564853536506e-06,0.976145337671376,7.37177566330335e-06,1,1,1
"Dync2h1",0.270550414076986,0.369030167848295,0.00232768656063924,1,1,1
"Dync2li1",0.441689894340204,0.983828373580127,0.170067957370168,1,1,1
"Dynll1",0.995988468926685,0.352298832365667,0.133505778087803,1,1,1
"Dynll2",0.405548796766302,8.16032366941995e-05,6.16182927897157e-09,1,1,1
"Dynlrb1",0.332051590386611,0.682221742997008,0.028306397115913,1,1,1
"Dynlrb2",0.995988468926685,1,0.920230992485012,1,1,1
"Dynlt1a",0.793200986731934,0.97087630953692,0.926389549498762,1,1,1
"Dynlt1b",0.850100130691954,0.395391133152126,0.6406999941385,1,1,1
"Dynlt1c",0.388597820423093,0.193346455359867,0.850861043653695,1,1,1
"Dynlt1f",0.995988468926685,0.986051649979111,0.910155473665324,1,1,1
"Dynlt3",0.601599872636355,2.11986960315247e-07,3.65785155331499e-11,1,1,1
"Dyrk1a",0.656850655317629,0.970093518564787,0.27540877133274,1,1,1
"Dyrk1b",0.631496052665427,0.788738166304235,0.127089642123128,1,1,1
"Dyrk2",4.33945478735603e-07,0.114026036130258,0.00854887275013075,0.88512055114012,0.172942236420267,1
"Dyrk3",0.00198809569756821,4.2765788716281e-06,0.287777585736652,1,1,1
"Dyrk4",0.995988468926685,0.986051649979111,0.889336441820846,1,1,1
"Dysf",0.995988468926685,1,0.92284167075125,1,1,1
"Dytn",0.995988468926685,1,0.981396385055707,1,1,1
"Dyx1c1",0.744950428104138,0.986051649979111,0.838960330478902,1,1,1
"Dzank1",0.145112649363293,0.00704298638649543,9.34074918365866e-08,1,1,1
"Dzip1",9.49122075010443e-13,0.000784527825488648,0.0033526962781611,1,1,1
"Dzip1l",0.893154041221395,0.3431437251775,0.0517377998654988,1,1,1
"Dzip3",0.995988468926685,0.944897287524107,0.920230992485012,1,1,1
"E030018B13Rik",0.980369848275815,1,0.889336441820846,1,1,1
"E030030I06Rik",0.718345533163772,0.977152032952513,0.902228374240209,1,1,1
"E130012A19Rik",1.16655774502879e-18,9.31163612214879e-08,0.00558694281345663,1,1,1
"E130114P18Rik",0.956507080338069,1,0.920230992485012,1,1,1
"E130116L18Rik",1,0.511337236326196,0.377360451598944,1,1,1
"E130208F15Rik",0.860961189105399,0.741199955056364,0.262035578098173,1,1,1
"E130218I03Rik",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"E130308A19Rik",0.0648875337158486,0.118566809780492,4.17567977651995e-06,1,1,1
"E130309D02Rik",0.930385517897476,0.986051649979111,0.920230992485012,1,1,1
"E130311K13Rik",0.792937416528514,0.784320361705929,0.985457112017323,1,1,1
"E230025N22Rik",0.860982373635307,0.749535398000737,0.920230992485012,1,1,1
"E2f1",0.66083765613219,0.13325385150251,0.388393196303084,1,1,1
"E2f2",0.23882617084941,0.998480285282291,0.279392283028402,1,1,1
"E2f3",0.29884300791796,1,0.193091844709992,1,1,1
"E2f4",0.407302942341269,0.974388535548596,0.615677593745763,1,1,1
"E2f5",0.892463611154259,0.635633622335451,0.166170281205438,1,1,1
"E2f6",0.70238896661942,1,0.673393382812602,1,1,1
"E2f7",1,0.724841664746953,0.538780373683662,1,1,1
"E2f8",0.0649645040831381,0.567727518032771,0.384558787761273,1,1,1
"E330009J07Rik",0.339448583585629,0.00610535992645218,0.165006269924813,1,1,1
"E330021D16Rik",0.455975028407619,0.277379327895938,0.867239410509833,1,1,1
"E330034G19Rik",0.995988468926685,0.772823109558108,0.85803263364197,1,1,1
"E430018J23Rik",0.995988468926685,0.986051649979111,0.804917281720633,1,1,1
"E430025E21Rik",0.113913178536476,0.959198565709067,0.246780626767623,1,1,1
"E4f1",0.187614538596774,0.481392293736868,0.0036769305780484,1,1,1
"Eaf1",0.441738446624951,0.0951676369216504,0.586595445220871,1,1,1
"Eaf2",0.778887056425004,0.657789869741009,0.920230992485012,1,1,1
"Eapp",0.995988468926685,0.898009033207527,0.650384308839158,1,1,1
"Ears2",0.861558941285587,0.923767475461738,0.996739925825966,1,1,1
"Ebag9",0.903211582150626,0.97372208919879,0.532465140534739,1,1,1
"Ebf1",0.412686612477309,1,0.381272858884967,1,1,1
"Ebf2",1,0.986051649979111,0.94855079465412,1,1,1
"Ebf3",0.995988468926685,0.998480285282291,0.94855079465412,1,1,1
"Ebf4",0.803930514593097,0.928570402541594,0.329006221789044,1,1,1
"Ebi3",0.530721899575677,0.986051649979111,0.27878816849866,1,1,1
"Ebna1bp2",0.0174669787511951,0.886110804527851,0.0631595362298867,1,1,1
"Ebp",0.112715426232866,0.472873361591635,0.706289074037764,1,1,1
"Ebpl",0.658847007364118,0.192733427025258,0.573763272951592,1,1,1
"Ecd",0.353464095506409,0.665850564814148,0.906867840130818,1,1,1
"Ece1",0.980369848275815,0.770298305173118,0.380773546207788,1,1,1
"Ece2",3.48051002665545e-05,0.00278947755070579,0.324431298738645,1,1,1
"Ecel1",0.995988468926685,0.959310273237421,0.920230992485012,1,1,1
"Ech1",0.390397340796285,0.145568490258548,0.763403816131653,1,1,1
"Echdc1",0.268269796249792,0.504727693111326,0.00544392995521708,1,1,1
"Echdc2",0.995988468926685,0.984585833330607,0.854617655544021,1,1,1
"Echdc3",0.83928752057483,0.998480285282291,0.876615500627602,1,1,1
"Echs1",0.486282574138796,0.977152032952513,0.713560205492046,1,1,1
"Eci1",0.874648437797694,0.960295107119682,0.978672372244537,1,1,1
"Eci2",0.733520799896553,0.453291282282701,0.792982808274055,1,1,1
"Ecm1",0.96942291921155,0.831226273289311,0.394582159180951,1,1,1
"Ecm2",0.154984130967099,0.986051649979111,0.23921336071839,1,1,1
"Ecscr",1,0.96307127132645,0.888662724126731,1,1,1
"Ecsit",0.828758707360122,0.0546781411517827,0.142248479863695,1,1,1
"Ect2",0.995988468926685,0.998480285282291,0.947432013163865,1,1,1
"Ect2l",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Eda",0.995988468926685,0.801408154950239,0.717286869391571,1,1,1
"Eda2r",0.995988468926685,0.995078101054227,0.927558094925616,1,1,1
"Edar",0.995988468926685,0.986051649979111,0.843416130695012,1,1,1
"Edaradd",0.977876262765037,0.986051649979111,0.968954131421551,1,1,1
"Edc3",0.77978989569314,0.613917202101415,0.114479564556741,1,1,1
"Edc4",0.46926090950579,0.191737979842502,0.00118332319361849,1,1,1
"Edem1",1,0.986051649979111,0.927812930710861,1,1,1
"Edem2",0.000154925484798822,0.21105981769937,0.0697263419995277,1,1,1
"Edem3",0.109330186509702,1,0.0817667539558695,1,1,1
"Edf1",0.567122136265107,0.915214110955597,0.194885693555209,1,1,1
"Edil3",0.350396444565106,5.71403750618541e-07,0.000196499564982336,1,1,1
"Edn1",0.995988468926685,0.990193578995753,0.922081213779917,1,1,1
"Edn2",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Edn3",0.946586623675971,0.998480285282291,0.792637416375207,1,1,1
"Ednra",0.848414414699317,0.986051649979111,0.920230992485012,1,1,1
"Ednrb",0.414799498068113,0.986051649979111,0.24472867156654,1,1,1
"Edrf1",0.391301828772108,0.986051649979111,0.484618253026729,1,1,1
"Eea1",0.603393480882162,0.986051649979111,0.727036833680161,1,1,1
"Eed",0.274360579754584,0.366526281421208,0.981396385055707,1,1,1
"Eef1a1",0.155109855942686,0.220104108305353,0.000335672809611987,1,1,1
"Eef1a2",0.0558732198361085,0.000212954033379807,0.181225044955336,1,1,1
"Eef1akmt1",0.805327770711594,0.665850564814148,0.920230992485012,1,1,1
"Eef1b2",0.935844372087649,0.986051649979111,0.676483174336785,1,1,1
"Eef1d",0.661493969155378,0.861454668089631,0.920230992485012,1,1,1
"Eef1e1",0.248407508084293,0.892573472037906,0.549038255607878,0.274453840027285,0.820688188891413,1
"Eef1g",0.0242730164802362,0.754568086917186,0.181809220766201,1,1,1
"Eef2",0.548589560568766,0.985701491185449,0.781588984838731,1,1,1
"Eef2k",0.0149392051879475,0.430513254944892,0.218941936808288,1,1,1
"Eef2kmt",0.892118718557963,0.73689054618698,0.920230992485012,1,1,1
"Eefsec",1,0.986051649979111,0.89886059625293,1,1,1
"Eepd1",0.995988468926685,0.986051649979111,0.887729601636472,1,1,1
"Efcab1",0.995988468926685,0.100610638544789,0.0203349716545002,1,1,1
"Efcab10",0.995988468926685,0.757702399464788,0.85432247511077,1,1,1
"Efcab12",0.995988468926685,0.385206189936401,0.22099930096756,1,1,1
"Efcab14",0.362632560243715,0.99364118298333,0.377454303465705,1,1,1
"Efcab2",0.474306621159237,0.77865280698027,0.919419285508653,1,1,1
"Efcab3",1,0.986051649979111,0.920230992485012,1,1,1
"Efcab5",0.350784795533134,0.714906382726729,0.856770513737204,1,1,1
"Efcab6",5.05441477388919e-12,1.74315080339933e-09,0.87781980657749,1,1,1
"Efcab7",0.959398771798609,0.692099665786143,0.295813696010716,1,1,1
"Efcab8",1,0.986051649979111,0.920230992485012,1,1,1
"Efcab9",0.790283034610918,0.998480285282291,0.844974714305608,1,1,1
"Efcc1",0.771961442605058,0.297660887069124,0.616956023018801,1,1,1
"Efemp1",0.565082781650929,0.00305350741038406,0.0187013083333026,1,1,1
"Efemp2",0.896343451244303,0.693918299302137,0.891141954464069,1,1,1
"Efhb",0.900167239322225,0.986051649979111,0.570539210456627,1,1,1
"Efhc1",0.73333813260812,0.798707400040985,1,1,1,1
"Efhc2",0.832458493148683,0.893846490594535,1,1,1,1
"Efhd1",0.995988468926685,0.805615805661965,0.545981979377092,1,1,1
"Efhd2",1,0.0704658228755432,0.0344867197933264,1,1,1
"Efl1",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Efna1",0.133912941725349,0.80091103566031,0.364269891074529,1,1,1
"Efna2",0.896263151915238,0.660699899439311,0.889051936519092,1,1,1
"Efna3",7.08294174244506e-05,0.760224231724794,0.00196657897783498,1,1,1
"Efna4",0.936181726481256,1,0.883980782618187,1,1,1
"Efna5",0.0894408750743636,0.986051649979111,0.102268213531496,1,1,1
"Efnb1",0.025156691557637,0.143748338037566,0.821274936075628,1,1,1
"Efnb2",9.47376097368872e-05,4.42157438948414e-05,0.938781168246885,0.0845642639678887,1,1
"Efnb3",0.0334405977104153,0.00448406481829785,2.23165367192118e-09,1,1,1
"Efr3a",0.0367749641916399,0.000584174233232917,1.10524169186443e-11,1,1,1
"Efr3b",0.854644830473464,1.44587859054383e-27,1.55936764446465e-25,1,1,1
"Efs",0.798456674041192,0.969743016082801,0.425943692050695,1,1,1
"Eftud2",0.644056284377769,0.0140644737300339,2.66212482681017e-05,1,1,1
"Egf",0.995988468926685,0.980041057102,0.920230992485012,1,1,1
"Egfem1",0.706589664845739,1.4310981358938e-05,7.19737401010398e-05,1,1,1
"Egfl6",0.00292954390241764,0.000218471972842854,0.677221533945815,1,1,1
"Egfl7",0.995988468926685,0.176157384805101,0.015344846912692,1,1,1
"Egfl8",0.826950776608028,1,0.687331529962999,1,1,1
"Egflam",0.995988468926685,0.960799155918878,0.920230992485012,1,1,1
"Egfr",0.856235750488788,0.763578675046395,0.939035960013613,1,1,1
"Egln1",0.653809059463778,1,0.617932742005001,1,1,1
"Egln2",0.322206898992004,0.69578830566883,0.856770513737204,1,1,1
"Egln3",0.897114333304713,0.952221301210339,0.996079898084284,1,1,1
"Egr1",0.059776813119658,0.0016851166486776,0.364528740844552,0.000138038304965052,0.0188745475456636,1
"Egr2",0.948361457662882,0.00882927353618994,0.0179280241145261,0.125238132037132,1,1
"Egr3",0.656576967594807,0.00798974355195753,0.0650875233474627,0.00717587246518826,0.737401432581102,1
"Egr4",0.995988468926685,0.000591405210507961,0.000587605477156457,7.48544944394332e-06,0.00702176933845652,1
"Ehbp1",0.104818962719674,0.350020979634201,0.819607477182236,1,1,1
"Ehbp1l1",0.000100307771684052,0.37694788351556,0.00838770478934431,1,1,1
"Ehd1",5.90679224148333e-22,0.998026686265285,1.41489621292484e-23,0.511887388997777,1,1
"Ehd2",0.995988468926685,0.986051649979111,0.790237554969161,1,1,1
"Ehd3",4.70143847115173e-20,1.9543825466261e-06,0.000766315468437815,1,1,1
"Ehd4",0.897114333304713,0.986051649979111,0.920230992485012,1,1,1
"Ehf",0.995988468926685,0.998480285282291,0.947432013163865,1,1,1
"Ehhadh",0.997433613878301,0.843799383564029,0.696197066348726,1,1,1
"Ehmt1",0.211226793952835,0.9564827190626,0.292610104970968,1,1,1
"Ehmt2",0.0645954990093565,0.27313561658845,0.8040174728526,1,1,1
"Ei24",0.526557437099898,0.624698060141462,0.989106480963441,1,1,1
"Eid1",0.995988468926685,0.0910352879050397,0.0643743801663852,1,1,1
"Eid2",0.72560925685075,0.108188682052277,0.336322204319632,1,1,1
"Eid2b",0.709273984038228,0.834432704865758,0.977645308832697,1,1,1
"Eid3",0.995988468926685,0.821390256365265,0.889336441820846,1,1,1
"Eif1",0.553646411816515,0.38144063901723,0.0174390627131876,1,1,1
"Eif1a",0.00742621080306869,0.986051649979111,0.000835839003630706,1,1,1
"Eif1ad",0.987180113289281,0.998480285282291,0.932415912206396,1,1,1
"Eif1ax",0.869286918470899,0.908892286770488,1,1,1,1
"Eif1b",0.454478192683308,4.14202154748581e-05,0.00383458719156514,1,1,1
"Eif2a",0.860982373635307,0.0916200839809149,0.187403625127162,1,1,1
"Eif2ak1",0.095287849033749,0.509959541565473,0.654333532245424,1,1,1
"Eif2ak2",1,0.986051649979111,0.920230992485012,1,1,1
"Eif2ak3",0.995988468926685,0.849503940139456,0.907460859362457,1,1,1
"Eif2ak4",0.855528088279753,0.986051649979111,0.897808749792939,1,1,1
"Eif2b1",0.631496052665427,0.759425099417329,0.969146097373885,1,1,1
"Eif2b2",0.995988468926685,0.888486321128682,0.526609001891607,1,1,1
"Eif2b3",0.995988468926685,1,0.920230992485012,1,1,1
"Eif2b4",0.911282145091357,0.986051649979111,0.920230992485012,1,1,1
"Eif2b5",0.148477382376873,0.986051649979111,0.0392702723155351,1,1,1
"Eif2d",0.556797810314681,0.487747125175796,0.0227177339264239,1,1,1
"Eif2s1",0.995988468926685,0.986051649979111,0.974481089955111,1,1,1
"Eif2s2",0.382654886234582,0.578395253098242,0.929777557965325,1,1,1
"Eif2s3x",0.995988468926685,0.986051649979111,0.891141954464069,1,1,1
"Eif2s3y",0.153408207118583,0.772428893370202,0.520300362246526,1,1,1
"Eif3a",0.314296239953838,0.950203347617358,0.0906052951164554,1,1,1
"Eif3b",0.964676393683133,0.685382369610695,0.839769172104896,1,1,1
"Eif3c",0.990548474167585,0.986051649979111,0.969119745464891,1,1,1
"Eif3d",0.995988468926685,0.819473597154551,0.902166054837684,1,1,1
"Eif3e",0.918636691740273,0.0239413982687918,0.0553385527241253,1,1,1
"Eif3f",0.572589451096662,0.998480285282291,0.425961364421281,1,1,1
"Eif3g",0.995988468926685,0.986051649979111,0.858392614708817,1,1,1
"Eif3h",0.568400241923389,0.355207423193601,0.894277064928714,1,1,1
"Eif3i",0.449144475187778,0.558908124399812,0.982091372900136,1,1,1
"Eif3j1",0.520793106597784,0.596056870303236,1,1,1,1
"Eif3j2",0.805332630419741,0.680444805199986,0.920230992485012,1,1,1
"Eif3k",0.834847314312869,0.705358178420775,0.920230992485012,1,1,1
"Eif3l",0.436064380980869,0.986051649979111,0.580761058860541,1,1,1
"Eif3m",0.995988468926685,0.736831957791367,0.751731304140173,1,1,1
"Eif4a1",0.568967190593846,0.497882383282604,0.0364471451636833,1,1,1
"Eif4a2",0.825601640327922,0.799420654477534,0.2322115049752,1,1,1
"Eif4a3",0.240457532084462,0.800856914830503,0.607669346639444,1,1,1
"Eif4b",1.34764090605748e-06,0.986051649979111,4.94759801287844e-08,1,1,1
"Eif4e",0.754590771295888,0.850899812118845,0.219593784595244,1,1,1
"Eif4e1b",0.995988468926685,0.826810519857668,0.743083270944731,1,1,1
"Eif4e2",0.894205326011358,0.977152032952513,0.969065262105189,1,1,1
"Eif4e3",0.979910828137631,0.350226104073506,0.450857948112316,1,1,1
"Eif4ebp1",0.995988468926685,0.590365842382398,0.282199711274392,1,1,1
"Eif4ebp2",0.658981929831148,0.482200726707342,0.039678552065218,1,1,1
"Eif4ebp3",0.52277589404565,0.840534109486807,0.918087443908192,1,1,1
"Eif4enif1",0.859326780615546,0.986051649979111,0.454578723389927,1,1,1
"Eif4g1",0.969724142542714,0.986051649979111,0.995344704139728,1,1,1
"Eif4g2",0.0237762994608912,0.349794420474995,0.44790567309316,1,1,1
"Eif4g3",0.829028758586353,1,0.697638581842497,1,1,1
"Eif4h",0.385204513439862,0.00619848939844304,0.149156895311267,1,1,1
"Eif5",0.997556925460568,1,0.955118487138958,0.48503459952872,1,1
"Eif5a",1,0.230834406303204,0.121406797976869,1,1,1
"Eif5a2",0.0372859731855326,0.231795030399322,1.52382385842178e-05,1,1,1
"Eif5b",0.667961556361655,0.0955601236898797,0.360645436135538,1,1,1
"Eif6",0.537605471403372,0.0434520261407678,0.207696023624293,1,1,1
"Elac1",0.995988468926685,0.794917468010952,0.782469023209289,1,1,1
"Elac2",0.0275908032615748,0.744891057001869,0.151384769276534,1,1,1
"Elavl1",0.937588529892704,0.000970015292861552,0.00241714044996879,1,1,1
"Elavl2",0.675428825501775,5.30336235463766e-10,9.58085978551446e-20,1,1,1
"Elavl3",0.885443791503227,0.937905016088329,1,1,1,1
"Elavl4",4.95205730515761e-05,0.407688006960618,7.2845208757726e-09,1,1,1
"Elf1",0.512940449271948,0.987631424042971,0.285575285734549,1,1,1
"Elf2",0.530181949443184,0.803779666802719,0.0719501657263693,1,1,1
"Elf3",0.995988468926685,1,0.920230992485012,1,1,1
"Elf4",0.739241496613035,0.578518569915283,0.920230992485012,1,1,1
"Elf5",0.958965549864649,0.998026686265285,0.811766595988258,1,1,1
"Elfn1",0.600910720666055,0.110275450979209,0.00282055389103189,1,0.833321733813465,1
"Elfn2",0.106761379117282,0.0826624729616846,0.920837234518724,1,1,1
"Elk1",0.0164011343787623,0.121305631792052,5.55310486858144e-07,1,1,1
"Elk3",0.554324782048002,1,0.509282784307451,1,1,1
"Elk4",0.850126691250891,0.00218642510335936,2.59360615629792e-05,1,1,1
"Ell",0.637176311475929,0.986051649979111,0.378559264334378,1,1,1
"Ell2",0.526160722487731,0.946774360275351,0.191801219692592,1,1,1
"Ell3",0.995988468926685,0.928219414300041,0.601069662718493,1,1,1
"Elmo1",0.934418285812062,0.448834893835718,0.130863400207171,1,1,1
"Elmo2",0.0217015868656839,0.00419011090471312,1.35071591558198e-11,1,1,1
"Elmo3",0.995988468926685,0.874091328603989,0.822488172628619,1,1,1
"Elmod1",0.757768320214395,1.89928639070917e-07,5.58817311542897e-06,1,1,1
"Elmod2",0.10369090185285,0.180056991211733,0.951624065407278,1,1,1
"Elmod3",0.916134361734928,0.815924812570923,0.937723654559506,1,1,1
"Elmsan1",0.398091600808939,0.00283125205185925,1.25649251662584e-06,1,1,1
"Eln",0.412686612477309,0.0776454042222573,0.484907395949108,1,1,1
"Elof1",0.184762013525107,0.997856131601335,0.19171272825564,1,1,1
"Elovl1",0.224856166964791,0.886110804527851,0.431728510019288,1,1,1
"Elovl2",0.995988468926685,0.986051649979111,0.772542599122036,1,1,1
"Elovl4",1.01453894163234e-06,0.454112766479374,3.54361440442536e-11,1,1,1
"Elovl5",0.336153832686983,0.986285121239984,0.364503438993678,1,1,1
"Elovl6",0.00331196371327099,0.986051649979111,0.000628306904069917,1,1,1
"Elovl7",0.422989792058794,0.229802606379227,0.872289452687748,1,1,1
"Elp2",0.043297828696771,0.156669134604464,0.920230992485012,1,1,1
"Elp3",0.640933291702827,0.0367444649776939,0.19882382150487,1,1,1
"Elp4",0.74917839309815,0.501761422537007,0.872391703051072,1,1,1
"Elp5",0.995988468926685,0.699341058816862,0.31070276820537,1,1,1
"Elp6",1,0.998480285282291,0.981396385055707,1,1,1
"Emb",0.867674598033881,0.0412258800510478,0.00253026639029453,1,1,1
"Emc1",0.863598466776032,0.974252611887653,0.952152150149057,1,1,1
"Emc10",1.23814953721706e-05,0.986051649979111,2.99144261341653e-05,1,1,1
"Emc2",0.695318355558231,0.708668561343458,0.133332673362391,1,1,1
"Emc3",0.900675557337953,1,0.893127904646982,1,1,1
"Emc4",0.193117934043458,0.986051649979111,0.084060414682989,1,1,1
"Emc6",0.995988468926685,0.998480285282291,0.920230992485012,1,1,1
"Emc7",0.995988468926685,0.0198173656242741,0.0188992078367122,1,1,1
"Emc8",0.854036462682315,0.986051649979111,0.927316732690752,1,1,1
"Emc9",0.526557437099898,0.727396890494534,0.0686186299777777,1,1,1
"Emcn",0.944505220326833,0.910778927380848,0.974024820174861,1,1,1
"Emd",0.956507080338069,1,0.895846807376304,1,1,1
"Eme1",0.634017982079636,0.998480285282291,0.684939291579497,1,1,1
"Eme2",0.995988468926685,0.351284590470798,0.268597835760474,1,1,1
"Emg1",0.00115158830062024,0.986051649979111,0.000758985707531199,1,1,1
"Emid1",0.997240727408249,0.995735152757951,0.977621537517443,1,1,1
"Emilin1",0.706541885381804,0.816309109557683,0.203935969153409,1,1,1
"Emilin2",0.943222789976295,0.986051649979111,0.981396385055707,1,1,1
"Emilin3",0.995988468926685,0.986051649979111,0.920230992485012,1,1,1
"Eml1",0.995988468926685,0.458672338956558,0.469798992508802,1,1,1
"Eml2",1.41046615663883e-05,0.979262588336124,4.42894027203864e-05,1,1,1
"Eml3",0.997038201659636,0.946491452135573,0.822599538321362,1,1,1
"Eml4",0.00440011496596527,0.0882226203562585,0.568438956274872,1,1,1
"Eml5",2.01751518991652e-11,0.225234305161763,2.63286622968961e-18,1,1,1
"Eml6",0.0504307752673678,0.000107796455437553,0.165318728392579,1,1,1
"Emp1",0.945706664964378,0.535464787098965,0.688362675609976,1,1,1
"Emp2",0.0879137069693344,1,0.0605645062942268,1,1,1
"Emp3",0.995988468926685,0.986051649979111,0.91872130867337,1,1,1
"Emsy",0.995988468926685,0.0223128598281192,0.0165860019184802,1,1,1
"Emx1",0.126437115665171,1,0.126383687264103,1,1,1
"Emx2",0.185417045529876,0.601969662078254,0.720277773259414,1,1,1
"En1",1,0.986051649979111,1,1,1,1
"En2",0.633459017060459,0.833055671567805,0.94855079465412,1,1,1
"Enah",0.995988468926685,0.645759351924059,0.543235464159998,1,1,1
"Enc1",0.0657078656114311,8.35538058280106e-05,0.0924763283082537,1,1,1
"Endod1",2.42087526973508e-06,0.986051649979111,8.54634760111332e-07,1,1,1
"Endog",0.765207940668993,0.336887913596342,0.672748864373421,1,1,1
"Endou",0.995988468926685,0.96811358343246,0.927499282176292,1,1,1
"Endov",0.995988468926685,0.986051649979111,0.950172928679627,1,1,1
"Eng",0.995988468926685,0.603420160844827,0.249087711915358,1,1,1
"Engase",0.988336085627201,0.986051649979111,1,1,1,1
"Enho",0.230016434802942,0.158983602005704,0.000333009044939386,1,1,1
"Enkd1",1,0.614285576739408,0.488709011274824,1,1,1
"Enkur",0.790186540571618,0.916222850676307,0.35615857903973,1,1,1
"Eno1",0.878682361002654,2.38371658818259e-20,8.90180116157884e-25,1,1,1
"Eno1b",0.995988468926685,0.984005778009704,0.729895758308706,1,1,1
"Eno2",0.017283351683768,0.998480285282291,0.0157282399180676,1,1,1
"Eno3",0.387773560270958,0.998480285282291,0.345938225889467,1,1,1
"Eno4",0.995988468926685,1,0.931966990636756,1,1,1
"Enoph1",0.0973983981963803,0.278202772799312,0.000105901158748218,1,1,1
"Enox1",0.426300274126622,0.642734670153042,0.930324402781347,1,1,1
"Enox2",0.106934590782019,4.2331417287109e-05,0.00252410690756679,1,1,1
"Enpep",0.998805173114933,1,1,1,1,1
"Enpp1",0.644966194558621,0.843799383564029,0.937676853014024,1,1,1
"Enpp2",0.0208504490439171,0.0304153151772135,3.36523643402999e-08,1,1,1
"Enpp3",0.995988468926685,1,0.981396385055707,1,1,1
"Enpp4",0.788995023129659,0.168651570199663,0.383492203472336,1,1,1
"Enpp5",0.995988468926685,0.0505442468379122,0.0542741138712309,1,1,1
"Enpp6",0.355085308388108,0.472800923621168,0.984492478717084,1,1,1
"Enpp7",1,1,0.971652718290567,1,1,1
"Ensa",1,0.276279349149814,0.168790093584775,1,1,1
"Enthd2",0.80670886411439,0.986051649979111,0.895572588650968,1,1,1
"Entpd1",0.00423005241659014,0.524984738205035,0.0893658220856166,0.887616707517697,1,1
"Entpd2",0.614545331064158,0.939241717364961,0.891553556611859,1,1,1
"Entpd3",5.42353256726062e-08,2.0333734971473e-08,0.920230992485012,1,1,1
"Entpd4",0.793170511930553,0.986051649979111,0.472954460678792,1,1,1
"Entpd5",0.949216824184347,0.635031061710258,0.762904360489037,1,1,1
"Entpd6",0.993274308192194,0.310901498543757,0.0966441763352956,1,1,1
"Entpd7",0.995988468926685,0.186541573890271,0.138640374479352,1,1,1
"Entpd8",0.995988468926685,1,0.920230992485012,1,1,1
"Eny2",0.171217262305,0.998480285282291,0.0978156965976555,1,1,1
"Eogt",0.48349778811518,0.835369846029534,0.859146584414903,1,1,1
"Eomes",0.465988372158418,1,0.35615857903973,1,1,1
"Ep300",0.530558011875513,0.363007549650641,0.920230992485012,1,1,1
"Ep400",0.995988468926685,0.0264378762254746,0.022546450069347,1,1,1
"Epas1",0.00382435432680322,1,0.00326878642918409,1,1,1
"Epb41",1.25002224325715e-05,0.669265292335554,1.13572746472649e-08,1,1,1
"Epb41l1",0.0108414968894037,0.935279550907491,0.0324805818822447,1,1,1
"Epb41l2",0.0496323106144197,0.347563962836521,0.670123357643644,1,1,1
"Epb41l3",2.87175106044949e-21,0.99607421704089,8.88150687372987e-21,1,1,1
"Epb41l4a",0.201058213549512,0.787670405338093,0.0219326071562381,1,1,1
"Epb41l4b",0.33080125882261,0.899822472918075,0.0667071104380441,1,1,1
"Epb41l5",0.507040097433273,0.986051649979111,0.600602506487983,1,1,1
"Epb42",0.297111060453408,0.520450236545274,0.920230992485012,1,1,1
"Epc1",0.18414205725979,0.842297641040242,0.0121604231712068,1,1,1
"Epc2",0.582000863544268,0.815319373267574,0.920230992485012,1,1,1
"Epcam",0.984164542883267,0.986051649979111,1,1,1,1
"Epdr1",0.348135546068546,0.00239309961602803,8.80835287967959e-07,1,1,1
"Epg5",0.993274308192194,0.972464322246188,0.667817719983136,1,1,1
"Epha1",0.995988468926685,0.998480285282291,0.966707945548017,1,1,1
"Epha10",0.783112887838156,2.10921771293893e-05,9.30612800509978e-08,1,1,1
"Epha2",0.180525391491775,0.986051649979111,0.316889945642188,1,1,1
"Epha3",0.0857202024396549,0.986051649979111,0.0298955469752589,1,1,1
"Epha4",0.995988468926685,0.724450607314988,0.642396480047603,1,1,1
"Epha5",0.00888980928272691,0.971054549414024,0.000805796958391401,1,1,1
"Epha6",6.39409612668347e-08,0.0442084606990589,0.0144716669656828,1,1,1
"Epha7",0.0648629699975272,3.62609854586092e-05,2.95952154804985e-12,1,1,1
"Epha8",0.867814468945477,0.47655848732569,0.728682393195874,1,1,1
"Ephb1",0.0948781758844529,4.70491723288761e-07,0.0013538507185425,1,1,1
"Ephb2",0.749569658116949,0.448959139987875,0.820425925780097,1,1,1
"Ephb3",2.47282865285588e-21,3.06160696928178e-05,8.44491359582331e-08,1,1,1
"Ephb4",1,1,0.992307363782303,1,1,1
"Ephb6",0.000655592360092263,0.998480285282291,0.000618059869090129,1,1,1
"Ephx1",0.0246391208282133,0.0193449412449568,4.22930661306886e-09,1,1,1
