tissue,gene,lfc,padj,logpadj,comparison,direction
CA1,Heg1,1.77,9.74e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Adcy5,1.03,4.76e-02,1.32,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dtx3l,4.4,8.83e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Arhgap31,2.07,7.77e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Igsf11,1.47,7.91e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cd200,1.98,8.22e-02,1.09,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mina,-2.38,4.73e-02,1.33,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Epha6,1.12,6.96e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Robo1,1.4,8.40e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ncam2,3.04,7.56e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Adamts1,2.88,1.99e-04,3.7,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mis18a,5.17,4.56e-02,1.34,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Urb1,-1.92,4.06e-02,1.39,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pigp,3.26,7.91e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dscr3,-1.82,5.29e-02,1.28,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Arid1b,1.04,7.21e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tmem242,-1.96,3.02e-02,1.52,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Prr18,5.39,3.64e-02,1.44,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tbp,-1.63,7.88e-02,1.1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Zfp760,-3.49,4.04e-02,1.39,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Zfp13,4.49,4.54e-02,1.34,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gm43796,5.62,5.16e-02,1.29,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dnase1l2,4.6,9.28e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gfer,4.27,6.37e-02,1.2,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ift140,-1.65,1.24e-02,1.91,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Clcn7,-0.97,9.25e-02,1.03,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Jmjd8,-1.38,7.06e-02,1.15,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Decr2,1.25,9.51e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ccdc167,-2.5,3.18e-02,1.5,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ubash3a,-5.79,3.26e-02,1.49,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pknox1,-2.64,4.16e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Zfp81,2.11,3.02e-02,1.52,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,H2-Ke6,-1.53,9.14e-02,1.04,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Col11a2,2.03,3.02e-02,1.52,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ppt2,1.78,4.89e-02,1.31,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fkbpl,-2.64,6.89e-02,1.16,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Hspa1a,1.85,6.08e-02,1.22,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gpank1,-2.66,3.11e-02,1.51,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ier3,5.23,6.72e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mdc1,5.9,2.03e-02,1.69,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Abcf1,1.71,1.33e-02,1.88,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Trim26,5.56,2.42e-02,1.62,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mut,-1.34,9.48e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Adgrf5,6.32,1.44e-02,1.84,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pla2g7,1.58,6.71e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Supt3,-2.15,8.29e-02,1.08,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ptk7,4.86,8.21e-02,1.09,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ppp2r5d,-1,3.26e-02,1.49,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ubr2,1.68,1.44e-02,1.84,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Kat2b,-1.82,6.98e-02,1.16,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Dpp9,-1.04,4.93e-02,1.31,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Dus3l,-1.23,4.73e-02,1.33,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Clpp,1.94,5.17e-02,1.29,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rab31,1.44,9.77e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Wash1,-1.22,9.58e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Clip4,-0.85,8.29e-02,1.08,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Slc30a6,5.15,5.50e-02,1.26,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cdkl4,3.05,3.83e-02,1.42,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Eml4,-1.25,6.73e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Camkmt,4.86,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gm6741,5.1,1.00e-01,1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mettl4,4.89,9.25e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zeb1,1.43,2.29e-02,1.64,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Greb1l,5.39,4.04e-02,1.39,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Npc1,1.52,9.38e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Garem,0.95,7.88e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Elp2,-1.27,4.21e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Polr2d,4.02,8.27e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Map3k2,1.59,8.96e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nme5,-3.26,5.32e-02,1.27,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Fam53c,0.9,8.62e-02,1.06,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dnajc18,-0.7,9.63e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pura,1.58,5.17e-02,1.29,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ik,-1.22,4.07e-02,1.39,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pcdhb6,4.92,7.32e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcdhb12,-4.44,1.31e-04,3.88,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pcdhb16,3.43,5.66e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcdhgb5,5.12,7.88e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcdhgc5,0.93,9.47e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc12a2,-1.51,9.19e-02,1.04,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Synpo,-0.52,9.48e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Apcdd1,5.13,5.72e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tubb6,4.69,8.35e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Smad4,1.18,7.54e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tmx3,1.19,9.58e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Lrp5,3.8,5.79e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rps6kb2,-1.12,4.50e-02,1.35,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mrpl11,-1.47,7.36e-02,1.13,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rab1b,-0.82,8.00e-02,1.1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Eif1ad,-2.23,3.17e-02,1.5,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rnaseh2c,-1.9,5.26e-02,1.28,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ltbp3,4.55,4.31e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Scyl1,1.94,5.60e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Syvn1,1.46,4.89e-02,1.31,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cdc42bpg,4.78,9.21e-02,1.04,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Sf1,-0.69,4.17e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Flrt1,2.15,9.74e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mark2,-1.03,4.54e-02,1.34,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ahnak,6.29,1.44e-02,1.84,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Sdhaf2,-1.44,9.78e-03,2.01,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mrpl16,3.32,7.78e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tle4,-1.34,8.72e-02,1.06,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Carnmt1,5.26,7.28e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dock8,-3.24,3.29e-02,1.48,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Kank1,5.21,5.26e-02,1.28,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rnls,-6.36,7.59e-02,1.12,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Fra10ac1,4.5,8.89e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Entpd1,2.29,7.01e-02,1.15,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zfp518a,4.73,9.48e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tm9sf3,1.26,2.00e-02,1.7,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Exosc1,5.66,3.03e-02,1.52,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc25a28,-1.31,9.95e-02,1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Entpd7,3.35,6.72e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Scd2,0.91,1.21e-02,1.92,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Hif1an,-1.21,2.76e-02,1.56,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mrpl43,-1.74,2.29e-02,1.64,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Npm3,4.9,7.13e-02,1.15,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nfkb2,4.69,9.81e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Wbp1l,1.96,8.62e-02,1.06,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ina,-0.69,3.05e-02,1.52,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Vti1a,-1.06,5.83e-02,1.23,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Adrb1,1.78,7.53e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ablim1,1.67,6.35e-02,1.2,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Eno4,-4.28,6.73e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Shtn1,2.72,4.82e-02,1.32,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nanos1,-2.02,1.59e-02,1.8,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Nudt11,-1.11,9.82e-02,1.01,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Shroom4,4.88,9.80e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Clcn5,4.95,5.79e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Praf2,1.48,7.84e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gripap1,-0.99,4.50e-02,1.35,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Lancl3,5.42,4.31e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,1810030O07Rik,-1.73,6.86e-02,1.16,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Slc9a7,5.7,9.78e-03,2.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Jade3,3.9,4.32e-02,1.36,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cfp,-1.76,9.21e-02,1.04,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Pgrmc1,0.82,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nkap,3.95,8.76e-02,1.06,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,C1galt1c1,-1.52,6.14e-02,1.21,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rbmx2,-3.82,2.23e-02,1.65,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Hprt,-0.95,2.42e-02,1.62,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mmgt1,3.12,8.13e-03,2.09,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zic3,-5.9,2.00e-02,1.7,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mtmr1,1.45,2.03e-02,1.69,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Vma21,1.29,7.96e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Arhgap4,5.21,5.67e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Taz,-1.51,4.88e-02,1.31,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Il1rapl1,5.36,4.31e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gdpd2,-4.67,4.96e-02,1.3,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Snx12,1.56,2.71e-02,1.57,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nlgn3,0.67,6.12e-02,1.21,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rlim,1.58,5.36e-02,1.27,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,C77370,1.97,7.98e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Diaph2,1.94,4.54e-02,1.34,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcdh19,1.74,2.34e-02,1.63,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Bhlhb9,1.18,5.17e-02,1.29,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tceal3,-1.02,4.21e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Fgd1,2.5,6.32e-02,1.2,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,2210013O21Rik,-2.38,5.17e-02,1.29,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rai2,5.2,5.27e-02,1.28,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Prps2,3.1,5.77e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
